鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
鼓山區,房地(土地+建物),高雄市鼓山區翠華路１０５巷３號,39.0,住,,,1011019,土地1建物1車位0,全,二層,透天厝,,加強磚造,0580407,72.36,3,2,2,有,無,3750000,51824,,0.0,0,,RPSQMLLJJIHFFAE17CA,72.36,0.0,0.0,,
前金區,房地(土地+建物),高雄市前金區自強一路４８號,22.94,商,,,1010919,土地1建物1車位0,一層，二層，騎樓,七層,店面(店鋪),,鋼筋混凝土造,0691021,111.87,1,0,0,有,無,6500000,58103,,0.0,0,,RPUOMLMJJIHFFAE27CA,111.87,0.0,0.0,,
前金區,房地(土地+建物),高雄市前金區自強一路５０號,21.14,商,,,1010919,土地1建物1車位0,一層，二層，騎樓,七層,店面(店鋪),,鋼筋混凝土造,0691021,99.51,1,0,0,有,無,6500000,65320,,0.0,0,,RPVOMLMJJIHFFAE37CA,99.51,0.0,0.0,,
鼓山區,房地(土地+建物)+車位,高雄市鹽埕區美術東四路２９３號四樓,17.2,商,,,1011014,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950825,175.89,4,2,2,有,有,9300000,52875,坡道機械,5.05,0,,RPWNMLPJJIHFFAE67CA,105.86,4.27,11.86,,
鼓山區,房地(土地+建物),高雄市鹽埕區哨船街８０巷２號二樓之１,23.6,住,,,1011019,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0720524,84.26,3,2,2,有,無,1680000,19938,,0.0,0,,RPRNMLRJJIHFFAE37CA,84.26,0.0,0.0,,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區明誠四路３０２號十二樓,35.13,商,,,1011015,土地1建物1車位2,十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971001,374.36,4,2,3,有,有,36680000,97981,坡道平面,47.46,0,,RPVNMLRJJIHFFAE77CA,202.76,0.0,22.33,,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東七街１０８號十二樓,12.68,住,,,1011016,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950220,137.32,3,2,2,有,有,7700000,56073,坡道平面,17.14,0,,RPQOMLRJJIHFFAE37CA,71.32,0.53,10.4,,
鼓山區,房地(土地+建物),高雄市鹽埕區瑞豐街５２號五樓之１,43.0,住,,,1011030,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0690926,121.94,4,2,2,有,無,3050000,25012,,0.0,0,,RPSNMLKKJIHFFAE86CA,121.94,0.0,0.0,,
鼓山區,房地(土地+建物),高雄市鹽埕區裕誠路１１８２號五樓之２,19.79,住,,,1011030,土地1建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0851120,150.78,3,2,2,有,有,6300000,41783,,0.0,0,,RPTNMLKKJIHFFAE96CA,82.87,0.49,11.31,,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東四路４４８號十四樓,12.19,住,,,1011030,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980325,83.76,3,2,2,有,有,6980000,83333,坡道平面,13.0,0,,RPUNMLKKJIHFFAE07CA,77.48,2.99,3.29,,
鼓山區,土地,內惟段六小段1009地號,111.0,住,,,1011030,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4000000,36036,,0.0,0,,RPVNMLKKJIHFFAE17CA,0.0,0.0,0.0,,
前金區,房地(土地+建物),高雄市前金區中正四路１１８號四樓之１３,3.33,住,,,1010820,土地1建物1車位0,四層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850506,39.85,1,1,1,有,有,1000000,25096,,0.0,0,,RPVNMLOKJIHFFAE57CA,22.35,0.4,6.32,,
鹽埕區,房地(土地+建物),高雄市鹽埕區建國四路６３號,64.0,住,,,1011008,土地2建物1車位0,全,三層,透天厝,住商用,加強磚造,0501112,189.0,2,1,3,有,無,8000000,42328,,0.0,0,親屬買賣,RPRNMLPKJIHFFAE27CA,189.0,0.0,0.0,,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東二路４７０號十一樓,22.29,住,,,1011004,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931208,160.6,3,2,2,有,有,7350000,45767,坡道平面,0.0,0,地下第二層平面式編號第157號車位乙位,RPTNMLQKJIHFFAE57CA,80.94,0.0,9.8,,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區明誠四路２號五樓,28.89,商,,,1011024,土地2建物1車位2,五層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0950821,267.86,0,0,0,無,有,11500000,42933,坡道機械,0.0,0,,RPVNMLRKJIHFFAE87CA,138.14,6.07,11.06,,
新興區,房地(土地+建物)+車位,高雄市新興區五福二路１３６號八樓之３,12.35,商,,,1010928,土地1建物1車位2,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010409,210.01,3,2,2,有,無,14250000,67853,坡道平面,27.47,0,,RPVNMLMJJIHFFBE37CA,95.21,0.92,26.21,,
新興區,房地(土地+建物),高雄市新興區球庭路６８號四樓之１,10.98,商,,,1011031,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010509,118.99000000000001,0,0,0,無,有,8620000,72441,,0.0,0,,RPXNMLNJJIHFFBE67CA,63.39,2.31,9.83,,
苓雅區,房地(土地+建物)+車位,高雄市苓雅區仁德街２８號七樓之８,12.95,商,,,1011017,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0921128,140.95,3,2,2,有,有,7600000,53920,坡道平面,14.86,0,,RPTOMLSJJIHFFBE87CA,83.07,1.52,8.32,,
苓雅區,房地(土地+建物),高雄市苓雅區尚義街１５４巷１３號,70.0,商,,,1011004,土地2建物1車位0,全,三層,透天厝,,加強磚造,0620511,111.98,5,1,3,有,無,7600000,67869,,0.0,0,,RPSNMLOKJIHFFBE37CA,111.98,0.0,0.0,,
