編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPTNMLMJJIHFFDQ68DA,34,65.06,住家用,鋼筋混凝土加強磚造,67年7月10日,二層,一層 二層
RPPNMLPJJIHFFDQ58DA,15,179.35,住家用,鋼筋混凝土造,86年6月19日,四層,一層 二層 三層 四層 陽台
RPWNMLQJJIHFFCQ66DA,43,95.15,住家用,筋加強磚造　,58年8月1日,一層,一層
RPQNMLMKJIHFFDQ38CA,22,180.20,住商用,鋼筋混凝土造,79年11月17日,三層,一層 二層 三層 見其他登記事項
RPOOMLTJJIHFFDQ88CA,,165.23,停車空間、住宅、樓梯間,鋼筋混凝土造,101年7月24日,三層,一層 二層 三層 陽台 見其他登記事項
RPPOMLTJJIHFFDQ98CA,,155.09,停車空間、住宅,鋼筋混凝土造,101年7月24日,三層,一層 二層 三層 陽台
RPPNMLRJJIHFFBQ48CA,19,124.86,住家用,鋼筋混凝土造,83年3月1日,三層,一層 二層 三層 電梯樓梯間
RPQNMLMKJIHFFCQ28CA,18,257.17,住家用,鋼筋混凝土造,83年10月28日,三層,一層 二層 三層 平台 電梯樓梯間 見其他登記事項
RPTNMLTJJIHFFCQ56CA,13,206.19,農舍,鋼筋混凝土加強磚造,88年12月16日,二層,一層 二層 電梯樓梯間
RPPNMLMLJIHFFCQ28CA,19,155.26,住家用,鋼筋混凝土造,83年1月19日,三層,一層 二層 三層 平台 電梯樓梯間 見其他登記事項
RPQNMLSJJIHFFDQ88CA,19,163.37,住家用,鋼筋混凝土造,82年12月27日,四層,一層 二層 三層 四層 陽台
RPUNMLNKJIHFFDQ88CA,13,87.78,見其他登記事項,鋼筋混凝土造,88年5月31日,五層,
RPUNMLSJJIHFFDQ66CA,35,96.14,住家用,鋼筋混凝土加強磚造,67年3月20日,二層,一層 二層 騎樓
RPTNMLRJJIHFFDQ09CA,20,175.35,住商用,鋼筋混凝土造,81年8月10日,四層,一層 二層 三層 四層
RPRNMLSJJIHFFCQ09EA,19,163.05,住家用,鋼筋混凝土造,82年8月9日,三層,一層 二層 三層 電梯樓梯間 見其他登記事項
RPSNMLRJJIHFFDQ09DA,31,109.23,住家用,鋼筋混凝土加強磚造,70年6月20日,二層,一層 二層 陽台 平台
RPQNMLRJJIHFFCQ78DA,26,219.74,住家用,鋼筋混凝土造,75年8月20日,三層,一層 二層 三層 騎樓 電梯樓梯間
RPPNMLPLJIHFFCQ58CA,10,103.85,見其他登記事項,鋼筋混凝土造,91年7月25日,五層,
