鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
彰化市,房地(土地+建物),彰化縣彰化巿華陽里南郭路一段220巷1之11號七樓,9.2,,,,1011022,土地2建物1車位0,七層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0710709,34.19,1,1,1,有,有,1250000,36560,,0.0,0,,RPQOMLQJJIHFFAN18CA,34.19,0.0,0.0,,
彰化市,房地(土地+建物),彰化縣彰化巿金馬路一段521巷7之2號二樓,10.21,住,,,1011005,土地1建物1車位0,二層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860526,103.26,3,2,2,有,有,1970000,19078,,0.0,0,,RPTNMLRJJIHFFAN48CA,67.79,1.23,10.65,,
花壇鄉,土地,華南段558地號,181.59,,鄉村區,乙種建築用地,1011029,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1800000,9912,,0.0,0,,RPQOMLSJJIHFFAN38CA,0.0,0.0,0.0,,
彰化市,房地(土地+建物),彰化縣彰化巿天祥路６０巷１３號,58.0,住,,,1011010,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0681105,114.0,4,2,3,有,無,5000000,43860,,0.0,0,,RPPOMLMKJIHFFAN77CA,114.0,0.0,0.0,,
彰化市,房地(土地+建物),彰化縣彰化巿瑞陽街１１巷７號,21.46,住,,,1011015,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820923,94.45,3,1,2,有,有,2780000,29434,,0.0,0,,RPVOMLNKJIHFFAN48CA,71.91,22.54,0.0,,
彰化市,土地,三村段1182地號,1957.04,,特定農業區,農牧用地,1011009,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9980900,5100,,0.0,0,,RPQNMLNKJIHFFAN87CA,0.0,0.0,0.0,,
和美鎮,土地,和北段1221-2地號,116.17,住,,,1010905,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5080000,43729,,0.0,0,,RPQNMLMJJIHFFBN77CA,0.0,0.0,0.0,,
和美鎮,建物,彰化縣和美鎮惠民街67號,0.0,,,,1010905,土地0建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1010529,187.4,4,2,3,有,無,2380000,12700,,0.0,0,,RPRNMLMJJIHFFBN87CA,180.09,5.74,1.57,,
伸港鄉,房地(土地+建物),彰化縣伸港鄉海尾村濱二路５４號,55.9,,一般農業區,甲種建築用地,1010924,土地1建物1車位0,全,三層,透天厝,住商用,加強磚造,0700129,162.68,2,3,3,有,無,2450000,15060,,0.0,0,,RPQNMLTLJIHFFBN68CA,162.68,0.0,0.0,,
和美鎮,建物,彰化縣和美鎮孝光路100號,0.0,,,,1011007,土地0建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1010424,196.04,4,2,3,有,無,8880000,45297,,0.0,0,,RPTNMLOJKIHFFBN38CA,177.49,1.15,17.4,,
