鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
龜山區,房地(土地+建物),桃園縣龜山鄉幸美街53號4樓,42.04,其他,山坡地保育區,丙種建築用地,1020801,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0831019,75.15,3,1,1,有,無,無,8000,106,,0.0,0,,RPURMLLJQHIFFAH68CC
龍潭區,房地(土地+建物),桃園縣龍潭鄉百年二街21號4F-2,41.88,住,鄉村區,乙種建築用地,1020625,土地2建物3車位0,四層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860130,47.25,4,2,2,有,有,無,8360,177,,0.0,0,,RPOOMLLJQHIFFCH97CC
龍潭區,房地(土地+建物),桃園縣龍潭鄉百年二街47-1號14樓,10.91,住,鄉村區,乙種建築用地,1020702,土地2建物3車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860626,32.22,3,2,2,有,有,有,8600,267,,0.0,0,,RPPOMLLJQHIFFCH08CC
龍潭區,房地(土地+建物)+車位,桃園縣龍潭鄉百年二街15巷13-1號8F,37.09,住,鄉村區,乙種建築用地,1020705,土地2建物3車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860130,46.59,3,2,2,有,有,有,9160,197,坡道平面,12.2,0,,RPTOMLLJQHIFFCH48CC
中壢區,建物,桃園縣中壢市莊敬路829巷57號5樓,0.0,住,,,1020705,土地0建物1車位1,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960929,118.74,3,2,2,有,有,有,18000,152,坡道平面,23.85,0,,RPSOMLMJQHIFFBH38CC
桃園區,房地(土地+建物),桃園縣桃園市大有路650號15樓之9之10,7.5,住,,,1020710,土地1建物1車位0,十五層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860901,62.879999999999995,1,1,1,有,有,有,12000,191,,0.0,0,,RPSQMLMJQHIFFAH48CC
桃園區,房地(土地+建物),桃園縣桃園市向善街45號3樓,10.65,住,,,1020712,土地1建物1車位0,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840704,97.83,2,1,1,有,有,有,13000,133,,0.0,0,,RPTQMLMJQHIFFAH58CC
桃園區,房地(土地+建物),桃園縣桃園市民有六街16號16樓之6,3.88,住,,,1020708,土地1建物1車位0,十六層,17,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850118,39.97,1,0,1,無,有,有,7900,198,,0.0,0,,RPVQMLMJQHIFFAH78CC
桃園區,房地(土地+建物),桃園縣桃園市莊敬路一段173號5樓,13.74,住,,,1020729,土地1建物1車位0,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831223,137.61,3,2,2,有,無,無,18500,134,,0.0,0,本租金包含大樓管理費、第四台費用,RPXQMLMJQHIFFAH98CC
桃園區,房地(土地+建物),桃園縣桃園市春日路658巷3號24樓之2,11.52,住,,,1020705,土地1建物1車位0,二十四層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881129,90.2,2,2,1,有,有,有,13000,144,,0.0,0,,RPPRMLMJQHIFFAH28CC
桃園區,房地(土地+建物),桃園縣桃園市介壽路5號11樓,8.71,住,,,1020705,土地1建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920728,63.59,1,1,1,有,有,有,14000,220,,0.0,0,,RPRRMLMJQHIFFAH48CC
桃園區,房地(土地+建物),桃園縣桃園市大有路563號2樓之2,11.67,住,,,1020628,土地1建物1車位0,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840610,92.5,2,1,1,有,有,有,11000,119,,0.0,0,,RPTRMLMJQHIFFAH68CC
桃園區,房地(土地+建物),桃園縣桃園市大興西路一段323巷6號4樓,8.07,住,,,1020626,土地1建物1車位0,四層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860701,109.57,3,1,2,有,有,有,14500,132,,0.0,0,,RPURMLMJQHIFFAH78CC
桃園區,房地(土地+建物),桃園縣桃園市經國路284號6樓之1,3.34,住,,,1020708,土地1建物1車位0,六層,24,套房(1房1廳1衛),住家用,鋼筋混凝土造,0870402,46.86,1,0,1,無,有,有,8000,171,,0.0,0,,RPVRMLMJQHIFFAH88CC
