鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
屏東市,房地(土地+建物),屏東縣屏東巿公裕街２４８號五樓之二,18.78,住,,,1020719,土地2建物1車位0,五層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0830412,105.27,3,2,2,有,無,1800000,17099,,0.0,0,,RPPNMLMJQHIFFAT88CA,75.38,0.0,9.48,,
屏東市,土地,前進段246-3地號,1972.0,農,,,1020628,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,15000000,7606,,0.0,0,,RPTPMLSJQHIFFAT47CA,0.0,0.0,0.0,,
屏東市,房地(土地+建物),屏東縣屏東巿古松西巷２弄１０４號,78.0,住,,,1020704,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0840308,185.47,4,2,3,有,無,3000000,16175,,0.0,0,親友、員工或其他特殊關係間之交易。,RPRPMLNKQHIFFAT86CA,157.0,16.28,12.19,,
屏東市,房地(土地+建物),屏東縣屏東巿大連路１巷３４號三樓之一,18.53,住,,,1020618,土地1建物1車位0,三層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0821005,121.87,3,1,2,有,有,1920000,15754,,0.0,0,,RPPNMLPKQHIFFAT66CA,80.63,0.74,11.89,,
屏東市,土地,水源段一小段226地號,137.0,住,,,1020724,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8700000,63504,,0.0,0,,RPWNMLTKQHIFFAT77CA,0.0,0.0,0.0,,
屏東市,建物,屏東縣屏東巿廣東路２５８巷２６號,0.0,,,,1020724,土地0建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1020114,235.02,5,3,6,有,無,5800000,24679,,0.0,0,,RPXNMLTKQHIFFAT87CA,230.68,0.0,4.34,,
屏東市,房地(土地+建物),屏東縣屏東巿安心巷３３號,67.0,住,,,1020717,土地1建物1車位0,全,一層,透天厝,住家用,磚造,,63.9,3,1,1,有,無,1050000,16432,,0.0,0,,RPVOMLMLQHIFFAT17CA,63.9,0.0,0.0,,
鹽埔鄉,土地,久愛段203地號,2304.03,農,一般農業區,農牧用地,1020723,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1500000,651,,0.0,0,,RPUNMLMJQHIFFBT86CA,0.0,0.0,0.0,,
內埔鄉,土地,光明段1053地號,682.83,住,,,1020709,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11611688,17005,,0.0,0,,RPWNMLLJQHIFFCT07CA,0.0,0.0,0.0,,
