編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPXNMLLJQHIFFDF68CC,14,61.22,住家用,鋼筋混凝土造,88年12月2日,二十五層,
RPXOMLLJQHIFFAF48CC,,73.42,住家用,鋼筋混凝土造,,四層,
RPXPMLLJQHIFFAF58CC,28,143.99,商業用,鋼筋混凝土造,74年11月11日,十一層,
RPXNMLLJQHIFFAF38CC,18,34.22,住家用,鋼筋混凝土造,84年5月24日,十八層,
RPXOMLLJQHIFFEF88CC,18,299.83,商業用,鋼筋混凝土造,83年11月4日,十二層,
RPUQMLLJQHIFFBF48CC,36,68.17,住家用,鋼筋混凝土造,66年3月11日,四層,
RPSPMLLJQHIFFIF88CC,8,201.58,住家用,鋼筋混凝土造,94年10月17日,十二層,
RPWPMLLJQHIFFEF88CC,2,138.59,日常用品零售或服務業、住宅,鋼筋混凝土造,100年9月22日,十五層,
RPUQMLLJQHIFFAF48DC,3,33.70,本共有部分之項目有：樓梯間、台電配電室、走道、車道、停車空間、電信機房、梯間、管道間、消防泵浦室、消防水箱、機房、機械室、水箱等１３項,鋼骨構造,99年7月15日,四十六層,
RPVQMLLJQHIFFAF58DC,3,33.70,本共有部分之項目有：樓梯間、台電配電室、走道、車道、停車空間、電信機房、梯間、管道間、消防泵浦室、消防水箱、機房、機械室、水箱等１３項,鋼骨構造,99年7月15日,四十六層,
RPQPMLLJQHIFFIF68CC,4,137.18,集合住宅,鋼筋混凝土造,98年7月30日,二十五層,
RPWNMLMJQHIFFAF58EC,3,83.48,店鋪,鋼筋混凝土造,98年12月29日,十二層,
RPWNMLMJQHIFFAF58EC,3,2.06,本共有部分之項目有電樓梯間、梯廳、樓梯間、機房、水箱、雨遮等。,鋼筋混凝土造,98年12月29日,十二層,
RPWNMLMJQHIFFAF58EC,3,13.10,本共有部分之項目有：地下二層：防空避難室兼停車空間，消防泵浦室，電樓梯間，供行動不便者昇降設備，水箱等。地下一層：停車空間及供公眾使用停車空間，電樓梯間，台電配電場所增設停車管理員室，發電機房，電信室等。第一層：社區管理維護空間，樓梯間等。,鋼筋混凝土造,98年12月29日,十二層,
RPROMLMJQHIFFAF18EC,23,113.35,住家用,鋼筋混凝土造,79年7月30日,十二層,
RPROMLMJQHIFFAF18EC,23,7.92,共有部分,鋼筋混凝土造,79年7月30日,十二層,
RPROMLMJQHIFFAF18EC,23,16.58,共有部分,鋼筋混凝土造,79年7月30日,十二層,
RPSPMLLJQHIFFAF18DC,3,33.70,本共有部分之項目有：樓梯間、台電配電室、走道、車道、停車空間、電信機房、梯間、管道間、消防泵浦室、消防水箱、機房、機械室、水箱等１３項,鋼骨構造,99年7月15日,四十六層,
RPUNMLMJQHIFFIF98CC,19,44.41,住家用,鋼筋混凝土造,84年1月11日,八層,
RPVRMLMJQHIFFEF09CC,21,75.68,工業用,鋼筋混凝土造,81年6月29日,七層,
RPVRMLMJQHIFFEF09CC,21,19.33,共有部分,鋼筋混凝土造,81年6月29日,七層,
RPVRMLMJQHIFFEF09CC,21,18.31,共有部分,鋼筋混凝土造,81年6月29日,七層,
RPTOMLMJQHIFFEF58CC,17,43.39,住家用,鋼筋混凝土造,85年2月3日,二十二層,
RPTOMLMJQHIFFEF58CC,17,1.06,共有部分,鋼筋混凝土造,85年2月3日,二十二層,
RPTOMLMJQHIFFEF58CC,17,9.28,共有部分,鋼筋混凝土造,85年2月3日,二十二層,
RPRSMLMJQHIFFEF78CC,15,77.03,店舖,鋼筋混凝土造,87年12月10日,十三層,
RPOSMLMJQHIFFEF48CC,12,223.60,店舖、辦公室,鋼筋混凝土造,90年7月13日,十四層,
RPPNMLNJQHIFFDF08CC,17,29.63,住家用,鋼骨鋼筋混凝土造,85年7月10日,二十四層,
RPQNMLNJQHIFFDF18CC,32,105.59,住家用,鋼筋混凝土造,70年7月30日,五層,
RPRNMLNJQHIFFDF28CC,17,172.64,商業用,鋼筋混凝土造,85年8月9日,二十五層,
RPPNMLNJQHIFFEF18CC,22,36.88,住家用,鋼筋混凝土造,80年2月12日,六層,
RPRNMLNJQHIFFEF38CC,19,37.66,住家用,鋼筋混凝土造,83年6月29日,十八層,
RPQNMLNJQHIFFEF28CC,18,73.52,住家用,鋼筋混凝土造,84年9月13日,七層,
RPUNMLNJQHIFFEF68CC,20,243.09,住家用,鋼筋混凝土造,82年8月11日,十二層,
RPPNMLNJQHIFFIF58CC,5,120.07,店舖、集合住宅,鋼筋混凝土造,97年3月3日,十五層,
RPOPMLPJQHIFFCF28CC,35,101.10,住家用,鋼筋混凝土造,67年6月1日,四層,
RPXPMLPJQHIFFCF56CC,35,78.40,住家用,鋼筋混凝土造,67年12月7日,四層,
RPQQMLPJQHIFFCF58CC,12,88.04,住家用,鋼筋混凝土造,90年5月18日,七層,
RPQQMLPJQHIFFCF58CC,12,19.82,共有部分,鋼筋混凝土造,90年5月18日,七層,
RPQQMLPJQHIFFCF58CC,12,9.28,共有部分,鋼筋混凝土造,90年5月18日,七層,
RPSQMLPJQHIFFCF78CC,19,118.33,住家用,鋼筋混凝土造,84年1月5日,十三層,
RPSQMLPJQHIFFCF78CC,19,8.21,共有部分,鋼筋混凝土造,84年1月5日,十三層,
RPOSMLPJQHIFFHF09CC,37,77.75,住家用,鋼筋混凝土造,65年7月28日,四層,
RPQSMLPJQHIFFHF66CC,32,129.74,住家用,鋼筋混凝土造,70年10月23日,五層,
RPUNMLPJQHIFFDF78CC,16,89.97,住家用,鋼骨鋼筋混凝土造,85年12月30日,三十六層,
RPUNMLPJQHIFFDF78CC,16,11.31,住家用,鋼骨鋼筋混凝土造,85年12月30日,三十六層,
RPUNMLPJQHIFFDF78CC,16,.87,住家用,鋼骨鋼筋混凝土造,85年12月30日,三十六層,
RPUNMLPJQHIFFDF78CC,16,8.49,騎樓、門廳、緊急升降機、管道間、樓梯間、排煙室、儲藏室、發電機室、電錶間、電信機房專用室、蓄水池、台電配電室、幫浦室、機械房、台電專用管道間、走道、通道、台電受電室,鋼骨鋼筋混凝土造,85年12月30日,三十六層,
RPUNMLPJQHIFFDF78CC,16,19.98,騎樓、門廳、緊急升降機、管道間、樓梯間、排煙室、儲藏室、發電機室、電錶間、電信機房專用室、蓄水池、台電配電室、幫浦室、機械房、台電專用管道間、走道、通道、台電受電室,鋼骨鋼筋混凝土造,85年12月30日,三十六層,
RPTRMLQJQHIFFAF88CC,16,275.25,辦公室,鋼骨混凝土造,86年7月29日,三十五層,
RPTRMLQJQHIFFAF88CC,16,7.03,共有部分,鋼筋混凝土造、鋼骨混凝土造,86年7月29日,三十五層,
RPTRMLQJQHIFFAF88CC,16,81.41,共有部分,鋼筋混凝土造、鋼骨混凝土造,86年7月29日,三十五層,
RPTRMLQJQHIFFAF88CC,16,333.51,辦公室,鋼骨混凝土造,86年7月29日,三十五層,
RPTRMLQJQHIFFAF88CC,16,9.33,共有部分,鋼筋混凝土造、鋼骨混凝土造,86年7月29日,三十五層,
RPTRMLQJQHIFFAF88CC,16,141.05,共有部分,鋼筋混凝土造、鋼骨混凝土造,86年7月29日,三十五層,
RPQNMLNJQHIFFBF97CC,7,92.70,住家用,鋼筋混凝土造,95年5月15日,十三層,
RPQNMLNJQHIFFBF97CC,7,38.83,共有部分,鋼筋混凝土造,95年5月15日,十三層,
RPQTMLLJQHIFFBF38CC,9,175.79,住商用,鋼筋混凝土造,93年11月26日,十三層,
RPQTMLLJQHIFFBF38CC,9,60.55,共有部分,鋼筋混凝土造,93年11月26日,十四層,
RPQPMLQJQHIFFBF48CC,20,116.46,辦公室,鋼筋混凝土造,82年6月1日,十二層,
RPQPMLQJQHIFFBF48CC,20,18.14,共有部分,鋼筋混凝土造,82年6月1日,十二層,
RPSPMLQJQHIFFBF68CC,5,66.86,住家用,鋼筋混凝土造,97年8月8日,十二層,
RPSPMLQJQHIFFBF68CC,5,40.62,共有部分,鋼筋混凝土造,97年8月8日,十三層,
RPSPMLQJQHIFFBF68CC,5,15.26,共有部分,鋼筋混凝土造,97年8月8日,十二層,
RPPPMLQJQHIFFBF38CC,17,75.58,住家用,鋼筋混凝土造,85年12月4日,九層,
RPPPMLQJQHIFFBF38CC,17,27.03,共有部分,鋼筋混凝土造,85年12月4日,九層,
RPPPMLQJQHIFFBF38CC,17,5.25,共有部分,鋼筋混凝土造,85年12月4日,九層,
RPPPMLQJQHIFFBF38CC,17,6.10,共有部分,鋼筋混凝土造,85年12月4日,九層,
RPTPMLQJQHIFFBF78CC,18,107.05,住家用,鋼筋混凝土造,84年12月21日,五層,
RPTPMLQJQHIFFBF78CC,18,44.77,共有部分,鋼筋混凝土造,84年12月21日,五層,
RPUPMLQJQHIFFBF88CC,7,75.89,住家用,鋼筋混凝土造,95年1月19日,十三層,
RPUPMLQJQHIFFBF88CC,7,55.05,共有部分,鋼筋混凝土造,95年1月19日,十三層,
RPXPMLQJQHIFFBF56CC,17,86.92,住家用,鋼筋混凝土造,85年3月18日,十六層,
RPXPMLQJQHIFFBF56CC,17,7.31,共有部分,鋼筋混凝土造,85年3月18日,十六層,
RPXPMLQJQHIFFBF56CC,17,31.80,共有部分,鋼筋混凝土造,85年3月18日,十六層,
RPXOMLMJQHIFFAF78EC,25,141.37,工業用,鋼筋混凝土造,77年7月12日,五層,
RPXOMLMJQHIFFAF78EC,25,25.88,工業用,鋼筋混凝土造,77年7月12日,五層,
RPXOMLMJQHIFFAF78EC,25,59.50,共有部分,鋼筋混凝土造,77年7月12日,五層,
RPVOMLMJQHIFFAF58EC,,99.75,住商用,鋼筋混凝土造,,五層,
RPOQMLQJQHIFFBF38CC,7,96.63,住家用,鋼筋混凝土造,95年10月2日,十三層,
RPOQMLQJQHIFFBF38CC,7,49.44,共有部分,鋼筋混凝土造,95年10月2日,十三層,
RPOQMLQJQHIFFBF38CC,7,17.28,共有部分,鋼筋混凝土造,95年10月2日,十三層,
RPQNMLQJQHIFFHF88CC,3,433.00,一般服務業（一般辦公室）,鋼筋混凝土構造,99年9月21日,十三層,
RPQNMLQJQHIFFHF88CC,3,218.00,廠房,鋼筋混凝土構造,99年9月21日,十三層,
RPQSMLQJQHIFFHF76CC,31,97.69,住商用,鋼筋混凝土造,71年2月27日,五層,
RPOPMLMJQHIFFAF97EC,,77.72,住家用,鋼筋混凝土造,,四層,
RPWOMLMJQHIFFAF68EC,14,22.28,店舖,鋼筋混凝土造,88年10月15日,八層,
RPWOMLMJQHIFFAF68EC,14,3.46,共有部分,鋼筋混凝土造,88年10月15日,八層,
RPVSMLQJQHIFFHF27CC,14,77.97,住家用,鋼骨混凝土造,88年8月27日,二十二層,
RPVSMLQJQHIFFHF27CC,14,19.02,共有部分,鋼骨混凝土造,88年8月27日,二十二層,
RPVSMLQJQHIFFHF27CC,14,43.78,共有部分,鋼骨混凝土造,88年8月27日,二十二層,
RPORMLQJQHIFFAF58EC,,90.01,住家用,鋼筋混凝土造,,四層,
RPOOMLQJQHIFFCF28CC,29,324.56,精神復健機構,鋼筋混凝土造,73年9月1日,五層,
RPRQMLQJQHIFFAF78EC,41,86.22,住家用,加強磚造,61年12月11日,三層,
RPWSMLQJQHIFFHF37CC,1,77.91,集合住宅,鋼骨鋼筋混凝土構造,101年10月19日,二十四層,
