鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號A1-12F,56.29,商,,,991112,土地1建物1車位2,十二層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,477.97,4,2,4,有,無,47000000,98333,坡道平面,0.0,0,,RPTPMLOLRHIFFBJ66DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號B1-7樓,41.88,商,,,1020112,土地1建物1車位2,七層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,346.66,3,2,4,有,無,31450000,90723,坡道平面,0.0,0,,RPWPMLOLRHIFFBJ96DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號A1-17F,57.34,商,,,1000623,土地1建物1車位3,十七層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,477.97,4,2,4,有,無,48680000,101847,坡道平面,0.0,0,,RPOQMLOLRHIFFBJ88DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號A2-15樓,41.88,商,,,1020801,土地1建物1車位2,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,347.33,3,2,4,有,無,33180000,95529,坡道平面,0.0,0,,RPPQMLOLRHIFFBJ98DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號B1-12樓,41.88,商,,,1020612,土地1建物1車位2,十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,346.66,3,2,4,有,無,32250000,93031,坡道平面,0.0,0,,RPRQMLOLRHIFFBJ56DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號A1-11F,57.34,商,,,991031,土地1建物1車位3,十一層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,477.97,4,2,4,有,無,47600000,99588,坡道平面,0.0,0,,RPSQMLOLRHIFFBJ66DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號A1-14樓,50.11,商,,,1020414,土地1建物1車位3,十四層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,410.29,4,2,4,有,無,40580000,98906,坡道平面,0.0,0,,RPUQMLOLRHIFFBJ86DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號B2-23F,50.66,商,,,991120,土地1建物1車位3,二十三層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,418.95,4,2,4,有,無,42970000,102566,坡道平面,0.0,0,,RPVQMLOLRHIFFBJ96DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號A1-15樓,51.42,商,,,1020408,土地1建物1車位4,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,410.29,4,2,4,有,無,42000000,102367,坡道平面,0.0,0,,RPWQMLOLRHIFFBJ07DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號A1-20樓,50.11,商,,,1010428,土地1建物1車位3,二十層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,410.67,4,2,4,有,無,41700000,101541,坡道平面,0.0,0,,RPXQMLOLRHIFFBJ17DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號B1-23F,49.6,商,,,991120,土地1建物1車位2,二十三層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,418.95,4,2,4,有,無,42030000,100322,坡道平面,0.0,0,,RPQRMLOLRHIFFBJ56DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號C2-19樓,51.29,商,,,1020410,土地1建物1車位3,十九層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,409.68,4,2,4,有,無,44360000,108280,坡道平面,0.0,0,,RPRRMLOLRHIFFBJ66DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號B1-24樓,41.88,商,,,1020801,土地1建物1車位2,二十四層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,346.66,3,2,4,有,無,34750000,100242,坡道平面,0.0,0,,RPSRMLOLRHIFFBJ76DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號B1-15樓,41.88,商,,,1011118,土地1建物1車位2,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,346.66,3,2,4,有,無,32900000,94906,坡道平面,0.0,0,,RPTRMLOLRHIFFBJ86DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號C2-20樓,49.98,商,,,1020517,土地1建物1車位2,二十層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,409.68,4,2,4,有,無,41900000,102275,坡道平面,0.0,0,,RPURMLOLRHIFFBJ96DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號A1-24F,56.29,商,,,991115,土地1建物1車位2,二十四層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,477.97,4,2,4,有,無,46900000,98123,坡道平面,0.0,0,,RPVRMLOLRHIFFBJ07DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號A1-6樓,48.79,商,,,1020126,土地1建物1車位2,六層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,410.29,4,2,4,有,無,37370000,91082,坡道平面,0.0,0,,RPWRMLOLRHIFFBJ17DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號B1-9樓,41.88,商,,,1020423,土地1建物1車位2,九層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,346.66,3,2,4,有,無,31970000,92223,坡道平面,0.0,0,,RPOSMLOLRHIFFBJ09DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號A2-21F,56.29,商,,,991003,土地1建物1車位2,二十一層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,477.95,4,2,4,有,無,49000000,102521,坡道平面,0.0,0,,RPPSMLOLRHIFFBJ56DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號A1-16樓,50.11,商,,,1011218,土地1建物1車位3,十六層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,410.29,4,2,4,有,無,41500000,101148,坡道平面,0.0,0,,RPQSMLOLRHIFFBJ66DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號A1-22F,57.34,商,,,991115,土地1建物1車位3,二十二層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,477.97,4,2,4,有,無,48000000,100425,坡道平面,0.0,0,,RPRSMLOLRHIFFBJ76DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號A2-5F,60.03,商,,,991106,土地1建物1車位3,五層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,527.84,4,2,4,有,無,49800000,94347,坡道平面,0.0,0,,RPWSMLOLRHIFFBJ27DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號A1-21樓,51.42,商,,,1011101,土地1建物1車位4,二十一層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,410.67,4,2,4,有,無,43400000,105681,坡道平面,0.0,0,,RPXSMLOLRHIFFBJ37DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號A2-4F,60.03,商,,,991123,土地1建物1車位3,四層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,527.84,4,2,4,有,無,53000000,100409,坡道平面,0.0,0,,RPPTMLOLRHIFFBJ66DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號A1-19樓,50.11,商,,,1011130,土地1建物1車位3,十九層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,410.29,4,2,4,有,無,41600000,101392,坡道平面,0.0,0,,RPQTMLOLRHIFFBJ76DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號A2-16F,57.34,商,,,991106,土地1建物1車位3,十六層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,477.95,4,2,4,有,無,49620000,103818,坡道平面,0.0,0,,RPRTMLOLRHIFFBJ86DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號A1-24樓,51.42,商,,,1010509,土地1建物1車位4,二十四層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,410.29,4,2,4,有,無,44030000,107314,坡道平面,0.0,0,,RPSTMLOLRHIFFBJ96DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號B2-18F,49.6,商,,,1000218,土地1建物1車位2,十八層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,418.95,4,2,4,有,無,40200000,95954,坡道平面,0.0,0,,RPTTMLOLRHIFFBJ07DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號A1-9F,58.4,商,,,991113,土地1建物1車位4,九層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,477.97,4,2,4,有,無,49500000,103563,坡道平面,0.0,0,,RPUTMLOLRHIFFBJ17DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號A1-7F,57.34,商,,,991120,土地1建物1車位3,七層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,477.97,4,2,4,有,無,46600000,97496,坡道平面,0.0,0,,RPVTMLOLRHIFFBJ27DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號B2-22F,49.6,商,,,1000218,土地1建物1車位2,二十二層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,418.95,4,2,4,有,無,40800000,97386,坡道平面,0.0,0,,RPWTMLOLRHIFFBJ37DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298地號B1-8樓,50.66,商,,,1010805,土地1建物1車位3,八層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,418.95,4,2,4,有,無,40720000,97195,坡道平面,0.0,0,,RPXTMLOLRHIFFBJ47DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號B1-21F,50.66,商,,,1000727,土地1建物1車位3,二十一層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,418.95,4,2,4,有,無,41300000,98580,坡道平面,0.0,0,,RPOUMLOLRHIFFBJ66DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號B1-21樓,41.88,商,,,1020414,土地1建物1車位2,二十一層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,346.66,3,2,4,有,無,34310000,98973,坡道平面,0.0,0,,RPQUMLOLRHIFFBJ86DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號B1-20樓,41.88,商,,,1020414,土地1建物1車位2,二十層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,346.66,3,2,4,有,無,33970000,97992,坡道平面,0.0,0,,RPRUMLOLRHIFFBJ96DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號A1-25F,57.34,商,,,991006,土地1建物1車位3,二十五層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,477.97,4,2,4,有,無,47710000,99818,坡道平面,0.0,0,,RPUUMLOLRHIFFBJ27DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號A2-25F,57.34,商,,,991109,土地1建物1車位3,二十五層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,477.95,4,2,4,有,無,48290000,101036,坡道平面,0.0,0,,RPVUMLOLRHIFFBJ37DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號C2-23樓,51.29,商,,,1010319,土地1建物1車位3,二十三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,409.52,4,2,4,有,無,43800000,106954,坡道平面,0.0,0,,RPWUMLOLRHIFFBJ47DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號B1-17F,50.66,商,,,1001002,土地1建物1車位3,十七層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,418.95,4,2,4,有,無,42880000,102351,坡道平面,0.0,0,,RPXUMLOLRHIFFBJ57DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號A1-15F,56.29,商,,,991113,土地1建物1車位2,十五層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,477.97,4,2,4,有,無,45980000,96199,坡道平面,0.0,0,,RPOVMLOLRHIFFBJ76DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號C1-23樓,53.93,商,,,1010827,土地1建物1車位5,二十三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,409.52,4,2,4,有,無,46980000,114720,坡道平面,0.0,0,,RPPVMLOLRHIFFBJ86DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號A1-4F,61.08,商,,,991023,土地1建物1車位4,四層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,527.88,4,2,4,有,無,56580000,107183,坡道平面,0.0,0,,RPQVMLOLRHIFFBJ96DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298地號B2-12樓,49.6,商,,,1020616,土地1建物1車位2,十二層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,418.95,4,2,4,有,無,41700000,99535,坡道平面,0.0,0,,RPRVMLOLRHIFFBJ07DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號C1-16樓,51.29,商,,,1010225,土地1建物1車位3,十六層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,409.52,4,2,4,有,無,43030000,105074,坡道平面,0.0,0,,RPTVMLOLRHIFFBJ27DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號B2-13F,45.92,商,,,991209,土地1建物1車位2,十三層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,390.4,4,2,4,有,無,37770000,96747,坡道平面,0.0,0,,RPUVMLOLRHIFFBJ37DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號C1-15樓,51.29,商,,,1010225,土地1建物1車位3,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,409.68,4,2,4,有,無,42590000,103959,坡道平面,0.0,0,,RPVVMLOLRHIFFBJ47DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號A2-6F,57.34,商,,,991113,土地1建物1車位3,六層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,477.95,4,2,4,有,無,46600000,97500,坡道平面,0.0,0,,RPWVMLOLRHIFFBJ57DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號B2-20F,49.6,商,,,1000914,土地1建物1車位2,二十層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,418.95,4,2,4,有,無,40600000,96909,坡道平面,0.0,0,,RPXVMLOLRHIFFBJ67DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號C1-14樓,49.98,商,,,1010928,土地1建物1車位2,十四層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,409.68,4,2,4,有,無,41480000,101250,坡道平面,0.0,0,,RPOWMLOLRHIFFBJ86DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號B2-21F,50.66,商,,,1000125,土地1建物1車位3,二十一層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,418.95,4,2,4,有,無,42580000,101635,坡道平面,0.0,0,,RPPWMLOLRHIFFBJ96DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298地號B1-12樓,49.6,商,,,1020616,土地1建物1車位2,十二層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,418.95,4,2,4,有,無,42100000,100489,坡道平面,0.0,0,,RPQWMLOLRHIFFBJ07DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號A1-14F,57.34,商,,,991117,土地1建物1車位3,十四層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,477.97,4,2,4,有,無,47780000,99964,坡道平面,0.0,0,,RPRWMLOLRHIFFBJ17DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號A2-17F,57.34,商,,,991119,土地1建物1車位3,十七層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,477.95,4,2,4,有,無,48280000,101015,坡道平面,0.0,0,,RPTWMLOLRHIFFBJ37DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號A1-17樓,51.42,商,,,1011117,土地1建物1車位4,十七層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,410.29,4,2,4,有,無,42500000,103585,坡道平面,0.0,0,,RPUWMLOLRHIFFBJ47DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號C2-22樓,51.29,商,,,1010401,土地1建物1車位3,二十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,409.52,4,2,4,有,無,44200000,107931,坡道平面,0.0,0,,RPWWMLOLRHIFFBJ67DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號A2-8F,57.34,商,,,991119,土地1建物1車位3,八層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,477.95,4,2,4,有,無,46770000,97855,坡道平面,0.0,0,,RPXWMLOLRHIFFBJ77DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號B1-11樓,41.88,商,,,1020612,土地1建物1車位2,十一層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,346.66,3,2,4,有,無,32000000,92309,坡道平面,0.0,0,,RPONNLOLRHIFFBJ68DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號A2-22F,57.34,商,,,991009,土地1建物1車位3,二十二層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,477.95,4,2,4,有,無,49100000,102730,坡道平面,0.0,0,,RPQNNLOLRHIFFBJ88DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號C1-22樓,51.29,商,,,1020323,土地1建物1車位3,二十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,409.68,4,2,4,有,無,43300000,105692,坡道平面,0.0,0,,RPRNNLOLRHIFFBJ98DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號A1-18樓,50.11,商,,,1020412,土地1建物1車位3,十八層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,410.29,4,2,4,有,無,40900000,99686,坡道平面,0.0,0,,RPSNNLOLRHIFFBJ09DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號A1-22樓,50.11,商,,,1010923,土地1建物1車位3,二十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,410.67,4,2,4,有,無,42280000,102954,坡道平面,0.0,0,,RPTNNLOLRHIFFBJ56DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號A2-24F,57.18,商,,,990830,土地1建物1車位3,二十四層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,477.95,4,2,4,有,無,49470000,103505,坡道平面,0.0,0,,RPUNNLOLRHIFFBJ66DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號A2-13F,50.39,商,,,991122,土地1建物1車位3,十三層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,415.06,4,2,4,有,無,39880000,96082,坡道平面,0.0,0,,RPVNNLOLRHIFFBJ76DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號B1-10樓,41.88,商,,,1020409,土地1建物1車位2,十層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,346.66,3,2,4,有,無,32700000,94329,坡道平面,0.0,0,,RPWNNLOLRHIFFBJ86DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號A1-10F,57.34,商,,,991106,土地1建物1車位3,十層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,477.97,4,2,4,有,無,45460000,95111,坡道平面,0.0,0,,RPXNNLOLRHIFFBJ96DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298地號B1-15樓,49.6,商,,,1010927,土地1建物1車位2,十五層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,418.95,4,2,4,有,無,40230000,96026,坡道平面,0.0,0,,RPOONLOLRHIFFBJ78DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號A2-10F,58.4,商,,,991103,土地1建物1車位4,十層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,477.95,4,2,4,有,無,47190000,98734,坡道平面,0.0,0,,RPPONLOLRHIFFBJ88DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號A2-9F,56.29,商,,,991103,土地1建物1車位2,九層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,477.95,4,2,4,有,無,44790000,93713,坡道平面,0.0,0,,RPQONLOLRHIFFBJ98DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號A1-8F,57.34,商,,,991125,土地1建物1車位3,八層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,477.97,4,2,4,有,無,46000000,96240,坡道平面,0.0,0,,RPRONLOLRHIFFBJ09DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298地號B1-10樓,50.66,商,,,1020616,土地1建物1車位3,十層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,418.95,4,2,4,有,無,42880000,102351,坡道平面,0.0,0,,RPSONLOLRHIFFBJ56DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號A2-11F,56.29,商,,,991020,土地1建物1車位2,十一層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,477.95,4,2,4,有,無,46260000,96788,坡道平面,0.0,0,,RPTONLOLRHIFFBJ66DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段293地號A2-14樓,41.88,商,,,1020801,土地1建物1車位2,十四層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,347.33,3,2,4,有,無,32980000,94953,坡道平面,0.0,0,,RPVONLOLRHIFFBJ86DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號B2-26F,50.66,商,,,991125,土地1建物1車位3,二十六層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,418.95,4,2,4,有,無,43880000,104738,坡道平面,0.0,0,,RPWONLOLRHIFFBJ96DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號B1-16F,50.66,商,,,1001005,土地1建物1車位3,十六層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,418.95,4,2,4,有,無,42080000,100442,坡道平面,0.0,0,,RPXONLOLRHIFFBJ07DB
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強段298，299地號A1-6F,56.29,商,,,991113,土地1建物1車位2,六層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,477.97,4,2,4,有,無,45870000,95968,坡道平面,0.0,0,,RPOPNLOLRHIFFBJ88DB
