編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPQNMLPJQHIFFBN78CA,13,159.43,住家，停車空間,鋼筋混凝土造,89年11月14日,四層,一層 二層 三層 四層 陽台
RPTOMLPKQHIFFAN56CA,12,4700.82,防空避難室、教室、辦公室、廁所,鋼筋混凝土造,89年11月21日,五層,一層 二層 三層 四層 五層 屋頂突出物 地下一層
RPTOMLPKQHIFFAN56CA,12,5183.45,教室、樓梯間、機械室,鋼筋混凝土造,90年2月16日,五層,一層 二層 三層 四層 五層 屋頂突出物
RPQOMLRJQHIFFBN09CA,16,8.25,停車空間,鋼筋混凝土造,86年2月3日,九層,
RPQOMLRJQHIFFBN09CA,16,89.85,集合住宅,鋼筋混凝土造,86年2月3日,九層,三層 陽台
RPQOMLRJQHIFFBN09CA,16,27.47,避難室，梯間，門廳，車道，警衛室，機械室水箱,鋼筋混凝土造,86年2月3日,九層,
RPXOMLSJQHIFFAN17CA,18,30.37,梯間、避難室、停車空間、車道,鋼筋混凝土造,84年7月18日,十九層,
RPXOMLSJQHIFFAN17CA,18,96.25,住家用,鋼筋混凝土造,84年7月18日,十九層,十七層 陽台 花台
RPQOMLLJQHIFFAN38CA,21,36.92,辦公室,鋼筋混凝土造,81年7月11日,十六層,九層 陽台
RPRNMLQJQHIFFDN56CA,15,211.63,住商用,鋼筋混凝土造,87年9月7日,四層,一層 二層 三層 四層 騎樓 夾層 見其他登記事項
RPSPMLPJQHIFFDN76CA,29,88.81,住商用,鋼筋混凝土造,73年1月24日,五層,一層 地下層
RPSPMLPJQHIFFDN76CA,29,13.21,住商用,鋼筋混凝土造,73年1月24日,五層,
RPPNMLNJQHIFFFN88CA,19,142.84,住家用,鋼筋混凝土造,83年10月3日,三層,
RPVNMLNKQHIFFFN96CA,33,81.30,住宅,加強磚造,69年8月26日,二層,一層 二層 屋頂突出物
RPSNMLQJQHIFFHN07CA,,168.21,住家用,鋼筋混凝土造,102年4月11日,三層,一層 二層 三層 屋頂突出物
RPPNMLLJQHIFFHN88CA,18,161.25,住家用,鋼筋混凝土造,84年4月15日,三層,一層 二層 三層 騎樓 電梯樓梯間
RPPOMLMJQHIFFAN48DA,32,79.41,住家用,鋼筋混凝土造,70年5月13日,五層,三層
RPQNMLMKQHIFFBN68DA,32,203.98,人行道，廠房，工人單身宿舍,鋼筋混凝土造,70年8月18日,二層,一層 二層 屋頂突出物 騎樓
RPXOMLRJQHIFFAN17DA,33,89.10,見其他登記事項,加強磚造,69年2月2日,二層,
RPTNMLRJQHIFFCN86DA,38,290.64,住家用,鋼筋混凝土加強磚造,64年3月19日,二層,
RPQNMLNKQHIFFHN66CA,,265.57,住家用,鋼骨鋼筋混凝土造,102年2月23日,三層,一層 二層 三層 陽台 屋頂突出物
RPSNMLMLQHIFFHN86CA,,186.73,住宅、停車空間,鋼筋混凝土造,102年5月8日,四層,一層 二層 三層 四層 陽台
RPQNMLRLQHIFFHN17CA,,232.16,住宅、停車空間,鋼筋混凝土造,102年5月8日,四層,一層 二層 三層 四層 陽台
RPRNMLMLQHIFFHN76CA,,186.89,住宅、停車空間,鋼筋混凝土造,102年5月8日,四層,一層 二層 三層 四層 陽台
RPQNMLMLQHIFFHN66CA,,186.73,住宅、停車空間,鋼筋混凝土造,102年5月8日,四層,一層 二層 三層 四層 陽台
RPOOMLOKQHIFFGN56CA,1,257.62,住家用,鋼筋混凝土造,101年8月10日,四層,一層 二層 三層 四層 陽台 雨遮
RPPNMLQJQHIFFEN09CA,19,145.50,住家用,鋼筋混凝土造,84年1月6日,三層,一層 二層 三層
RPTNMLMLQHIFFHN96CA,,211.11,住宅、停車空間,鋼筋混凝土造,102年5月8日,四層,一層 二層 三層 四層 陽台
RPPNMLRLQHIFFHN07CA,,224.48,住宅、停車空間,鋼筋混凝土造,102年5月8日,四層,一層 二層 三層 四層 陽台
RPUNMLKLQHIFFDN09CA,9,293.83,住家用,鋼筋混凝土造,93年3月10日,三層,一層 二層 三層
RPROMLRJQHIFFDN76CA,20,12.01,電梯、樓梯,鋼筋混凝土造,82年3月18日,六層,
RPROMLRJQHIFFDN76CA,20,37.31,住家用,鋼筋混凝土造,82年3月18日,六層,二層 陽台
RPQNMLRJQHIFFDN56CA,21,133.19,住家用,鋼筋混凝土造,81年6月13日,八層,七層 陽台
RPWOMLRLQHIFFAN17CA,3,279.86,住家用,鋼筋混凝土造,100年1月6日,四層,一層 二層 三層 四層 陽台
RPXOMLKLQHIFFAN56CA,5,127.73,住家用,鋼筋混凝土造,97年8月21日,四層,一層 二層 三層 四層 陽台
RPSNMLQJQHIFFAN98CA,1,280.84,店舖、住宅、停車空間,鋼筋混凝土造,101年8月23日,四層,一層 二層 三層 四層 陽台 屋頂突出物 騎樓
RPWOMLSLQHIFFAN27CA,2,175.65,住家用,鋼筋混凝土造,100年5月31日,四層,一層 二層 三層 四層 陽台
RPPOMLPJQHIFFAN68CA,41,84.62,住家用,鋼筋混凝土加強磚造,61年6月16日,二層,一層 二層
RPQOMLRJQHIFFAN98CA,,158.98,住宅、停車空間,鋼筋混凝土造,102年1月21日,三層,一層 二層 三層 屋頂突出物
RPWOMLRJQHIFFAN96CA,16,67.77,住家用,鋼筋混凝土造,86年4月2日,十六層,十層 陽台
RPWOMLRJQHIFFAN96CA,16,22.65,停車場、避難室、梯間、開放空間,鋼筋混凝土造,86年4月2日,十六層,
RPTNMLNKQHIFFAN88CA,38,127.62,住家用,鋼筋混凝土造,64年7月14日,三層,一層 二層 三層
RPQNMLKKQHIFFAN28CA,,205.34,住家用,鋼筋混凝土造,102年5月17日,四層,一層 二層 三層 四層 陽台
RPPOMLTJQHIFFAN09CA,,170.23,住宅、騎樓,鋼筋混凝土造,102年4月10日,四層,一層 二層 三層 四層 陽台 騎樓
RPRNMLSJQHIFFAN09CA,35,164.52,住商用,鋼筋混凝土加強磚造,67年4月4日,三層,一層 二層 三層 騎樓
RPOOMLRJQHIFFAN78CA,,227.11,住宅、停車空間,鋼筋混凝土造,102年1月21日,四層,一層 二層 三層 四層 陽台
RPROMLSJQHIFFAN56CA,8,225.60,店舖、住家,鋼筋混凝土造,94年1月18日,三層,一層 二層 三層 陽台 屋頂突出物 騎樓
RPVOMLSJQHIFFAN96CA,,178.25,住宅、停車空間、騎樓,鋼筋混凝土造,102年4月10日,四層,一層 二層 三層 四層 陽台 騎樓
RPQOMLTKQHIFFAN66CA,4,191.80,店舖、停車空間、辦公室,鋼筋混凝土造,98年11月10日,四層,一層 二層 三層 四層 陽台 屋頂突出物 雨遮
RPRNMLQJQHIFFCN09CA,6,138.15,住家用,鋼筋混凝土造,96年2月9日,三層,一層 二層 三層
RPRNMLRJQHIFFCN56CA,17,176.45,住宅、店舖、人行道,鋼筋混凝土造,85年5月3日,三層,一層 二層 三層 陽台 騎樓 電梯樓梯間 雨遮
RPPNMLSJQHIFFCN09CA,33,82.00,住商用,鋼筋混凝土加強磚造,69年5月7日,二層,一層 二層 騎樓
RPPNMLRJQHIFFBN88CA,31,77.40,住商用,鋼筋混凝土造,71年1月22日,三層,一層 二層 三層 騎樓
RPUNMLRJQHIFFDN96CA,1,108.45,住宅、梯間,鋼筋混凝土造,101年12月20日,三層,一層 二層 三層 陽台 見其他登記事項
RPOOMLSLQHIFFAN09CA,16,79.59,住家用,鋼筋混凝土造,86年10月20日,十三層,二層 陽台
RPOOMLSLQHIFFAN09CA,16,12.59,停車空間、機械室、受電室,鋼筋混凝土造,86年10月20日,十三層,
