鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
金湖鎮,土地,士校段169-4地號,1250.0,農,,,1020716,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5500000,4400,,0.0,0,,RPUNMLNLQHIFFAW37CA,0.0,0.0,0.0,,
金城鎮,土地,東紅山段989-1地號,580.21,其他,,,1020725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1650000,2844,,0.0,0,,RPPNMLQJQHIFFAW96CA,0.0,0.0,0.0,,
金城鎮,土地,旗牌段376-3地號,234.43,住,,,1020626,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5157400,22000,,0.0,0,,RPROMLRJQHIFFAW37CA,0.0,0.0,0.0,,
金湖鎮,土地,北五劃段573地號,985.45,農,,,1020726,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4700000,4769,,0.0,0,,RPTNMLTLQHIFFAW97DA,0.0,0.0,0.0,,
金沙鎮,土地,高陽段47地號,630.31,農,,,1020726,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1134000,1799,,0.0,0,,RPTNMLOJRHIFFAW37DA,0.0,0.0,0.0,,
金寧鄉,土地,寧劃段793地號,500.0,農,,,1020731,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4000000,8000,,0.0,0,,RPSOMLRJQHIFFAW47CA,0.0,0.0,0.0,,
金寧鄉,土地,西堡劃測段243地號,828.02,其他,,,1020716,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2700000,3261,,0.0,0,,RPPNMLSJQHIFFAW17CA,0.0,0.0,0.0,,
金湖鎮,土地,塔后段1006地號,277.0,農,,,1020702,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3000000,10830,,0.0,0,,RPWNMLTLQHIFFAW18CA,0.0,0.0,0.0,,
金湖鎮,土地,瓊林段384地號,549.51,農,,,1020520,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,960000,1747,,0.0,0,,RPXNMLTLQHIFFAW28CA,0.0,0.0,0.0,,
金城鎮,土地,歐厝段2地號,351.36,農,,,1020716,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,839000,2388,,0.0,0,,RPPNMLOLQHIFFAW96CA,0.0,0.0,0.0,,
金湖鎮,土地,新頭段280地號,918.77,農,,,1020715,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12500000,13605,,0.0,0,,RPRNMLTJQHIFFAW47CA,0.0,0.0,0.0,,
金城鎮,土地,祥和段1000地號,134.44,其他,,,1020708,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5500000,40910,,0.0,0,鎮公所價購,RPUNMLMKQHIFFAW17CA,0.0,0.0,0.0,,
金湖鎮,土地,夏興段1315-1地號,296.35,其他,,,1020718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5334300,18000,,0.0,0,,RPRNMLTKQHIFFAW67DA,0.0,0.0,0.0,,
