編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPOOMLQKKHIGFAB17DA,23,76.01,防空避難室，人行道，店舖，停車空間，住宅，樓梯間,鋼筋混凝土造,90年4月2日,五層,一層 二層 三層 四層 五層 陽台 屋頂突出物 騎樓 地下一層,持分移轉
RPVNMLOJKHIGFIB28DA,27,52.22,人行道、店舖、梯間、住宅,鋼筋混凝土造,84年12月30日,三層,一層 二層 三層 陽台 平台 屋頂突出物 騎樓 雨遮,持分移轉
RPQNMLMJKHIGFIB57DA,20,27.67,停車空間．人行道．社區辦公室．集合住宅．梯間．機械房．機房．水箱,鋼筋混凝土造,92年3月13日,十二層,,持分移轉
RPVNMLLJKHIGFJB08DA,29,.16,辦公室、集合住宅、人行道,鋼筋混凝土造,82年9月29日,八層,一層 騎樓,持分移轉
RPVNMLLJKHIGFJB08DA,29,79.44,集合住宅,鋼筋混凝土造,82年9月29日,八層,四層 陽台,全筆移轉
RPVNMLLJKHIGFJB08DA,29,7.27,人行道、機械室、梯間、水塔、防空避難室、停車空間、受電室,鋼筋混凝土造,82年9月29日,八層,,持分移轉
RPVNMLLJKHIGFJB08DA,29,21.57,人行道、機械室、梯間、水塔、防空避難室、停車空間、受電室,鋼筋混凝土造,82年9月29日,八層,,持分移轉
RPOPMLLMJHIGFIB67DA,5,218.43,住宅．樓梯間,鋼筋混凝土造,107年4月19日,四層,一層 二層 三層 四層 陽台 見其他登記事項,全筆移轉
RPXNMLTJKHIGFIB09EA,30,8.93,集合住宅,鋼筋混凝土造,81年8月23日,十三層,四層 陽台,持分移轉
RPXNMLTJKHIGFIB09EA,30,2.83,共有部分,鋼筋混凝土造,81年8月23日,十三層,,持分移轉
RPRNMLKKKHIGFGB37DA,64,47.06,住家用,鋼筋混凝土造,47年10月15日,一層,一層,全筆移轉
RPVTMLNJKHIGFAB97DA,28,23.63,住家用,鋼筋混凝土造,84年1月13日,十九層,十七層 陽台,全筆移轉
RPVTMLNJKHIGFAB97DA,28,3.95,共有部份,鋼筋混凝土造,84年1月13日,十九層,,持分移轉
RPVTMLNJKHIGFAB97DA,28,10.27,梯間．水箱．機械室,鋼筋混凝土造,84年1月13日,十九層,,持分移轉
RPXNMLPKKHIGFFB38DA,30,118.03,集合住宅,鋼筋混凝土造,81年8月11日,五層,五層 陽台,全筆移轉
RPXNMLPKKHIGFFB38DA,30,8.17,梯間,鋼筋混凝土造,81年8月11日,五層,,持分移轉
RPSNMLPKKHIGFCB57DA,31,28.18,住家用,鋼筋混凝土造,80年9月2日,六層,五層 陽台 花台,全筆移轉
RPSNMLPKKHIGFCB57DA,31,14.87,共用部份,鋼筋混凝土造,80年9月2日,六層,,持分移轉
RPROMLQJKHIGFFB87DA,2,9.22,集合住宅,鋼筋混凝土造,109年8月25日,五層,四層 陽台,全筆移轉
RPROMLQJKHIGFFB87DA,2,5.11,梯廳、安全梯、升降機、管道間、走廊、安全梯間、升降機機械室、水箱、停車空間、電信室、消防機室、發電機室、台電配電室、安全梯Ａ,鋼筋混凝土造,109年8月25日,五層,,持分移轉
RPUOMLQJKHIGFFB18DA,2,9.22,集合住宅,鋼筋混凝土造,109年8月25日,五層,四層 陽台,全筆移轉
RPUOMLQJKHIGFFB18DA,2,5.11,梯廳、安全梯、升降機、管道間、走廊、安全梯間、升降機機械室、水箱、停車空間、電信室、消防機室、發電機室、台電配電室、安全梯Ａ,鋼筋混凝土造,109年8月25日,五層,,持分移轉
RPPOMLPKKHIGFAB17DA,26,25.30,住家用,鋼骨造,86年1月31日,二十八層,十二層 陽台,全筆移轉
RPPOMLPKKHIGFAB17DA,26,.92,共同使用,鋼骨造,86年1月31日,二十八層,,持分移轉
RPPOMLPKKHIGFAB17DA,26,7.69,公共設施,鋼骨造,86年1月31日,二十八層,,持分移轉
RPPOMLPKKHIGFAB17DA,26,3.48,共用部份,鋼骨造,86年1月31日,二十八層,,持分移轉
RPTOMLOKKHIGFJB38DA,45,51.00,住家用,加強磚造,67年1月5日,一層,一層 夾層,全筆移轉
RPVNMLOKKHIGFKB58DA,1,51.92,集合住宅,鋼筋混凝土造,111年6月1日,八層,八層 陽台,全筆移轉
RPVNMLOKKHIGFKB58DA,1,55.79,停車空間、車道、消防機房、污水機房、水箱、安全梯、昇降設備、電信室、發電機室、台電配電室、管委會使用空間、梯廳、門廳、無障礙安全梯、樓梯間、屋頂平台、機電設備室,鋼筋混凝土造,111年6月1日,八層,,持分移轉
RPRQMLOKKHIGFAB47DA,25,9.44,共用部份,鋼筋混凝土造,87年1月12日,八層,,持分移轉
RPRQMLOKKHIGFAB47DA,25,16.52,住家用,鋼筋混凝土造,87年1月12日,八層,七層 陽台,持分移轉
RPSNMLQKKHIGFEB87DA,32,140.06,住房、梯間、水塔,加強磚造,80年1月5日,二層,一層 二層 屋頂突出物 夾層,全筆移轉
RPOOMLKLKIHGFAB66DA,29,29.77,防空避難室兼停車空間,鋼筋混凝土造,84年3月28日,六層,,持分移轉
RPOOMLKLKIHGFAB66DA,29,.27,辦公室,鋼筋混凝土造,84年3月28日,六層,一層,持分移轉
RPROMLOKKHIGFIB08DA,27,23.94,集合住宅,鋼筋混凝土造,84年11月22日,七層,五層 陽台,全筆移轉
RPROMLOKKHIGFIB08DA,27,12.80,共有部分,鋼筋混凝土造,84年11月22日,七層,,持分移轉
RPVNMLPKKHIGFAB67DA,30,23.63,住家用,鋼筋混凝土造,82年2月11日,七層,三層 陽台,全筆移轉
RPVNMLPKKHIGFAB67DA,30,5.78,防空避難室．梯間．受電室,鋼筋混凝土造,82年2月11日,七層,,持分移轉
RPVNMLPKKHIGFAB67DA,30,5.88,共用部份,鋼筋混凝土造,82年2月11日,七層,,持分移轉
RPPNMLKLKHIGFAB76EA,19,15.84,共用,鋼筋混凝土造,92年9月1日,十三層,,持分移轉
RPQNMLKLKHIGFAB86EA,19,15.84,共用,鋼筋混凝土造,92年9月1日,十三層,,持分移轉
RPUOMLRJKHIGFBB87DA,29,28.60,住家用,鋼筋混凝土造,82年10月28日,七層,四層 陽台,全筆移轉
RPUOMLRJKHIGFBB87DA,29,8.82,共同使用部份,鋼筋混凝土造,82年10月28日,七層,,持分移轉
RPSOMLTJKHIGFAB77DA,29,18.86,住家用,鋼筋混凝土造,82年11月24日,八層,五層 花台,全筆移轉
RPSOMLTJKHIGFAB77DA,29,8.94,梯間，走道，機械室，水箱，防空避難室，停車空間,鋼筋混凝土造,82年11月24日,八層,,持分移轉
RPUNMLSJKHIGFAB77DA,29,18.86,住家用,鋼筋混凝土造,82年11月24日,八層,七層 花台,全筆移轉
RPUNMLSJKHIGFAB77DA,29,8.94,梯間，走道，機械室，水箱，防空避難室，停車空間,鋼筋混凝土造,82年11月24日,八層,,持分移轉
RPUNMLQKKHIGFJB58DA,8,115.00,集合住宅,鋼筋混凝土造,103年8月29日,十四層,十四層 陽台 雨遮,全筆移轉
