編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPWNMLMKQHJGFAU57CC,29,28.10,住商用,鋼筋混凝土造,84年3月13日,三層,,
RPTNMLMKQHJGFAU27CC,55,238.00,商業用,鋼筋混凝土加強磚造,58年10月20日,一層,,
RPRNMLNKQHJGFAU17CC,18,277.58,住家用,鋼筋混凝土造,95年10月16日,四層,,
RPVNMLMKQHJGFAU47CC,29,115.12,商業用,鋼筋混凝土造,84年12月26日,三層,,
RPSNMLNKQHJGFAU27CC,22,126.12,住家用,鋼筋混凝土造,91年12月2日,十二層,,
RPSNMLNKQHJGFAU27CC,22,73.42,共有部份,鋼筋混凝土造,91年12月2日,十四層,,
RPQNMLMKQHJGFAU96CC,26,48.40,住家用,鋼筋混凝土造,87年8月1日,一層,,
RPXNMLNKQHJGFAU77CC,19,26.45,住商用,鋼鐵﹝鋼骨﹞造有牆,95年1月2日,三層,,
RPPNMLOKQHJGFAU07CC,19,19.84,住家用,鋼鐵﹝鋼骨﹞造有牆,95年1月2日,三層,,
RPTNMLNKQHJGFAU37CC,25,113.78,住家用,鋼筋混凝土造,88年5月20日,五層,,
RPTNMLNKQHJGFAU37CC,25,13.40,停車空間,鋼筋混凝土造,88年5月20日,五層,,
RPTNMLNKQHJGFAU37CC,25,25.67,共有部份,鋼筋混凝土造,88年5月20日,五層,,
RPTNMLOKQHJGFAU47CC,49,12.00,商業用,鋼筋混凝土造,64年6月27日,四層,,
RPSNMLPKQHJGFAU47CC,31,33.05,住家用,鋼筋混凝土造,82年11月5日,九層,,
RPSNMLPKQHJGFAU47CC,31,11.84,共有部份,鋼筋混凝土造,82年11月5日,九層,,
RPRNMLPKQHJGFAU37CC,41,16.37,住家用,鋼筋混凝土加強磚造,72年11月5日,二層,,
RPWNMLNKQHJGFAU67CC,19,26.45,住商用,鋼鐵﹝鋼骨﹞造有牆,95年1月2日,三層,,
RPVNMLNKQHJGFAU57CC,31,60.00,住家用,鋼筋混凝土造,82年9月20日,七層,,
RPVNMLNKQHJGFAU57CC,31,18.42,共有部份,鋼筋混凝土造,82年9月20日,七層,,
RPRNMLOKQHJGFAU27CC,31,126.95,住家用,鋼筋混凝土造,82年12月31日,二層,,
RPUNMLNKQHJGFAU47CC,25,102.98,住家用,鋼筋混凝土造,88年5月20日,五層,,
RPUNMLNKQHJGFAU47CC,25,13.40,停車空間,鋼筋混凝土造,88年5月20日,五層,,
RPUNMLNKQHJGFAU47CC,25,22.58,共有部份,鋼筋混凝土造,88年5月20日,五層,,
