編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPPNMLLKQHJGFBH28DC,20,19.56,住家用,鋼筋混凝土造,93年4月10日,十層,,
RPPNMLLKQHJGFBH28DC,20,6.52,共有部分,鋼筋混凝土造,93年4月10日,十層,,
RPPNMLLKQHJGFBH28DC,20,.61,共有部分,鋼筋混凝土造,93年4月10日,十層,,
RPPNMLLKQHJGFBH28DC,20,2.33,共有部分,鋼筋混凝土造,93年4月10日,十層,,
RPPNMLLKQHJGFEH48CC,29,35.88,住家用,鋼筋混凝土造,84年9月25日,二十層,,
RPPNMLLKQHJGFEH48CC,29,4.03,共有部分,鋼筋混凝土造,84年9月25日,二十層,,
RPPNMLLKQHJGFEH48CC,29,7.78,共有部分,鋼筋混凝土造,84年9月25日,二十層,,
RPQNMLLKQHJGFEH58CC,29,57.93,住家用,鋼筋混凝土造,84年8月11日,二十層,,
RPQNMLLKQHJGFEH58CC,29,12.09,共有部分,鋼筋混凝土造,84年8月11日,二十層,,
RPQNMLLKQHJGFEH58CC,29,7.82,共有部分,鋼筋混凝土造,84年8月11日,二十層,,
RPQNMLLKQHJGFEH58CC,29,40.83,共有部分,鋼筋混凝土造,84年8月11日,二十層,,
RPSNMLMKQHJGFAH48CC,42,94.35,住家用,鋼筋混凝土造,71年5月27日,五層,,
RPPNMLMKQHJGFAH18CC,44,70.80,住家用,鋼筋混凝土造,69年10月23日,四層,,
RPOOMLMKQHJGFAH18CC,43,100.22,住商用,鋼筋混凝土造,70年10月24日,五層,,
RPXNMLMKQHJGFAH98CC,21,99.12,住家用,鋼筋混凝土造,92年10月30日,八層,,
RPXNMLMKQHJGFAH98CC,21,13.11,共有部分,鋼筋混凝土造,92年10月30日,八層,,
RPXNMLMKQHJGFAH98CC,21,26.04,共有部分,鋼筋混凝土造,92年10月30日,八層,,
RPTNMLMKQHJGFAH58CC,24,85.20,住家用,鋼筋混凝土造,89年11月28日,十四層,,
RPTNMLMKQHJGFAH58CC,24,26.37,共有部分,鋼筋混凝土造,89年11月28日,十四層,,
RPRNMLMKQHJGFAH38CC,44,66.11,住家用,鋼筋混凝土造,69年4月24日,四層,,
RPWNMLMKQHJGFAH88CC,4,88.32,住家用,鋼筋混凝土造,109年11月18日,十五層,,
