編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPSPMLSKIIOFFGF56CA,1,36.16,本共有部分項目：水箱、汙水機房、雨水機房、梯廳、台電配電場所、機電設備空間、一般昇降機、防空避難室兼停車空間、電信機房、消防機房、機房（鋼瓶室）、緊急發電機房、安全梯、迴廊、垃圾儲藏室、停車空間、立體停車塔、樓梯間、機房等１９項。,鋼筋混凝土造,107年12月26日,七層,,持分移轉
RPSPMLSKIIOFFGF56CA,1,79.31,集合住宅,鋼筋混凝土造,107年12月26日,七層,六層 陽臺 雨遮,全筆移轉
RPPOMLRJJIOFFEF68EA,35,92.72,住家用,鋼筋混凝土造,73年8月24日,五層,四層 陽臺,全筆移轉
RPPOMLRJJIOFFEF68EA,35,7.40,共有部分,鋼筋混凝土造,73年8月24日,五層,,持分移轉
RPPOMLRJJIOFFEF68EA,35,1.99,住家用,鋼筋混凝土造,73年8月24日,五層,,持分移轉
RPRNMLKMIIOFFDF97CA,52,47.39,住家用,磚造,56年12月10日,一層,一層 雨遮,全筆移轉
RPRNMLKMIIOFFDF97CA,53,99.04,住家用,加強磚造,55年10月10日,一層,一層 平台,全筆移轉
RPTQMLOLIIOFFGF09CA,5,35.96,住家用,鋼筋混凝土造,103年7月18日,五層,三層 陽臺 雨遮,全筆移轉
RPTQMLOLIIOFFGF09CA,5,18.25,本共有部分項目有：樓梯間、雨水滯留設備、電信機房、機械停車設備、騎樓、梯廳、雨遮、屋簷、機械室、水箱等１０項。,鋼筋混凝土造,103年7月18日,五層,,持分移轉
RPSPMLSKIIOFFDF88CA,22,5.91,防空避難室兼停車空間、停車空間、屋頂突出物、電樓梯間,鋼筋混凝土造,86年4月29日,十五層,,持分移轉
RPSPMLSKIIOFFDF88CA,22,8.17,電樓梯間,鋼筋混凝土造,86年4月29日,十四層,,持分移轉
RPSPMLSKIIOFFDF88CA,22,61.07,住家用,鋼筋混凝土造,86年4月29日,十四層,九層 陽臺,全筆移轉
RPXTMLOKIIOFFIF37DA,37,87.73,住家用,鋼筋混凝土造,71年11月6日,五層,三層 陽臺,全筆移轉
RPUNMLOKJIOFFDF58CA,22,39.37,商業用,鋼筋混凝土造,86年7月3日,二十六層,九層 陽臺,全筆移轉
RPUNMLOKJIOFFDF58CA,22,1.70,門廊社區中心衣物寄放櫃、警衛室、櫃檯、電信機房、緊急昇降機、男更衣室、女更衣室、門廳會議室、台電管道間、台電變電室、緊急發電機室、排煙室、蓄水池、消防水池、泵浦室、電梯間,鋼筋混凝土造,86年7月3日,二十七層,,持分移轉
RPUNMLOKJIOFFDF58CA,22,.95,門廳、水箱、信箱區、緊急昇降機、機械室、瞭望台、樓梯間、排煙機房、樓梯。,鋼筋混凝土造,86年7月3日,二十六層,,持分移轉
RPUOMLTKJIOFFAF09EA,23,93.85,商業用,鋼筋混凝土造,85年6月28日,十二層,五層 陽臺,全筆移轉
RPUOMLTKJIOFFAF09EA,23,14.55,電梯間,鋼筋混凝土造,85年6月28日,十二層,,持分移轉
RPUOMLTKJIOFFAF09EA,23,32.09,地下一層車道、地下二層停車空間、地下三層防空避難室兼停車空間,鋼筋混凝土造,85年6月28日,十二層,,持分移轉
RPUOMLTKJIOFFAF09EA,23,8.73,共有部分,鋼筋混凝土造,85年6月28日,十二層,,持分移轉
RPPNMLQKIIOFFIF68CA,13,123.79,住家用,鋼筋混凝土造,95年12月8日,十四層,八層 陽臺,全筆移轉
RPPNMLQKIIOFFIF68CA,13,28.08,共有部分,鋼筋混凝土造,95年12月8日,十四層,,持分移轉
RPPNMLQKIIOFFIF68CA,13,11.47,共有部分,鋼筋混凝土造,95年12月8日,十五層,,持分移轉
RPPNMLQKIIOFFIF68CA,13,3.81,共有部分,鋼筋混凝土造,95年12月8日,十五層,,持分移轉
RPPNMLQKIIOFFIF68CA,13,38.32,共有部分,鋼筋混凝土造,95年12月8日,十五層,,持分移轉
RPTPMLQKIIOFFBF58CA,2,13.87,本共有部分之項目有自行車停車空間、安全梯、特別安全梯、昇降機、排煙室兼梯廳、行動不便昇降機、緊急昇降機、排煙室、防災中心、高層緩衝空間、管理委員會使用空間、大廳、電錶室、梯廳兼排煙室、梯廳、消防中繼水箱、梯間、樓電梯間、樓梯間、機電設備空間、機房、水箱、消防泵浦室、陽台、雨遮等２５項。,鋼筋混凝土造,106年12月5日,二十二層,,持分移轉
RPTPMLQKIIOFFBF58CA,2,44.12,集合住宅,鋼筋混凝土造,106年12月5日,二十二層,十九層 陽臺 雨遮,全筆移轉
RPTPMLQKIIOFFBF58CA,2,42.14,本共有部分之項目有台電配電場所、防空避難室兼汽車停車空間、昇降機、行動不便昇降機、消防管道、安全梯、梯廳、電梯緩衝坑道、給排水管道、排風管道、進氣管道、排氣管道、卸貨車位、汽車坡道、電信機房、汽車停車空間、資源回收室、垃圾車專用停車位、緊急發電機房、機房、無障礙停車位、自來水水箱、污水機房、雨水回收機房、消防泵浦室等２５項。,鋼筋混凝土造,106年12月5日,二十二層,,持分移轉
RPSSMLQKIIOFFBF78CA,11,93.38,住家用,鋼筋混凝土造,97年6月9日,六層,五層 陽臺 雨遮,全筆移轉
RPSSMLQKIIOFFBF78CA,11,22.24,共有部分,鋼筋混凝土造,97年6月9日,七層,,持分移轉
RPSSMLQKIIOFFBF78CA,11,32.58,共有部分,鋼筋混凝土造,97年6月9日,七層,,持分移轉
RPOQMLTKJIOFFEF88CA,23,46.51,住家用,鋼筋混凝土造,85年6月5日,九層,二層 陽臺 花台,全筆移轉
RPOQMLTKJIOFFEF88CA,23,.27,共有部分,鋼筋混凝土造,85年5月28日,七層,,持分移轉
RPOQMLTKJIOFFEF88CA,23,.56,共有部分,鋼筋混凝土造,85年6月5日,九層,,持分移轉
RPOQMLTKJIOFFEF88CA,23,4.97,共有部分,鋼筋混凝土造,85年6月5日,九層,,持分移轉
RPWRMLLMIIOFFEF09CA,22,22.05,住家用,鋼筋混凝土造,87年3月4日,十二層,十一層 陽臺,全筆移轉
RPWRMLLMIIOFFEF09CA,22,6.14,共有部分,鋼筋混凝土造,87年3月4日,十二層,,持分移轉
RPWRMLLMIIOFFEF09CA,22,.55,共有部分,鋼筋混凝土造,87年3月4日,十二層,,持分移轉
RPUTMLLLIIOFFDF88CA,25,11.05,共有部分,鋼筋混凝土造,84年2月11日,六層,,持分移轉
RPUTMLLLIIOFFDF88CA,25,79.83,住家用,鋼筋混凝土造,84年2月11日,六層,五層 陽臺 花台,全筆移轉
RPUTMLLLIIOFFDF88CA,25,16.12,共有部分,鋼筋混凝土造,84年2月11日,八層,,持分移轉
RPOOMLRKIIOFFCF18CA,10,32.15,一般事務所,鋼筋混凝土造,98年12月21日,十六層,十二層 陽臺,全筆移轉
RPOOMLRKIIOFFCF18CA,10,8.07,本共有部分之項目如下：地下五層之Ａ電樓梯間，地下四層之Ａ電樓梯間、梯廳、蓄水池，地下三層之Ａ電樓梯間、梯廳，地下二層之Ａ電樓梯間、梯廳，地下一層之Ａ電樓梯間、，一層之電樓梯間、頂蓋型開放空間、陽台，二至十六層各層電樓梯間、排煙室，Ａ棟屋頂突出物一、二、三層等。,鋼筋混凝土造,98年12月21日,十六層,,持分移轉
RPOOMLRKIIOFFCF18CA,10,50.43,本共有部分之項目如下：地下五層之停車空間兼防空避難室﹝４５、７９號汽車停車位不登記﹞、進氣機、消防泵浦室、消防蓄水池、機房、排氣機、樓梯間、梯廳，地下四層之車道、汽車停車空間﹝２７０號汽車停車位不登記﹞、排氣機、進氣機、樓梯間，地下三層之車道、汽車停車空間﹝５０１號汽車停車位不登記﹞、排氣機、樓梯間、進氣機房，地下二層之車道、汽車停車空間﹝７１７、７１８、７１９、７２０、７２１、７３０、７６４號汽車停車位不登記﹞、排氣機房、機房、排氣機、進氣機房、公共設施蓄水池、垃圾儲藏空間、儲藏室、樓梯間，地下一層之一般服務業﹝即深坑鄉北深路三段２４０號地下一層區分所有建物併入北深路三段２３８號之１二樓等為共用部分﹞、車道、機車停車空間﹝不登載機車位數量及編號﹞、台電配電室場所、樓梯間、一般商業設施﹝一般服務業﹞、儲藏室、機房、廁所、電表箱、排氣機房、公共高壓變電站、住宅發電機房、住宅電信機房，一層之頂蓋型開放空間、梯廳、儲藏室、廳所、陽台、監控中心、一般商業設施﹝一般服務業﹞﹝一般事務所﹞、門廳、樓梯間等,鋼筋混凝土造,98年12月21日,十六層,,持分移轉
RPWOMLQKIIOFFEF09CA,11,.03,店舖,鋼筋混凝土造,97年9月9日,二十九層,一層,持分移轉
RPWOMLQKIIOFFEF09CA,11,20.18,共有部分,鋼筋混凝土造,97年9月9日,二十九層,,持分移轉
RPPQMLNLIIOFFEF38CA,17,90.90,住家用,鋼筋混凝土造,91年4月16日,六層,五層 陽臺,全筆移轉
RPQNMLQKIIOFFGF78EA,22,52.66,共有部分,鋼筋混凝土造,86年6月12日,十二層,,持分移轉
RPPQMLNLIIOFFEF38CA,17,19.69,共有部分,鋼筋混凝土造,91年4月16日,六層,,持分移轉
RPPQMLNLIIOFFEF38CA,17,20.17,共有部分,鋼筋混凝土造,91年4月16日,六層,,持分移轉
