鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
烏來區,土地,福山段709-2地號,15274.0,都市：其他:保安保護區,,,1081101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,300000,20,,0.0,0,,RPQNMLSJJIOFFCF58EA,0.0,0.0,0.0,,
汐止區,房地(土地+建物),新北市汐止區龍安路２８巷６號９樓之１１,3.55,商,,,1081102,土地1建物1車位0,九層,二十六層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0860703,42.019999999999996,1,1,1,有,無,5000000,118991,,0.0,0,,RPUNMLOKJIOFFDF58CA,36.02,0.0,3.35,,
新店區,土地,斯馨段29地號,3377.71,住,,,1081002,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1594275743,471999,,0.0,0,向政府機關承購之案件。；,SPVOMLRJJIOFFCF98CA,0.0,0.0,0.0,,
新店區,土地,斯馨段28地號,3027.7,住,,,1081002,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1474577704,487029,,0.0,0,向政府機關承購之案件。；,RPVOMLRJJIOFFCF88CA,0.0,0.0,0.0,,
金山區,土地,萬西段1505地號,941.68,農,,,1081003,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2380000,2527,,0.0,0,向政府機關承購之案件。；,RPQOMLOKIIOFFDF28DA,0.0,0.0,0.0,,
坪林區,土地,大粗坑段九芎坑小段57-1地號,347.0,都市：其他:保安保護區,,,1081003,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,275000,793,,0.0,0,,RPSOMLKMIIOFFCF28EA,0.0,0.0,0.0,,
淡水區,房地(土地+建物),新北市淡水區學府路５１巷３弄２之３號,24.1,住,,,1081004,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730824,102.11,3,2,2,有,無,5300000,51905,,0.0,0,,RPPOMLRJJIOFFEF68EA,85.12,0.0,7.6,,
三重區,土地,光興段614-3地號,24.1,都市：其他:道路用地,,,1081002,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4217500,175000,,0.0,0,,RPPNMLSJIIOFFGF58CA,0.0,0.0,0.0,,
深坑區,土地,萬順寮段草地尾小段55地號,0.75,住,,,1081002,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,48464,0,,0.0,0,,RPVNMLTJIIOFFCF88CA,0.0,0.0,0.0,,
板橋區,土地,民族段1856地號,92.0,住,,,1081001,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,24000000,260870,,0.0,0,,RPWPMLRKIIOFFAF88CA,0.0,0.0,0.0,,
