編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPTOMLLKJIOFFAB67DA,14,106.73,集合住宅,鋼筋混凝土造,94年12月23日,二十七層,二層 三層 陽台 雨遮,全筆移轉
RPTOMLLKJIOFFAB67DA,14,37.64,共用,鋼筋混凝土造,94年12月23日,二十七層,,持分移轉
RPTNMLQKIIOFFFB48DA,26,146.50,住家用,鋼筋混凝土造,82年4月20日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPVNMLRKIIOFFFB68CA,1,180.94,住宅、停車空間,鋼筋混凝土造,107年12月5日,四層,一層 二層 三層 四層 陽台,全筆移轉
RPPRMLSLIIOFFBB28CA,32,1.98,住家用,加強磚造,76年8月21日,二層,一層 二層 陽台,持分移轉
RPSOMLSKIIOFFIB88CA,40,73.08,集合住宅,鋼筋混凝土造,68年10月12日,五層,四層,全筆移轉
RPQNMLPLIIOFFIB38CA,25,50.30,集合住宅,鋼筋混凝土造,83年11月4日,十二層,八層 陽台,全筆移轉
RPQNMLPLIIOFFIB38CA,25,17.43,共有部份,鋼筋混凝土造,83年11月4日,十二層,,持分移轉
RPPOMLRKIIOFFCB87CA,5,115.27,集合住宅,鋼筋混凝土造,104年2月2日,十九層,八層 陽台 雨遮,全筆移轉
RPPOMLRKIIOFFCB87CA,5,79.23,本共有部分係依使用執照之建築概要表記載項目有：水箱、機房、防空避難室兼停車空間、樓梯間、梯廳、排煙室、升降機間、消防中繼機房、發電機室、停車空間、台電配電室、電信機房、門廳、公共服務空間、防災中心、垃圾處理室、水錶室、消防水箱室、機械室等１９項,鋼筋混凝土造,104年2月2日,十九層,,持分移轉
RPRNMLPLIIOFFKB78DA,30,93.04,住家用,鋼筋混凝土造,78年7月10日,四層,三層 陽台,全筆移轉
RPRNMLPLIIOFFKB78DA,30,12.03,停車空間、防空避難室,鋼筋混凝土造,78年7月10日,四層,,持分移轉
RPRNMLPLIIOFFKB78DA,30,16.51,水塔、梯間、防空避難室、公共設施,鋼筋混凝土造,78年7月10日,四層,,持分移轉
RPOPMLMKJIOFFAB27CA,38,5.75,商業用,鋼筋混凝土造,71年2月26日,十層,九層,持分移轉
RPQNMLKMIIOFFAB17CA,31,66.71,商業用,鋼筋混凝土造,77年9月29日,十一層,五層,全筆移轉
RPOPMLMKJIOFFAB27CA,38,5.74,商業用,鋼筋混凝土造,71年2月26日,十層,九層,持分移轉
RPQNMLKMIIOFFAB17CA,31,61.62,共有部份,鋼筋混凝土造,77年9月29日,十一層,,持分移轉
RPOPMLMKJIOFFAB27CA,38,7.92,住家用,鋼筋混凝土造,71年2月26日,十層,九層,持分移轉
RPOPMLMKJIOFFAB27CA,38,7.89,住家用,鋼筋混凝土造,71年2月26日,十層,九層 陽台,持分移轉
RPOPMLMKJIOFFAB27CA,38,9.92,住家用,鋼筋混凝土造,71年2月26日,十層,九層 陽台,持分移轉
RPWNMLSKIIOFFFB88CA,13,.60,梯間、水箱,鋼筋混凝土造,96年1月9日,五層,,持分移轉
RPWNMLSKIIOFFFB88CA,13,15.75,住家用,鋼筋混凝土造,96年1月9日,五層,四層 雨遮,全筆移轉
RPWNMLSKIIOFFFB88CA,13,4.00,住家用,鋼筋混凝土造,96年1月9日,五層,,持分移轉
RPXOMLMKJIOFFAB08CA,38,5.75,商業用,鋼筋混凝土造,71年2月26日,十層,九層,持分移轉
RPXOMLMKJIOFFAB08CA,38,5.74,商業用,鋼筋混凝土造,71年2月26日,十層,九層,持分移轉
RPXOMLMKJIOFFAB08CA,38,7.92,住家用,鋼筋混凝土造,71年2月26日,十層,九層,持分移轉
RPXOMLMKJIOFFAB08CA,38,7.89,住家用,鋼筋混凝土造,71年2月26日,十層,九層 陽台,持分移轉
RPXOMLMKJIOFFAB08CA,38,9.92,住家用,鋼筋混凝土造,71年2月26日,十層,九層 陽台,持分移轉
RPXOMLLLIIOFFFB48CA,12,3.29,停車空間、防空避難室,鋼筋混凝土造,96年5月24日,七層,,持分移轉
RPXOMLLLIIOFFFB48CA,12,19.40,住家用,鋼筋混凝土造,96年5月24日,七層,四層 陽台,全筆移轉
RPXOMLLLIIOFFFB48CA,12,6.70,樓梯間、水箱、機械室、管委室,鋼筋混凝土造,96年5月24日,七層,,持分移轉
RPXRNLSLIIOFFCB66CA,10,97.31,本共有部分之項目有：防空避難室兼停車空間、人行道、騎樓、防災中心、管理室、梯廳、消防幫浦室、門廊、車道、水箱、機車停車空間、中繼水箱、機械室、梯間、一般安全梯、緊急昇降機間、昇降機間、排煙室、排煙管道、進風管道、排氣管道、進氣管道、緊急發電機室、電信室、台電專用管道、廣場式開放空間、汽車車道、垃圾處理場、特別安全梯、發電機室、機電空間、緩衝空間、行動不便者坡道、機車車道、排風管道、錶箱室、造型牆、樑柱、台電配電室、陽台、雨遮等四十一項。,鋼骨鋼筋混凝土造,99年2月11日,二十九層,,持分移轉
RPXRNLSLIIOFFCB66CA,10,173.85,住家用,鋼骨鋼筋混凝土造,99年2月11日,二十九層,二十三層 陽台 雨遮,全筆移轉
RPTNMLSKIIOFFBB18CA,24,17.26,住家用,鋼筋混凝土造,84年6月26日,二十四層,十八層 陽台,全筆移轉
RPTNMLSKIIOFFBB18CA,24,4.74,共有部份,鋼筋混凝土造,84年6月26日,二十四層,,持分移轉
RPTNMLSKIIOFFBB18CA,24,3.60,共有部份,鋼筋混凝土造,84年6月26日,二十四層,,持分移轉
RPSNMLSKIIOFFBB08CA,24,17.49,住家用,鋼筋混凝土造,84年6月26日,二十四層,十三層 陽台,全筆移轉
RPSNMLSKIIOFFBB08CA,24,4.89,共有部份,鋼筋混凝土造,84年6月26日,二十四層,,持分移轉
RPSNMLSKIIOFFBB08CA,24,3.70,共有部份,鋼筋混凝土造,84年6月26日,二十四層,,持分移轉
RPOPMLLLIIOFFFB67CA,12,9.70,住家用,鋼筋混凝土造,96年5月24日,七層,七層 陽台,持分移轉
RPOPMLLLIIOFFFB67CA,12,1.65,停車空間、防空避難室,鋼筋混凝土造,96年5月24日,七層,,持分移轉
RPOPMLLLIIOFFFB67CA,12,9.70,住家用,鋼筋混凝土造,96年5月24日,七層,七層 陽台,持分移轉
RPOPMLLLIIOFFFB67CA,12,3.35,樓梯間、水箱、機械室、管委室,鋼筋混凝土造,96年5月24日,七層,,持分移轉
RPOPMLLLIIOFFFB67CA,12,1.65,停車空間、防空避難室,鋼筋混凝土造,96年5月24日,七層,,持分移轉
RPOPMLLLIIOFFFB67CA,12,3.35,樓梯間、水箱、機械室、管委室,鋼筋混凝土造,96年5月24日,七層,,持分移轉
