編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPPNMLPKKHJGFDJ38CC,,28.60,住家用,鋼筋混凝土造,,五層,,
RPPNMLRKKHJGFDJ58CC,28,74.30,住家用,鋼筋混凝土造,85年7月11日,五層,,
RPPNMLPKKHJGFDJ38CC,,7.46,電梯．樓梯．走道,鋼筋混凝土造,,五層,,
RPPNMLRKKHJGFDJ58CC,28,7.66,共用部分,鋼筋混凝土造,85年7月11日,五層,,
RPPNMLRKKHJGFDJ58CC,28,35.92,停車空間,鋼筋混凝土造,85年7月11日,五層,,
RPPNMLQKKHJGFCJ38CC,16,82.49,住家用,鋼筋混凝土造,96年12月24日,十二層,,
RPPNMLQKKHJGFCJ38CC,16,13.13,共用部分,鋼筋混凝土造,96年12月24日,十二層,,
RPPNMLQKKHJGFCJ38CC,16,34.86,共用部分,鋼筋混凝土造,96年12月24日,十二層,,
RPRNMLPKKHJGFBJ38CC,16,27.17,商業用,鋼筋混凝土造,97年3月21日,十三層,,
RPRNMLPKKHJGFBJ38CC,16,2.44,共用部分,鋼筋混凝土造,97年3月21日,十四層,,
RPPNMLQKKHJGFBJ28CC,,58.02,集合住宅,鋼筋混凝土造,112年8月7日,十一層,,
RPRNMLPKKHJGFBJ38CC,16,10.17,共用部分,鋼筋混凝土造,97年3月21日,十三層,,
RPPNMLRKKHJGFBJ38CC,7,73.17,住家用,鋼筋混凝土造,105年7月29日,十四層,,
RPPNMLQKKHJGFBJ28CC,,62.66,本共有部分之項目有管委會使用空間、垃圾處理空間、梯間、機械室、水箱、停車空間、水循環機房/儲藏室、電信室、台電配電場所、蓄水池、防空避難室兼停車空間、汙水/雨水機房、消防泵浦室、發電機室等十四項。,鋼筋混凝土造,112年8月7日,十二層,,
RPQNMLPKKHJGFBJ28CC,,57.33,集合住宅,鋼筋混凝土造,112年8月7日,十二層,,
RPPNMLRKKHJGFBJ38CC,7,59.82,本共有部分之項目有停車空間兼防空避難室、開放空間、公共服務空間、管理室、樓梯間、水箱、機房等七項。,鋼筋混凝土造,105年7月29日,十四層,,
RPQNMLRKKHJGFBJ48CC,28,96.17,住家用,鋼筋混凝土造,85年4月1日,九層,,
RPQNMLPKKHJGFBJ28CC,,62.31,本共有部分之項目有管委會使用空間、垃圾處理空間、梯間、機械室、水箱、停車空間、水循環機房/儲藏室、電信室、台電配電場所、蓄水池、防空避難室兼停車空間、汙水/雨水機房、消防泵浦室、發電機室等十四項。,鋼筋混凝土造,112年8月7日,十二層,,
RPRNMLRKKHJGFBJ58CC,19,24.98,商業用,鋼筋混凝土造,93年8月20日,八層,,
RPPNMLSKKHJGFBJ48CC,14,155.67,商業用,鋼筋混凝土造,99年2月8日,十八層,,
RPQNMLRKKHJGFBJ48CC,28,26.15,共用部分,鋼筋混凝土造,85年4月1日,九層,,
RPPNMLSKKHJGFBJ48CC,14,60.61,共用部分,鋼筋混凝土造,99年2月8日,十八層,,
RPRNMLRKKHJGFBJ58CC,19,6.37,共用部分,鋼筋混凝土造,93年8月20日,八層,,
RPRNMLRKKHJGFBJ58CC,19,5.52,共用部分,鋼筋混凝土造,93年8月20日,八層,,
RPPNMLPKKHJGFBJ18CC,1,532.10,銀行,鋼筋混凝土造,111年9月5日,六層,,
RPPNMLPKKHJGFBJ18CC,1,742.41,本共有部分之項目有防空避難室兼停車空間、停車空間、管委會使用空間、樓梯間、消防水箱等五項。,鋼筋混凝土造,111年9月5日,六層,,
RPPNMLTKKHJGFBJ58CC,1,19.40,集合住宅,鋼筋混凝土造,112年7月18日,八層,,
RPPNMLTKKHJGFBJ58CC,1,8.28,本共有部分之項目有停車空間、防空避難室兼停車空間、管委會、梯間、水箱、機械室等六項。,鋼筋混凝土造,112年7月18日,八層,,
RPTNMLTKKHJGFBJ98CC,19,22.19,商業用,鋼筋混凝土造,94年6月3日,十層,,
RPQNMLTKKHJGFBJ68CC,1,19.40,集合住宅,鋼筋混凝土造,112年7月18日,八層,,
RPTNMLTKKHJGFBJ98CC,19,6.28,共用部分,鋼筋混凝土造,94年6月3日,十層,,
RPQNMLTKKHJGFBJ68CC,1,8.28,本共有部分之項目有停車空間、防空避難室兼停車空間、管委會、梯間、水箱、機械室等六項。,鋼筋混凝土造,112年7月18日,八層,,
RPTNMLTKKHJGFBJ98CC,19,4.54,共用部分,鋼筋混凝土造,94年6月3日,十層,,
RPPNMLKLKHJGFBJ77CC,13,124.75,住家用,鋼筋混凝土造,100年7月7日,十五層,,
RPPNMLKLKHJGFBJ77CC,13,83.96,本共有部分之項目有開放空間、社區中心、梯間、防空避難室、停車空間、車道、冷藏室、前廊等八項。,鋼筋混凝土造,100年7月7日,十五層,,
RPPNMLKLKHJGFBJ77CC,13,27.44,本共有部分之項目有梯間等一項。,鋼筋混凝土造,100年7月7日,十五層,,
RPRNMLTKKHJGFBJ78CC,3,52.81,集合住宅,鋼筋混凝土造,110年3月24日,十四層,,
RPRNMLTKKHJGFBJ78CC,3,69.37,本共有部分之項目有停車空間、排煙室、樓梯間、水箱、揚水泵機房、雨污水機房、消防機械室、防空避難室兼停車空間、台電配電室、電信室、人行道、垃圾儲存空間、發電機室、車道、梯廳、管委會使用空間、外廊、電梯機房等十八項。,鋼筋混凝土造,110年3月24日,十四層,,
RPSNMLTKKHJGFBJ88CC,1,19.40,集合住宅,鋼筋混凝土造,112年7月18日,八層,,
RPSNMLTKKHJGFBJ88CC,1,8.28,本共有部分之項目有停車空間、防空避難室兼停車空間、管委會、梯間、水箱、機械室等六項。,鋼筋混凝土造,112年7月18日,八層,,
RPUNMLTKKHJGFBJ09CC,18,116.78,住家用,鋼筋混凝土造,94年9月7日,十二層,,
RPUNMLTKKHJGFBJ09CC,18,63.57,共用部分,鋼筋混凝土造,94年9月7日,十二層,,
RPQNMLKLKHJGFBJ87CC,19,24.72,商業用,鋼筋混凝土造,94年5月24日,十層,,
RPQNMLKLKHJGFBJ87CC,19,12.96,共用部分,鋼筋混凝土造,94年5月24日,十層,,
RPPNMLKLKHJGFCJ87CC,29,82.80,住家用,鋼筋混凝土造,84年5月19日,十二層,,
RPPNMLKLKHJGFCJ87CC,29,10.59,共用部分,鋼筋混凝土造,84年5月19日,十二層,,
RPPNMLKLKHJGFCJ87CC,29,11.66,共用部分,鋼筋混凝土造,84年5月19日,十二層,,
RPQNMLLLKHJGFBJ97CC,11,129.08,商業用,鋼筋混凝土造,102年6月24日,十九層,,
RPQNMLLLKHJGFBJ97CC,11,74.70,本共有部分之項目有停車空間，防空避難室，管理員室，開放空間，樓梯間，機械室，水箱等七項。,鋼筋混凝土造,102年6月24日,十九層,,
RPPNMLTKKHJGFDJ78CC,5,58.21,集合住宅,鋼筋混凝土造,107年12月4日,五層,,
RPPNMLTKKHJGFDJ78CC,5,12.92,本共有部分之項目有停車空間、梯間、管委會等３項,鋼筋混凝土造,107年12月4日,五層,,
RPPNMLLLKHJGFDJ08CC,20,34.23,住家用,鋼筋混凝土造,93年7月5日,七層,,
RPPNMLLLKHJGFDJ08CC,20,5.85,停車空間,鋼筋混凝土造,93年7月5日,八層,,
RPQNMLTKKHJGFDJ88CC,4,52.13,集合住宅,鋼筋混凝土造,108年9月17日,五層,,
RPPNMLLLKHJGFDJ08CC,20,5.56,梯間、走道,鋼筋混凝土造,93年7月5日,七層,,
RPQNMLKLKHJGFDJ08CC,2,21.60,集合住宅,鋼筋混凝土造,110年11月16日,八層,,
RPQNMLTKKHJGFDJ88CC,4,27.24,共用部分,鋼筋混凝土造,108年9月17日,五層,,
