編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPRNMLNKKHJGFBH97CC,12,9.98,店舖、住宅、住宅（附屬停車空間、樓梯間）,鋼筋混凝土造,100年12月16日,四層,,
RPSNMLNKKHJGFBH08CC,43,10.38,住家用,鋼筋混凝土造,70年2月13日,四層,,
RPQNMLNKKHJGFBH87CC,43,10.38,住家用,鋼筋混凝土造,70年2月13日,四層,,
RPRNMLLKKHJGFBH77CC,44,17.14,住家用,鋼筋混凝土造,69年7月17日,四層,,
RPQNMLLKKHJGFBH67CC,35,18.00,住家用,鋼筋混凝土造,77年12月14日,二層,,
RPPNMLNKKHJGFBH77CC,44,17.14,住家用,鋼筋混凝土造,69年7月17日,四層,,
RPPNMLMKKHJGFBH67CC,45,75.60,住家用,加強磚造,67年10月28日,二層,,
RPPNMLLKKHJGFBH57CC,35,17.80,住家用,鋼筋混凝土造,77年12月14日,二層,,
RPPNMLNKKHJGFFH18CC,41,10.81,住家用,鋼筋混凝土造,71年8月5日,四層,,
RPQNMLMKKHJGFFH18CC,26,166.68,店舖，住房,鋼筋混凝土造,87年6月10日,四層,,
RPQNMLOKKHJGFBH97CC,9,20.62,住家用,鋼筋混凝土造,103年8月22日,五層,,
RPRNMLOKKHJGFBH08CC,9,20.97,住家用,鋼筋混凝土造,103年8月22日,五層,,
RPSNMLOKKHJGFBH18CC,12,23.29,住家用,鋼筋混凝土造,100年11月3日,五層,,
RPTNMLOKKHJGFBH28CC,12,23.29,住家用,鋼筋混凝土造,100年11月3日,五層,,
RPPNMLMKKHJGFAH57CC,19,94.83,住家用,鋼筋混凝土造,93年8月3日,十一層,,
RPPNMLMKKHJGFAH57CC,19,12.32,共有部份,鋼筋混凝土造,93年8月3日,十一層,,
RPQNMLMKKHJGFAH67CC,19,85.65,住家用,鋼筋混凝土造,93年7月27日,十四層,,
RPPNMLMKKHJGFAH57CC,19,22.98,共有部份,鋼筋混凝土造,93年8月3日,十一層,,
RPQNMLMKKHJGFAH67CC,19,17.66,共有部份,鋼筋混凝土造,93年7月27日,十四層,,
RPPNMLMKKHJGFAH57CC,19,.23,管理員室,鋼筋混凝土造,93年8月3日,十一層,,
RPQNMLMKKHJGFAH67CC,19,9.14,共有部份,鋼筋混凝土造,93年7月27日,十四層,,
RPPNMLMKKHJGFAH57CC,19,25.11,共有部份,鋼筋混凝土造,93年8月3日,十一層,,
RPQNMLMKKHJGFAH67CC,19,.04,管理員室,鋼筋混凝土造,93年7月27日,十四層,,
RPQNMLMKKHJGFAH67CC,19,27.23,共有部份,鋼筋混凝土造,93年7月27日,十四層,,
RPQNMLNKKHJGFCH97CC,38,108.29,住家用,鋼筋混凝土造,74年12月31日,五層,,
RPPNMLNKKHJGFCH87CC,45,12.93,住家用,加強磚造,67年8月25日,二層,,
RPQNMLNKKHJGFGH38CC,32,24.58,住商用,鋼筋混凝土造,81年2月1日,十七層,,
RPTNMLNKKHJGFGH68CC,30,13.97,農舍,鋼筋混凝土造,82年12月22日,三層,,
RPRNMLNKKHJGFGH48CC,32,24.58,住商用,鋼筋混凝土造,81年2月1日,十七層,,
RPPNMLNKKHJGFGH28CC,31,10.76,住商用,加強磚造,82年2月23日,五層,,
RPSNMLNKKHJGFGH58CC,48,70.96,住家用,加強磚造,65年1月5日,四層,,
RPRNMLOKKHJGFEH38CC,15,29.75,住家用,鋼筋混凝土造,98年4月23日,十三層,,
RPSNMLOKKHJGFEH48CC,15,57.85,住家用,鋼筋混凝土造,98年4月23日,十三層,,
RPUNMLOKKHJGFEH68CC,15,26.45,住家用,鋼筋混凝土造,98年4月23日,十三層,,
RPOOMLOKKHJGFEH18CC,11,22.03,住家用,鋼筋混凝土造,102年5月20日,五層,,
RPTNMLOKKHJGFEH58CC,15,24.79,住家用,鋼筋混凝土造,98年4月23日,十三層,,
RPXNMLOKKHJGFEH98CC,11,21.03,住家用,鋼筋混凝土造,102年5月20日,五層,,
