編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPTPMLMKKHNFFAB67CA,35,48.07,商業用,鋼筋混凝土造,72年4月27日,十一層,三層 花台,全筆移轉
RPTPMLMKKHNFFAB67CA,35,2.29,共有部份,鋼筋混凝土造,72年4月27日,十一層,,持分移轉
RPSPMLMKKHNFFAB57CA,21,25.30,住家用,鋼骨造,86年1月31日,二十八層,十四層 陽台,全筆移轉
RPSPMLMKKHNFFAB57CA,21,.92,共同使用,鋼骨造,86年1月31日,二十八層,,持分移轉
RPSPMLMKKHNFFAB57CA,21,7.75,公共設施,鋼骨造,86年1月31日,二十八層,,持分移轉
RPSPMLMKKHNFFAB57CA,21,3.48,共有部份,鋼骨造,86年1月31日,二十八層,,持分移轉
RPRPMLMJKHNFFAB37CA,,87.96,本共有部份係依使用執照之建築概要表記載項目有：防空避難室兼停車空間、昇降機間（排煙室）、安全梯、廣場式開放空間（有頂蓋）、公共服務空間、梯廳、水箱、車道、機械室、梯廳（排煙室）、消防機房、汙水機房、停車空間、排煙室、一般昇降機間、電錶箱區、梯間、水錶室、台電配電室、發電機室、電信室、防災中心、消防中繼機房、垃圾室、特別安全梯、陽台、走廊、管委會使用空間、無障礙廁所、機車區、無障礙緊急昇降機間等３１項。,鋼筋混凝土造,106年11月1日,二十二層,,持分移轉
RPRPMLMJKHNFFAB37CA,,116.50,集合住宅,鋼筋混凝土造,106年11月1日,二十二層,十七層 陽台,全筆移轉
RPRPMLMKKHNFFAB47CA,21,25.30,住家用,鋼骨造,86年1月31日,二十八層,二十三層 陽台,全筆移轉
RPRPMLMKKHNFFAB47CA,21,.92,共同使用,鋼骨造,86年1月31日,二十八層,,持分移轉
RPRPMLMKKHNFFAB47CA,21,7.69,公共設施,鋼骨造,86年1月31日,二十八層,,持分移轉
RPRPMLMKKHNFFAB47CA,21,3.48,共有部份,鋼骨造,86年1月31日,二十八層,,持分移轉
RPQQMLMJKHNFFAB37CA,,90.11,本共有部份係依使用執照之建築概要表記載項目有：防空避難室兼停車空間、昇降機間（排煙室）、安全梯、廣場式開放空間（有頂蓋）、公共服務空間、梯廳、水箱、車道、機械室、梯廳（排煙室）、消防機房、汙水機房、停車空間、排煙室、一般昇降機間、電錶箱區、梯間、水錶室、台電配電室、發電機室、電信室、防災中心、消防中繼機房、垃圾室、特別安全梯、陽台、走廊、管委會使用空間、無障礙廁所、機車區、無障礙緊急昇降機間等３１項。,鋼筋混凝土造,106年11月1日,二十二層,,持分移轉
RPQQMLMJKHNFFAB37CA,,120.83,集合住宅,鋼筋混凝土造,106年11月1日,二十二層,四層 陽台,全筆移轉
RPVPMLMJKHNFFAB77CA,,77.31,本共有部份係依使用執照之建築概要表記載項目有：防空避難室兼停車空間、昇降機間（排煙室）、安全梯、廣場式開放空間（有頂蓋）、公共服務空間、梯廳、水箱、車道、機械室、梯廳（排煙室）、消防機房、汙水機房、停車空間、排煙室、一般昇降機間、電錶箱區、梯間、水錶室、台電配電室、發電機室、電信室、防災中心、消防中繼機房、垃圾室、特別安全梯、陽台、走廊、管委會使用空間、無障礙廁所、機車區、無障礙緊急昇降機間等３１項。,鋼筋混凝土造,106年11月1日,二十二層,,持分移轉
RPTPMLMJKHNFFAB57CA,,77.31,本共有部份係依使用執照之建築概要表記載項目有：防空避難室兼停車空間、昇降機間（排煙室）、安全梯、廣場式開放空間（有頂蓋）、公共服務空間、梯廳、水箱、車道、機械室、梯廳（排煙室）、消防機房、汙水機房、停車空間、排煙室、一般昇降機間、電錶箱區、梯間、水錶室、台電配電室、發電機室、電信室、防災中心、消防中繼機房、垃圾室、特別安全梯、陽台、走廊、管委會使用空間、無障礙廁所、機車區、無障礙緊急昇降機間等３１項。,鋼筋混凝土造,106年11月1日,二十二層,,持分移轉
RPVPMLMJKHNFFAB77CA,,95.31,集合住宅,鋼筋混凝土造,106年11月1日,二十二層,十四層 陽台,全筆移轉
RPTPMLMJKHNFFAB57CA,,95.31,集合住宅,鋼筋混凝土造,106年11月1日,二十二層,四層 陽台,全筆移轉
RPTQMLMJKHNFFAB67CA,,119.88,本共有部份係依使用執照之建築概要表記載項目有：防空避難室兼停車空間、昇降機間（排煙室）、安全梯、廣場式開放空間（有頂蓋）、公共服務空間、梯廳、水箱、車道、機械室、梯廳（排煙室）、消防機房、汙水機房、停車空間、排煙室、一般昇降機間、電錶箱區、梯間、水錶室、台電配電室、發電機室、電信室、防災中心、消防中繼機房、垃圾室、特別安全梯、陽台、走廊、管委會使用空間、無障礙廁所、機車區、無障礙緊急昇降機間等３１項。,鋼筋混凝土造,106年11月1日,二十二層,,持分移轉
RPTQMLMJKHNFFAB67CA,,121.24,集合住宅,鋼筋混凝土造,106年11月1日,二十二層,十九層 陽台,全筆移轉
