編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPSSMLSJKHNFFDF09CA,21,28.05,住家用,鋼筋混凝土造,86年6月26日,十五層,十一層 陽臺,全筆移轉
RPSSMLSJKHNFFDF09CA,21,8.47,緊急升降機、排煙室、水箱、特別安全梯、電梯間、機械室、電機機械室,鋼筋混凝土造,86年6月26日,十五層,,持分移轉
RPSSMLSJKHNFFDF09CA,21,3.32,自用儲藏室、台電配電室、交誼廳、消防泵浦室、發電機室、台電管道間、管道間、管理中心、管理員室、台電配電室,鋼筋混凝土造,86年6月26日,十五層,,持分移轉
RPQOMLRLKHNFFDF58CA,1,37.83,住家用,鋼筋混凝土構造,106年7月25日,十五層,十三層 陽臺 雨遮,全筆移轉
RPQOMLRLKHNFFDF58CA,1,41.82,本共有部分之項目有：管委會空間、梯廳、大廳、防空避難室兼停車空間、梯間、垃圾儲存室、台電配電場所、停車空間、電信機房、水箱、發電機室、消防泵浦室、雨水回收機房、污水機房等１４項。,鋼筋混凝土構造,106年7月25日,十五層,,持分移轉
RPQOMLRLKHNFFDF58CA,1,7.05,本共有部分之項目有：梯廳、梯間、機械室、水箱等４項。,鋼筋混凝土構造,106年7月25日,十五層,,持分移轉
RPQQMLTJKHNFFDF78CA,19,35.62,住家用,鋼筋混凝土造,88年2月1日,二十三層,十三層 陽臺 花台,全筆移轉
RPQQMLTJKHNFFDF78CA,19,69.34,停車空間、車道、防空避難室,鋼筋混凝土造,88年2月1日,二十三層,,持分移轉
RPQQMLTJKHNFFDF78CA,19,2.67,共有部分,鋼筋混凝土造,88年2月1日,二十三層,,持分移轉
RPQQMLTJKHNFFDF78CA,19,10.26,共有部分,鋼筋混凝土造,88年2月1日,二十三層,,持分移轉
RPSPMLMKKHNFFHF68CA,39,81.11,住家用,鋼筋混凝土造,67年12月7日,五層,一層 平台,全筆移轉
RPQNMLSJLHNFFHF09EA,,65.16,集合住宅,鋼筋混凝土構造,106年12月20日,十四層,六層 陽臺 雨遮,全筆移轉
RPQNMLSJLHNFFHF09EA,,42.92,本共有部分之項目有：電樓梯間、騎樓、儲藏室、陽台、梯廳、車道門廳、管理委員會空間、台電配電場所、資源回收室、日用水箱、走廊、緊急昇降機間、發電機室、電信機房、客貨兩用梯、防空避難室兼停車空間、水箱、汽車昇降機、倉儲式停車空間、屋頂突出物（電樓梯間、梯廳兼緊急昇降機間、梯廳、水箱、消防水箱）等２０項。,鋼筋混凝土構造,106年12月20日,十四層,,持分移轉
RPVOMLLKJHNFFDF48EA,19,58.06,住家用,鋼筋混凝土造,88年2月3日,三十二層,二十五層 陽臺 花台,全筆移轉
