編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPUNMLLJKHIFFAO38CC,19,30.02,住家用,鋼筋混凝土造,83年3月23日,六層,
RPUNMLLJKHIFFAO38CC,19,30.02,共有部分,鋼筋混凝土造,83年3月23日,六層,
RPUNMLLJKHIFFAO38CC,19,30.02,共有部分,鋼筋混凝土造,83年3月23日,六層,
RPRNMLMJKHIFFAO18CC,21,79.21,住家用,鋼筋混凝土造,81年3月10日,六層,
RPVNMLOJKHIFFAO78CC,17,409.06,辦公室,鋼筋混凝土造,85年5月21日,十二層,
RPVNMLOJKHIFFAO78CC,17,55.16,共有部分,鋼筋混凝土造,85年5月21日,十二層,
RPVNMLOJKHIFFAO78CC,17,93.64,共有部分,鋼筋混凝土造,85年5月21日,十二層,
RPVQMLPJKHIFFAO66DC,1,45.20,集合住宅,鋼筋混凝土造,101年2月21日,十一層,
RPWQMLPJKHIFFAO76DC,21,24.26,住家用,鋼筋混凝土造,80年7月30日,十二層,
RPUNMLPJKHIFFAO78CC,24,147.20,住家用,鋼筋混凝土造,77年11月14日,四層,
RPWNMLQJKHIFFAO09CC,19,77.99,商業用,鋼骨鋼筋混凝土造,82年8月21日,二十三層,
RPWNMLQJKHIFFAO09CC,19,21.86,共有部分,鋼骨鋼筋混凝土造,82年8月21日,二十三層,
RPWNMLQJKHIFFAO09CC,19,1.10,共有部分,鋼筋混凝土造,83年3月1日,二十二層,
RPVSMLQJKHIFFAO86CC,27,94.19,住家用,鋼筋混凝土造,74年11月9日,五層,
RPWQMLQJKHIFFAO76CC,1,62.27,集合住宅,鋼筋混凝土造,101年2月21日,十一層,
RPSPMLRJKHIFFAO98CC,15,53.52,住家用,鋼筋混凝土造,87年6月23日,二十一層,
RPRPMLRJKHIFFAO88CC,,52.14,住家用,鋼筋混凝土造,,八層,
RPSRMLRJKHIFFAO56CC,17,83.72,住家用,鋼筋混凝土造,84年8月1日,五層,
RPTRMLRJKHIFFAO66CC,32,79.81,住家用,鋼筋混凝土造,70年1月9日,五層,
RPOPMLSJKHIFFAO68CC,8,35.23,集合住宅,鋼筋混凝土造,94年2月20日,四層,
