鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
西區,房地(土地+建物)+車位,台中市西區大隆路20號9樓之7A室,68.6,商,,,1020124,土地1建物1車位1,九層,14,辦公商業大樓,商業用,鋼筋混凝土造,0791110,182.67,0,0,0,無,有,無,28000,153,坡道機械,16.23,0,,RPTOMLOJKHIFFAB37CC
西區,房地(土地+建物),台中市西區三民路一段50巷8號6樓-51,2.0,其他,,,1020123,土地2建物1車位0,六層,19,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840113,26.14,1,0,1,有,有,有,3300,126,,0.0,0,,RPWOMLOJKHIFFAB67CC
西區,房地(土地+建物),台中市西區三民路一段50巷8號15樓-56,2.77,其他,,,1020107,土地2建物1車位0,十五層,19,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840113,36.07,1,0,1,有,有,有,4500,125,,0.0,0,,RPOPMLOJKHIFFAB96CC
西區,房地(土地+建物),台中市西區三民路一段50巷8號15樓-55,2.72,其他,,,1020107,土地2建物1車位0,十五層,19,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840113,35.47,1,0,1,有,有,有,4000,113,,0.0,0,,RPPPMLOJKHIFFAB07CC
北屯區,房地(土地+建物)+車位,台中市北屯區文心路四段821號20樓-13,5.08,住,,,1020201,土地1建物1車位1,二十層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850627,90.73,2,1,1,有,有,有,13000,143,坡道平面,0.0,0,,RPOOMLOJKHIFFBB96CC
北區,建物,台中市北區北屯路22-2號8樓之2,0.0,商,,,1020122,土地0建物1車位0,八層,8,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0680109,36.4,1,1,1,有,無,有,7000,192,,0.0,0,租金含管理費＄430元,RPRQMLPJKHIFFBB57CC
北區,建物,台中市北區五常街380號三樓之四十,0.0,商,,,1020115,土地0建物1車位0,三層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971128,28.33,1,1,1,有,有,有,7000,247,,0.0,0,,RPSQMLPJKHIFFBB67CC
北屯區,房地(土地+建物)+車位,台中市北屯區北屯路298巷6-6弄9號,53.0,住,,,1020123,土地1建物1車位1,全,4,透天厝,見其他登記事項,見其他登記事項,0930802,176.0,4,2,4,有,有,無,20000,114,一樓平面,0.0,0,,RPOTMLPJKHIFFBB57CC
北屯區,房地(土地+建物),台中市北屯區北平路三段98號,61.0,住,,,1020205,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0730620,215.03,6,2,3,有,無,無,30000,140,,0.0,0,租賃範圍1-4F,RPSTMLPJKHIFFBB97CC
西區,房地(土地+建物)+車位,台中市西區公益路349號11樓之11,12.68,住,,,1020125,土地1建物1車位1,十一層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830825,158.81,4,2,2,有,有,無,16000,101,坡道機械,0.0,0,,RPUOMLPJKHIFFAB57CC
南區,建物,台中市南區復興路二段71巷77弄53號,0.0,,,,1020220,土地0建物1車位1,三層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0830825,165.54,3,2,2,有,有,無,13000,79,坡道機械,0.0,0,,RPUPMLPJKHIFFAB67CC
中區,建物,台中市中區民權路164號17樓之25,0.0,商,,,1020119,土地0建物1車位0,十七層,28,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0860131,37.55,1,0,1,有,有,有,5000,133,,0.0,0,,RPVPMLPJKHIFFAB77CC
中區,建物,台中市中區民權路164號28樓之3,0.0,商,,,1020123,土地0建物1車位0,二十八層,28,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0860131,37.45,1,0,1,有,有,有,6000,160,,0.0,0,,RPWPMLPJKHIFFAB87CC
西屯區,建物,台中市西屯區西屯路二段247號六樓之10,0.0,商,,,1020110,土地0建物1車位1,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990201,73.68,1,1,1,有,有,有,18000,244,坡道機械,14.6,0,,RPUOMLPJKHIFFCB77CC
西屯區,建物,台中市西屯區弘孝路１６１號五樓之8,0.0,商,,,1020125,土地0建物1車位1,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990201,91.48,2,1,2,有,有,有,23000,251,坡道機械,14.6,0,,RPOPMLPJKHIFFCB27CC
西屯區,房地(土地+建物)+車位,台中市西屯區大容東街88號2樓之6,14.5,住,,,1020204,土地1建物1車位1,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960320,157.04000000000002,3,2,2,有,有,有,23000,146,坡道平面,26.62,0,,RPORMLPJKHIFFCB47CC
西屯區,建物,台中市西屯區台中港路二段５８之３號八樓之10,0.0,住,,,1020120,土地0建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951124,44.76,1,0,1,有,有,有,15000,335,坡道機械,11.71,0,租金含管理費＄1518元。,RPWRMLPJKHIFFCB28CC
西屯區,建物,台中市西屯區市政南一路１０號八樓之五,0.0,商,,,1020111,土地0建物1車位1,八層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960611,183.49,4,2,3,有,有,有,31000,169,坡道平面,24.82,0,,RPSSMLPJKHIFFCB97CC
神岡區,房地(土地+建物),台中市神岡區大漢街1巷46號,5585.83,住,,,1020220,土地1建物1車位0,全,7,透天厝,住商用,鋼筋混凝土造,0850202,113.66,2,2,2,有,無,有,9000,79,,0.0,0,,RPRNMLPJKHIFFAL18CC
潭子區,房地(土地+建物),台中市潭子區榮興街65號,22.3,住,,,1020128,土地1建物1車位0,見其他登記事項,12,店面(店鋪),住商用,鋼筋混凝土造,0820525,136.77,1,1,2,有,有,無,16000,117,,0.0,0,,RPWNMLPJKHIFFFL56CC
大里區,房地(土地+建物),台中市大里區永興路28巷17號2樓,20.46,住,,,1020201,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0720125,58.42999999999999,2,2,1,有,無,有,6500,111,,0.0,0,,RPVNMLPJKHIFFGL56CC
烏日區,房地(土地+建物),台中市烏日區高鐵路一段60號,90.37,住,,,1020201,土地1建物1車位0,五層,5,店面(店鋪),見其他登記事項,鋼筋混凝土造,0970522,237.41,4,4,4,有,無,無,23000,97,,0.0,0,,RPTPMLPJKHIFFGL56CC
南屯區,建物,台中市南屯區大英街197，197-1號,0.0,,,,1020316,土地0建物1車位0,二層,8,店面(店鋪),見其他登記事項,鋼筋混凝土造,0851024,608.1,0,0,0,無,無,有,57000,94,,0.0,0,,RPTRMLPJKHIFFCB08DC
南屯區,建物,台中市南屯區大富街95號,0.0,,,,1020215,土地0建物1車位0,四層,4,店面(店鋪),見其他登記事項,鋼筋混凝土造,0870602,165.12,4,2,3,有,有,無,28000,170,,0.0,0,,RPUSMLPJKHIFFCB28DC
西屯區,房地(土地+建物)+車位,台中市西屯區國安一路127號15-2樓,7.11,住,,,1020201,土地1建物1車位1,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991119,84.67,2,2,1,有,有,有,19500,230,坡道平面,13.89,0,車位租金已含總價,RPUOMLQJKHIFFCB87CC
西屯區,房地(土地+建物),台中市西屯區國安一路131號21樓之3,7.1,住,,,1011231,土地1建物1車位0,二十三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991119,93.05,2,1,1,有,有,有,20000,215,,0.0,0,,RPVOMLQJKHIFFCB97CC
西屯區,房地(土地+建物),台中市西屯區福星路586號,97.0,住,,,1020129,土地1建物1車位0,見其他登記事項,3,店面(店鋪),住商用,鋼筋混凝土造,0690822,249.16,0,0,0,無,無,無,80000,321,,0.0,0,,RPPTMLQJKHIFFCB87CC
西區,房地(土地+建物),台中市西區柳川東路110號,85.0,住,,,1020201,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,,231.87,6,2,4,有,無,無,26000,112,,0.0,0,,RPOQMLQJKHIFFAB27CC
北屯區,土地,昌平段425地號,709.95,住,,,1020116,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,40000,56,,0.0,0,出租後建築物由承租方起造起造完成後送交保存登記.含增建或未登記建物。,RPUNMLQJKHIFFBB67CC
北區,建物,台中市北區博館東街9巷6號,0.0,,,,1020201,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701022,94.22,3,1,1,有,無,有,10000,106,,0.0,0,,RPQQMLRJKHIFFBB67CC
北區,建物,台中市北區博館東街9巷8號1樓,0.0,,,,1020301,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701022,89.74,3,1,1,有,無,有,7500,84,,0.0,0,,RPRQMLRJKHIFFBB77CC
北區,房地(土地+建物),台中市北區漢口路四段66號11樓-8,9.48,其他,,,1020120,土地1建物1車位0,十一層,14,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850715,45.01,1,0,1,有,有,有,5500,122,,0.0,0,,RPORMLRJKHIFFBB57CC
西區,建物,台中市西區精誠路347號,0.0,住,,,1020109,土地0建物2車位0,一層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0801108,93.55,0,0,0,無,有,無,20000,214,,0.0,0,,RPXOMLRJKHIFFAB08CC
西區,建物,台中市西區精誠路349.351號,0.0,住,,,1020109,土地0建物4車位0,一層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0801108,149.73999999999998,0,0,0,無,有,無,44000,294,,0.0,0,,RPPPMLRJKHIFFAB37CC
大甲區,房地(土地+建物),台中市大甲區中山路一段466-3號,69.2,住,,,1020201,土地1建物1車位0,全,5,透天厝,見其他登記事項,鋼筋混凝土造,0821222,279.88,6,3,5,有,無,有,15000,54,,0.0,0,,RPQNMLRJKHIFFBL38CC
太平區,房地(土地+建物),台中市太平區樹德路15號,74.67,住,,,1020115,土地1建物1車位0,一層,4,店面(店鋪),見其他登記事項,鋼筋混凝土造,0750523,34.58,5,2,4,有,無,無,13500,390,,0.0,0,,RPTNMLSJKHIFFHL86DC
北屯區,房地(土地+建物),台中市北屯區松竹路2段383號,104.0,住,,,1020124,土地1建物1車位0,四層,4,店面(店鋪),見其他登記事項,鋼筋混凝土造,1000906,222.24,4,3,3,有,無,有,45000,202,,0.0,0,,RPTPMLSJKHIFFBB97CC
北屯區,房地(土地+建物),台中市北屯區山西路三段200號,4106.35,商,,,1020202,土地1建物1車位0,一層,15,店面(店鋪),見其他登記事項,鋼筋混凝土造,0990531,124.62,0,0,0,無,無,有,25000,201,,0.0,0,,RPWPMLSJKHIFFBB28CC
北區,房地(土地+建物),台中市北區進化北路317號6樓之7,5.75,商,,,1020203,土地2建物1車位0,六層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941208,66.53,0,0,0,無,有,有,13500,203,,0.0,0,,RPVRMLSJKHIFFBB38CC
西屯區,建物,台中市西屯區台中港路三段96-3號2樓,109.98,住,,,1020214,土地0建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0761231,72.41,1,1,1,有,無,有,10000,138,,0.0,0,,RPPNMLOKKHIFFCB17CC
南屯區,土地,永定段301地號,322.0,其他,,,1020201,土地2建物0車位0,,,廠辦,,,,0.0,0,0,0,有,無,有,28000,87,,0.0,0,,RPXNMLSKKHIFFCB38CC
西屯區,建物,台中市西屯區福科路933號3樓之1,16.2,住,,,1020116,土地0建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830712,138.83,4,2,2,有,有,有,13000,94,,0.0,0,,RPOOMLSKKHIFFCB57CC
西屯區,房地(土地+建物)+車位,台中市西屯區朝富路142之1號,65.01,住,,,1020210,土地1建物1車位1,一層,4,店面(店鋪),見其他登記事項,鋼筋混凝土造,0840414,245.11,0,0,0,無,有,無,39000,159,坡道平面,0.0,0,,RPSPMLSKKHIFFCB08CC
北屯區,建物,台中市北區天津路三段102號,656.0,,,,1020301,土地0建物1車位0,一層,5,店面(店鋪),見其他登記事項,鋼筋混凝土造,0900606,307.57,0,0,0,無,無,無,50000,163,,0.0,0,,RPPPMLSKKHIFFBB67CC
太平區,房地(土地+建物)+車位,台中市太平區長安五街26巷10號2樓,943.1,,鄉村區,乙種建築用地,1020207,土地1建物1車位1,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0841215,96.87,3,2,1,有,無,無,9000,93,一樓平面,39.14,0,,RPTNMLSKKHIFFHL96DC
大甲區,房地(土地+建物),台中市大甲區和平路2-6號2樓,38.67,住,,,1020210,土地1建物1車位0,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860513,83.54,3,2,1,有,無,有,10000,120,,0.0,0,,RPOOMLSKKHIFFBL48CC
龍井區,房地(土地+建物),台中市龍井區台中港路7之25號4樓,1.42,,鄉村區,乙種建築用地,1020123,土地1建物1車位0,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830702,58.72,3,2,3,有,無,有,16000,272,,0.0,0,,RPSPMLSKKHIFFCL09CC
梧棲區,房地(土地+建物),台中市梧棲區中正路166巷49弄3號,80.0,住,,,1020201,土地1建物1車位0,全,3,透天厝,見其他登記事項,鋼筋混凝土造,0831116,163.8,4,3,3,有,無,無,10000,61,,0.0,0,,RPVPMLTKKHIFFCL86CC
沙鹿區,房地(土地+建物),台中市沙鹿區中山路53巷21號,846.0,其他,,,1020223,土地2建物1車位0,全,2,透天厝,住家用,見其他登記事項,0640420,57.49,3,1,3,有,無,無,9000,157,,0.0,0,,RPXPMLTKKHIFFCL07CC
神岡區,土地,北庄段172地號,408.0,農,特定農業區,農牧用地,1020201,土地1建物0車位0,,,工廠,,,,0.0,0,0,0,無,無,無,31000,,,0.0,0,,RPPNMLTKKHIFFAL48CC
神岡區,土地,北庄段172地號,120.0,農,特定農業區,農牧用地,1020205,土地1建物0車位0,,,工廠,,,,0.0,0,0,0,無,無,無,7000,,,0.0,0,租賃土地上未保存建物，租金不含土地。,RPQNMLTKKHIFFAL58CC
北屯區,房地(土地+建物),台中市北屯區旅順路一段198號4樓,19.23,住,,,1020201,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760909,96.05,2,2,2,有,無,無,6500,68,,0.0,0,,RPTOMLTKKHIFFBB18DC
西屯區,房地(土地+建物),台中市西屯區惠安巷52號,202.0,住,,,1020216,土地1建物1車位0,全,2,透天厝,住家用,見其他登記事項,0620525,157.44,7,3,3,有,無,無,30000,191,,0.0,0,,RPWOMLTKKHIFFCB58DC
太平區,房地(土地+建物),台中市太平區宜昌路322號3樓,5.02,住,,,1020126,土地1建物1車位0,三層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0821231,37.09,1,1,1,有,有,有,4000,108,,0.0,0,,RPVNMLTKKHIFFHL27DC
太平區,房地(土地+建物),台中市太平區宜昌路330號3樓,8.27,住,,,1020125,土地1建物1車位0,三層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0821231,101.69,3,1,2,有,有,無,8000,79,,0.0,0,,RPOOMLTKKHIFFHL66DC
梧棲區,房地(土地+建物),台中市梧棲區文昌路20巷6號,388.0,農,,,1020219,土地1建物1車位0,一層,1,廠辦,住家用,鋼造,0830526,73.6,0,0,0,無,無,無,23000,313,,0.0,0,,RPUPMLTKKHIFFCL86DC
北屯區,房地(土地+建物),台中市北屯區中清路114-29號,7.2,住,,,1020203,土地1建物1車位0,三層,3,套房(1房1廳1衛),住家用,鋼筋混凝土加強磚造,0570930,12.5,1,1,1,有,無,有,7800,624,,0.0,0,,RPPRMLTKKHIFFBB97CC
西屯區,房地(土地+建物),台中市西屯區工業區一路98巷23號3樓之2,20.35,住,,,1020201,土地1建物1車位0,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840110,122.52,2,2,2,有,無,無,10000,82,,0.0,0,,RPPOMLTKKHIFFCB77CC
西屯區,房地(土地+建物),台中市西屯區西屯路二段29巷1-5號,3.0,住,,,1020119,土地1建物1車位0,五層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0711029,19.8,1,1,1,有,無,有,6300,318,,0.0,0,,RPWPMLTKKHIFFCB58CC
西屯區,房地(土地+建物),台中市西屯區西屯路二段29巷1-5號,3.0,住,,,1020128,土地1建物1車位0,五層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0711029,19.8,1,1,1,有,無,有,7000,354,,0.0,0,,RPXPMLTKKHIFFCB68CC
西屯區,房地(土地+建物),台中市西屯區西屯路二段29巷1-5號,3.0,住,,,1020125,土地1建物1車位0,五層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0711029,19.8,1,1,1,有,無,有,7000,354,,0.0,0,,RPOQMLTKKHIFFCB87CC
西屯區,房地(土地+建物),台中市西屯區福星路230-4號5F,3.8,住,,,1020202,土地1建物1車位0,五層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0770727,13.6,1,1,1,有,無,有,2950,217,,0.0,0,,RPPQMLTKKHIFFCB97CC
西屯區,房地(土地+建物),台中市西屯區福星路230-1號2F,3.8,住,,,1020201,土地1建物1車位0,二層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0770727,13.6,1,1,1,有,無,有,2800,206,,0.0,0,,RPRQMLTKKHIFFCB18CC
西屯區,房地(土地+建物),台中市西屯區中清西二街45號6F,2.77,住,,,1020201,土地1建物1車位0,六層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0790725,19.98,1,1,1,有,無,有,6300,315,,0.0,0,,RPTQMLTKKHIFFCB38CC
西屯區,房地(土地+建物),台中市西屯區大墩十八街183號6樓之5,13.55,住,,,1020207,土地1建物1車位0,六層,21,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0861121,154.47,4,2,2,有,有,無,15000,97,,0.0,0,,RPRNMLKLKHIFFCB07CC
南屯區,房地(土地+建物),台中市南屯區大墩十街262號5樓-4,14.39,住,,,1020210,土地1建物1車位0,五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830721,201.89999999999998,4,2,2,有,有,無,25000,124,,0.0,0,,RPUNMLKLKHIFFCB37CC
南屯區,房地(土地+建物),台中市南屯區大墩十街266號15樓-2,11.99,住,,,1020210,土地1建物1車位0,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830721,164.03,3,2,2,有,有,無,22000,134,,0.0,0,,RPRPMLKLKHIFFCB27CC
南屯區,房地(土地+建物),台中市南屯區大墩十街262號14樓之一,20.91,住,,,1020210,土地1建物1車位0,十四層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830721,205.95,4,2,2,有,有,無,24000,117,,0.0,0,,RPSPMLKLKHIFFCB37CC
南屯區,土地,山子腳段269-30地號,2384.0,農,,,1020121,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,150000,63,,0.0,0,土地分租約360坪建物約280坪含增建或未登記建物。,RPTPMLKLKHIFFCB47CC
北屯區,建物,台中市北屯區昌平路一段21巷6號10樓之2,13.36,,,,1020201,土地0建物1車位0,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871204,123.76,3,2,2,有,無,有,10000,81,,0.0,0,,RPWOMLKLKHIFFBB57CC
西區,房地(土地+建物)+車位,台中市西區大忠街36號,36.06,住,,,1020207,土地1建物1車位1,,16,其他,住商用,鋼筋混凝土造,0830614,209.76,1,2,2,有,有,有,27500,131,升降機械,0.0,0,,RPSNMLKLKHIFFAB96CC
西區,建物,台中市西區明義街79號,83.53,商,,,1020301,土地0建物0車位0,全,5,透天厝,見其他登記事項,鋼筋混凝土造,0960523,83.53,0,0,1,有,無,無,55000,658,,0.0,0,,RPQOMLKLKHIFFAB86CC
豐原區,建物,台中市豐原區中政路749巷22弄16號2F-1,20.45,住,,,1020219,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,0721103,86.4,3,1,1,有,無,無,7000,81,,0.0,0,,RPRNMLKLKHIFFAL87CC
大雅區,房地(土地+建物),台中市大雅區中山路316號,1222.94,工,,,1020125,土地2建物1車位0,一層,1,廠辦,見其他登記事項,鋼筋混凝土造,0851130,662.95,0,0,0,無,無,無,100000,151,,0.0,0,,RPTNMLKLKHIFFFL58CC
東勢區,房地(土地+建物),台中市東勢區忠孝街9號,24.6,商,,,1020201,土地1建物0車位0,四層,5,公寓(5樓含以下無電梯),住商用,鋼筋混凝土加強磚造,0550525,24.6,11,0,4,有,無,有,5000,203,,0.0,0,,RPRNMLLLKHIFFEL38CC
西區,房地(土地+建物),台中市西區忠明南路303號12樓之4,8.66,住,,,1020301,土地1建物1車位0,十二層,27,辦公商業大樓,商業用,鋼筋混凝土造,0800119,131.99,0,0,0,無,有,無,17000,129,,0.0,0,,RPRNMLLLKHIFFAB96CC
西區,房地(土地+建物)+車位,台中市西區台中港路一段160號8樓之3,11.3,住,,,1020220,土地1建物1車位1,八層,37,辦公商業大樓,見其他登記事項,見其他登記事項,0800402,262.53,0,0,0,無,有,無,52640,201,坡道平面,36.79,0,,RPTNMLLLKHIFFAB17CC
南區,房地(土地+建物),台中市南區復興路一段４６９號,47.0,商,,,1020202,土地1建物1車位0,全,2,透天厝,商業用,見其他登記事項,0550105,91.44,0,0,0,無,無,無,22000,241,,0.0,0,,RPVPMLLLKHIFFAB57CC
北屯區,房地(土地+建物),台中市北屯區松竹路二段107巷66之7號2樓,39.02,住,,,1020301,土地1建物1車位0,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820803,118.94,3,2,1,有,有,有,12000,101,,0.0,0,,RPTPMLLLKHIFFBB47CC
北屯區,房地(土地+建物),台中市北屯區松竹路二段107巷66之7號2樓,39.02,住,,,1020301,土地1建物1車位0,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820803,118.94,3,2,1,有,有,有,12000,101,,0.0,0,,RPUPMLLLKHIFFBB57CC
北屯區,建物,台中市北屯區陳平路６０巷１３號,0.0,住,,,1020127,土地0建物1車位1,一層,6,店面(店鋪),商業用,鋼筋混凝土造,0800718,139.35,2,1,1,有,有,無,16000,115,升降平面,13.7,0,,RPVPMLLLKHIFFBB67CC
西屯區,房地(土地+建物),台中市西屯區台中港路三段123號12樓之1,8.14,住,,,1020221,土地1建物1車位0,十二層,28,辦公商業大樓,見其他登記事項,見其他登記事項,0810701,47.92,0,0,0,無,無,無,16000,334,,0.0,0,,RPQNMLLLKHIFFCB07CC
