鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
壽豐鄉,土地,大坪段928-1地號,2890.18,,一般農業區,農牧用地,1020115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8130000,2813,,0.0,0,,RPQNMLPJKHIFFAU78CA,0.0,0.0,0.0,,
花蓮市,土地,石壁段1244-1地號,3078.1,,一般農業區,農牧用地,1020116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3450000,1121,,0.0,0,,RPRNMLPJKHIFFAU88CA,0.0,0.0,0.0,,
花蓮市,土地,民德段593-6地號,4.0,住,,,1020123,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,223850,55963,,0.0,0,,RPTNMLPJKHIFFAU09CA,0.0,0.0,0.0,,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉吉昌三街２２９號,93.0,住,,,1020116,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0850321,200.91,1,3,3,有,無,3600000,17918,,0.0,0,,RPUNMLOJKHIFFAU09CA,167.95,11.22,21.74,,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉荳蘭五街８巷２號,85.0,住,,,1020128,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,0671227,89.42,3,1,3,有,無,4750000,53120,,0.0,0,,RPXPMLPJKHIFFAU07CA,89.42,0.0,0.0,,
花蓮市,房地(土地+建物),花蓮縣花蓮巿國興五街１５２號五樓之三,20.54,住,,,1020128,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820618,108.72,3,1,2,有,有,3100000,28514,,0.0,0,,RPPNMLTKKHIFFAU56CA,73.56,0.0,11.43,,
花蓮市,房地(土地+建物),花蓮縣花蓮巿民樂二街１１之４號,77.7,住,,,1011120,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691103,105.86,3,2,2,有,無,1900000,17948,,0.0,0,,RPQNMLTKKHIFFAU66CA,99.35,0.0,0.0,,
新城鄉,房地(土地+建物),花蓮縣新城鄉北三棧１２２之６號,2024.63,,一般農業區,農牧用地,1020121,土地1建物1車位0,一層，二層，三層，屋頂突出物，見其他登記事項,三層,農舍,農舍,鋼筋混凝土造,1011219,250.68,4,2,3,有,無,12000000,,,0.0,0,,RPUNMLTKKHIFFAU07CA,237.71,0.0,12.97,,
吉安鄉,土地,光華段二小段122-7地號,234.65,,工業區,丁種建築用地,1020123,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4930000,21010,,0.0,0,,RPPNMLKLKHIFFAU38CA,0.0,0.0,0.0,,
新城鄉,土地,康樂段55地號,14104.28,,一般農業區,農牧用地,1020105,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,20900000,1482,,0.0,0,,RPSOMLMLKHIFFAU98CA,0.0,0.0,0.0,,
吉安鄉,土地,慶豐段1819地號,333.0,住,,,1020122,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,14900000,44745,,0.0,0,,RPSNMLLJLHIFFAU68CA,0.0,0.0,0.0,,
