鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮中山路一段３４０號,71.63,住,,,1020125,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0570216,75.56,3,1,1,有,無,3100000,41027,,0.0,0,,RPQNMLOJKHIFFAG27CA,75.56,0.0,0.0,,
冬山鄉,房地(土地+建物),宜蘭縣五結鄉安和路３５巷３號,142.98,,特定農業區,甲種建築用地,1020118,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0811104,161.51,0,0,3,無,無,5800000,35911,,0.0,0,,RPPNMLPJKHIFFAG27CA,142.87,14.79,3.85,,
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮純精路一段２號,40.39,商,,,1020106,土地1建物1車位0,一層，騎樓，夾層,五層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0871117,158.42000000000002,0,0,2,無,無,10000000,63123,,0.0,0,,RPQNMLPJKHIFFAG37CA,110.43,9.75,0.0,,
冬山鄉,土地,義成八段1327-4地號,658.88,,鄉村區,乙種建築用地,1011230,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12700000,19275,,0.0,0,,RPXOMLPJKHIFFAG18CA,0.0,0.0,0.0,,
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮重陽街９９號三樓之５,24.02,住,,,1020121,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850521,103.68,3,2,2,有,無,2800000,27006,,0.0,0,,RPOPMLQJKHIFFAG47CA,59.87,0.0,6.85,,
羅東鎮,土地,東光段1467-6地號,44.5,住,,,1011228,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5384500,121000,,0.0,0,含增建或未登記建物。,RPPPMLRJKHIFFAG67CA,0.0,0.0,0.0,,
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮大同路５９號三樓之１,18.69,住,,,1020116,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850217,104.61,3,2,2,有,有,3300000,31546,,0.0,0,,RPOPMLSJKHIFFAG67CA,92.62,0.0,5.28,,
三星鄉,土地,尚義段886地號,523.0,,特定農業區,農牧用地,1020124,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1900000,3633,,0.0,0,,RPVOMLKLKHIFFAG67CA,0.0,0.0,0.0,,
宜蘭市,房地(土地+建物),宜蘭縣宜蘭巿縣政一街９６巷１６弄１１號,139.3,住,,,1020103,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0950612,209.23,5,2,5,有,無,8700000,41581,,0.0,0,,RPTNMLMJKHIFFBG47CA,196.04,0.0,13.19,,
宜蘭市,房地(土地+建物),宜蘭縣宜蘭巿昇平街1號,52.24,商,,,1020111,土地1建物1車位0,一層，二層，三層，騎樓,三層,店面(店鋪),住商用,鋼筋混凝土造,0940829,126.51,3,1,5,有,無,16500000,130424,,0.0,0,,RPWOMLOJKHIFFBG08CA,126.51,0.0,0.0,,
壯圍鄉,土地,中興段550-1地號,2129.0,,特定農業區,農牧用地,1020124,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3500000,1644,,0.0,0,,RPPNMLPJKHIFFBG37CA,0.0,0.0,0.0,,
宜蘭市,土地,建業段571地號,154.15,住,,,1011228,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5828750,37812,,0.0,0,,RPPNMLQJKHIFFBG47CA,0.0,0.0,0.0,,
宜蘭市,房地(土地+建物),宜蘭縣宜蘭巿自強新路１０５號四樓,27.61,住,,,1020129,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831007,123.02,3,1,2,有,無,3350000,27231,,0.0,0,,RPQNMLQJKHIFFBG57CA,0.0,0.0,0.0,,
壯圍鄉,房地(土地+建物),宜蘭縣壯圍鄉壯濱路一段８２號,102.2,,一般農業區,甲種建築用地,1020116,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0701230,125.64,2,1,2,有,無,3000000,23878,,0.0,0,,RPVNMLSJKHIFFBG28CA,125.64,0.0,0.0,,
員山鄉,房地(土地+建物),宜蘭縣員山鄉大鬮路４１之７號,1783.24,,特定農業區,農牧用地,1020117,土地1建物1車位0,一層，二層,二層,農舍,農舍,鋼筋混凝土造,0980715,269.95,4,1,4,有,無,23500000,,,0.0,0,,RPUNMLSKKHIFFBG28CA,246.62,17.55,5.78,,
宜蘭市,房地(土地+建物),宜蘭縣宜蘭巿泰山路100巷21號,27.37,住,,,1020107,土地1建物1車位0,二層，騎樓，一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0851004,142.93,3,2,2,有,無,6160000,43098,,0.0,0,,RPRNMLKLKHIFFBG27CA,0.0,0.0,0.0,,
