鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
大湖鄉,土地,大窩段132地號,32033.73,,山坡地保育區,農牧用地,1020116,土地11建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5000000,156,,0.0,0,,RPTNMLRJKHIFFAK28CA,0.0,0.0,0.0,,
獅潭鄉,土地,桂竹林段218-116地號,508.0,,山坡地保育區,林業用地,1020121,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1060000,2087,,0.0,0,,RPSNMLRLKHIFFAK38CA,0.0,0.0,0.0,,
公館鄉,土地,北河段431-70地號,2000.0,農,山坡地保育區,林業用地,1020128,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,230000,115,,0.0,0,,RPPOMLOJKHIFFBK77CA,0.0,0.0,0.0,,
公館鄉,土地,公館段966-2地號,79.0,農,特定農業區,農牧用地,1020116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,930000,11772,,0.0,0,,RPQOMLOJKHIFFBK87CA,0.0,0.0,0.0,,
公館鄉,土地,福基段547-25地號,1262.0,農,山坡地保育區,農牧用地,1020101,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4280000,3391,,0.0,0,買賣雙方自行簽訂契約後委託代理人辦理產權移轉.總價含地上未保存建物乙棟面積約147.86平方公尺,RPQNMLPJKHIFFBK87CA,0.0,0.0,0.0,,
苗栗市,土地,北苗段562地號,2.8,住,,,1020127,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,169400,60500,,0.0,0,共有人承購,RPROMLQJKHIFFBK18CA,0.0,0.0,0.0,,
苗栗市,房地(土地+建物),苗栗縣苗栗巿新英里８鄰新英７０之２４號,29.67,住,鄉村區,乙種建築用地,1020118,土地2建物1車位0,一層,一層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,57.85,2,1,1,有,無,600000,10372,,0.0,0,,RPSOMLQJKHIFFBK28CA,57.85,0.0,0.0,,
公館鄉,土地,石墻段949地號,2876.75,農,特定農業區,農牧用地,1011130,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4100004,1425,,0.0,0,,RPRNMLRJKHIFFBK18CA,0.0,0.0,0.0,,
苗栗市,土地,嘉福段88-3地號,88.21,住,,,1011230,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3100000,35143,,0.0,0,,RPQNMLPLKHIFFBK08CA,0.0,0.0,0.0,,
苑裡鎮,房地(土地+建物),苗栗縣苑裡鎮苑北里６鄰中山路２９２號,90.68,住,,,1020118,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1011025,180.2,3,1,2,有,無,9700000,53829,,0.0,0,,RPSNMLNJKHIFFCK97CA,180.2,0.0,0.0,,
苑裡鎮,土地,南山段1118地號,6234.16,,特定農業區,農牧用地,1020118,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,15558129,2496,,0.0,0,,RPTNMLNJKHIFFCK08CA,0.0,0.0,0.0,,
通霄鎮,土地,內湖東段973地號,53.69,住,一般農業區,丙種建築用地,1020130,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,180000,3353,,0.0,0,,RPOOMLQJKHIFFCK97CA,0.0,0.0,0.0,,
竹南鎮,房地(土地+建物),苗栗縣竹南鎮山佳里２９鄰龍山路三段２００巷５弄１８號四樓,9.88,住,,,1020118,土地1建物1車位0,四層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0950830,33.67,1,0,1,有,有,1200000,35640,,0.0,0,,RPTOMLLJKHIFFDK08CA,20.22,0.0,2.1,,
造橋鄉,房地(土地+建物),苗栗縣造橋鄉造橋鄉大西村2鄰車坪63號,87.82,其他,山坡地保育區,丙種建築用地,1020117,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0840801,177.78,4,2,3,有,無,2800000,15750,,0.0,0,,RPRNMLOJKHIFFDK08CA,171.69,0.0,6.09,,
竹南鎮,土地,竹南段一小段549-8地號,249.67,住,,,1011023,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6400000,25634,,0.0,0,,RPTNMLOJKHIFFDK28CA,0.0,0.0,0.0,,
竹南鎮,土地,文化段1079地號,171.04,住,,,1020112,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10500000,61389,,0.0,0,,RPQNMLPJKHIFFDK08CA,0.0,0.0,0.0,,
後龍鎮,土地,龍富段586地號,580.61,住,,,1020123,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,21470000,36978,,0.0,0,,RPUNMLPJKHIFFDK48CA,0.0,0.0,0.0,,
竹南鎮,房地(土地+建物),苗栗縣竹南鎮大埔里２１鄰公義路７３９號,315.0,,特定農業區,特定目的事業用地,1011224,土地1建物1車位0,全,二層,透天厝,農舍,加強磚造,0710713,235.6,3,2,2,有,無,200000,849,,0.0,0,親友、員工或其他特殊關係間之交易。,RPUOMLRLKHIFFDK98CA,218.82,0.0,16.76,,
造橋鄉,房地(土地+建物),苗栗縣造橋鄉大西村１４鄰大坪６之１９號,163.87,,山坡地保育區,丙種建築用地,1020109,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1011012,160.21,4,2,3,有,無,5280000,32957,,0.0,0,,RPQNMLOJLHIFFDK08CA,140.28,1.47,18.46,,
三義鄉,土地,聖王段817地號,255.43,其他,山坡地保育區,丙種建築用地,1011217,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,400000,1566,,0.0,0,,RPRNMLOJKHIFFEK18CA,0.0,0.0,0.0,,
三義鄉,土地,魚藤坪段392地號,246.0,其他,山坡地保育區,林業用地,1020124,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,120000,488,,0.0,0,,RPSNMLOJKHIFFEK28CA,0.0,0.0,0.0,,
銅鑼鄉,土地,九湖段785-10地號,1862.0,,特定農業區,農牧用地,1020117,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1500000,806,,0.0,0,親友、員工或其他特殊關係間之交易。且該筆土地位於中央地帶無法連接至道路,RPPNMLPJKHIFFEK08CA,0.0,0.0,0.0,,
三義鄉,土地,三叉段274-74地號,3853.0,,森林區,林業用地,1011230,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6063461,1574,,0.0,0,,RPRNMLPJKHIFFEK28CA,0.0,0.0,0.0,,
三義鄉,房地(土地+建物),苗栗縣三義鄉勝興村歐香新城10-1號,103.38,,山坡地保育區,丙種建築用地,1020110,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0830112,161.6,3,2,3,有,無,3200000,19802,,0.0,0,,RPSNMLPJKHIFFEK38CA,150.3,11.3,0.0,,
三義鄉,土地,聖王段1328地號,543.79,農,特定農業區,農牧用地,1020102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2050000,3770,,0.0,0,,RPWNMLPJKHIFFEK78CA,0.0,0.0,0.0,,
