鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
中和區,房地(土地+建物)+車位,新北市中和區景平路    景安南華  Ａ２棟３樓,17.56,住,,,1020127,土地1建物1車位1,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.39,3,2,2,有,無,19230000,138475,其他,9.63,1400000,,RPUPMLMLMHIFFHF78CB
中和區,房地(土地+建物)+車位,新北市中和區景平路    景安南華  Ａ２棟７樓,17.56,住,,,1011223,土地1建物1車位1,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.39,3,2,2,有,無,19580000,141193,其他,9.63,1400000,,RPPQMLMLMHIFFHF38CB
中和區,房地(土地+建物)+車位,新北市中和區景平路 景安南華 A2棟8樓,17.44,住,,,1011220,土地1建物1車位1,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.39,3,2,2,有,無,19750000,142513,其他,9.63,1400000,,RPQQMLMLMHIFFHF48CB
中和區,房地(土地+建物)+車位,新北市中和區景平路    景安南華  Ａ２棟１０樓,17.56,住,,,1011220,土地1建物1車位1,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.39,3,2,2,有,無,20400000,147561,其他,9.63,1400000,,RPSQMLMLMHIFFHF68CB
中和區,房地(土地+建物)+車位,新北市中和區景平路    景安南華  Ａ２棟１３樓,17.56,住,,,1020131,土地1建物1車位1,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.39,3,2,2,有,無,20860000,151134,其他,9.63,1400000,,RPTQMLMLMHIFFHF78CB
中和區,房地(土地+建物)+車位,新北市中和區景平路    景安南華  Ｂ１棟１２樓,16.95,住,,,1020115,土地1建物1車位1,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.14,3,2,2,有,無,21000000,154138,其他,9.63,1500000,,RPTRMLMLMHIFFHF88CB
中和區,房地(土地+建物)+車位,新北市中和區景平路    景安南華  Ｂ２棟４樓,16.95,住,,,1020216,土地1建物1車位1,四層,0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.14,3,2,2,有,無,19500000,142281,其他,9.63,1500000,,RPWRMLMLMHIFFHF56CB
中和區,房地(土地+建物)+車位,新北市中和區景平路    ４２７號  Ｂ２－６Ｆ,16.93,住,,,1011217,土地1建物1車位1,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.14,3,2,2,有,無,20300000,148605,其他,9.63,1500000,,RPXRMLMLMHIFFHF66CB
中和區,房地(土地+建物)+車位,新北市中和區景平路    景安南華  Ｂ２棟９樓,18.68,住,,,1011222,土地1建物1車位1,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.14,3,2,2,有,無,20900000,152557,其他,9.63,1600000,,RPOSMLMLMHIFFHF48CB
中和區,房地(土地+建物)+車位,新北市中和區景平路    景安南華  Ｂ２棟１１樓,16.95,住,,,1020110,土地1建物1車位1,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.14,3,2,2,有,無,21440000,155561,其他,9.63,1760000,,RPPSMLMLMHIFFHF58CB
中和區,房地(土地+建物)+車位,新北市中和區景平路    景安南華  Ｂ２棟１２樓,16.95,住,,,1020115,土地1建物1車位1,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.14,3,2,2,有,無,21000000,154138,其他,9.63,1500000,,RPQSMLMLMHIFFHF68CB
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路三段18號二樓,19.66,住,,,1010704,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,206.52,4,2,2,有,無,10000000,48421,坡道平面,18.0,0,,RPWOMLNLMHIFFEF78DB
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路三段18號三樓,19.66,住,,,1010420,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,219.64,4,2,2,有,無,10010000,45358,坡道平面,21.0,1000000,,RPPPMLNLMHIFFEF18DB
中和區,房地(土地+建物),新北市中和區景平路    景安南華  Ａ１棟１３樓,19.9,住,,,1020131,土地1建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),住家用,,,146.28,3,2,2,有,無,22500000,153815,,0.0,0,,RPUOMLQLMHIFFHF09CB
中和區,房地(土地+建物),新北市中和區景平路    景安南華  Ａ２棟４樓,17.56,住,,,1020131,土地1建物1車位0,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.76,3,2,2,有,無,17500000,135912,,0.0,0,,RPVOMLQLMHIFFHF56CB
中和區,房地(土地+建物),新北市中和區景平路    景安南華  Ａ２棟５樓,17.56,住,,,1020117,土地1建物1車位0,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.76,3,2,2,有,無,18250000,141737,,0.0,0,,RPWOMLQLMHIFFHF66CB
中和區,房地(土地+建物),新北市中和區景平路    景安南華  Ａ２棟６樓,17.56,住,,,1020109,土地1建物1車位0,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.76,3,2,2,有,無,18680000,145076,,0.0,0,,RPXOMLQLMHIFFHF76CB
中和區,房地(土地+建物),新北市中和區景平路    景安南華  Ａ２棟玖樓,17.56,住,,,1011228,土地1建物1車位0,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.76,3,2,2,有,無,18700000,145231,,0.0,0,,RPPPMLQLMHIFFHF68CB
中和區,房地(土地+建物),新北市中和區景平路    景安南華  Ｂ１棟２樓,16.95,住,,,1020208,土地1建物1車位0,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.51,3,2,2,有,無,18880000,149237,,0.0,0,,RPQPMLQLMHIFFHF78CB
中和區,房地(土地+建物),新北市中和區景平路    景安南華  Ｂ１棟３樓,16.95,住,,,1020124,土地1建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.51,3,2,2,有,無,17750000,140305,,0.0,0,,RPRPMLQLMHIFFHF88CB
中和區,房地(土地+建物),新北市中和區景平路    ４２３號旁  Ｂ１棟４樓,16.84,住,,,1011129,土地1建物1車位0,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.51,3,2,2,有,無,18300000,144653,,0.0,0,,RPUPMLQLMHIFFHF56CB
中和區,房地(土地+建物)+車位,新北市中和區景平路    景安南華  Ｂ１棟６Ｆ,16.93,住,,,1011202,土地1建物1車位1,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.51,3,2,2,有,無,19700000,155715,其他,9.63,1500000,,RPVPMLQLMHIFFHF66CB
中和區,房地(土地+建物),新北市中和區景平路    景安南華  Ｂ１棟玖樓,16.95,住,,,1011227,土地1建物1車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.51,3,2,2,有,無,18950000,149791,,0.0,0,,RPWPMLQLMHIFFHF76CB
中和區,房地(土地+建物),新北市中和區景平路    景安南華  Ｂ１棟１１樓,16.95,住,,,1020129,土地1建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.51,3,2,2,有,無,19990000,158011,,0.0,0,,RPXPMLQLMHIFFHF86CB
中和區,房地(土地+建物),新北市中和區景平路    景安南華  Ｂ２棟２樓,16.95,住,,,1020204,土地1建物1車位0,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.51,3,2,2,有,無,18000000,142281,,0.0,0,,RPOQMLQLMHIFFHF68CB
中和區,房地(土地+建物),新北市中和區景平路    景安南華  Ｂ２棟３樓,16.95,住,,,1020202,土地1建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.51,3,2,2,有,無,17800000,140700,,0.0,0,,RPPQMLQLMHIFFHF78CB
