鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
泰山區,房地(土地+建物)+車位,新北市新莊區信華段一小段24地號等2筆,19.26,住,,,1020204,土地2建物1車位1,二層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.74,2,2,1,有,無,12010000,102855,坡道平面,32.96,1850000,,RPQSMLQLKHIFFBF28CB
泰山區,房地(土地+建物)+車位,新北市泰山區信華段一小段0024-0000地號等2筆,19.09,住,,,1011120,土地2建物1車位1,四層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.8,2,2,1,有,無,11950000,102185,坡道平面,32.96,1850000,,RPRSMLQLKHIFFBF38CB
中和區,房地(土地+建物)+車位,新北市中和區景新街,11.4,住,,,1020117,土地1建物1車位1,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,114.7,2,2,1,有,無,12100000,109424,坡道機械,13.26,1000000,,RPQPMLQLKHIFFHF58CB
中和區,房地(土地+建物)+車位,新北市中和區景新街,17.54,住,,,1011109,土地1建物1車位1,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,171.78,4,2,2,有,無,18250000,106296,坡道機械,13.26,1400000,,RPTPMLQLKHIFFHF88CB
中和區,房地(土地+建物)+車位,新北市中和區景新街,11.4,住,,,1011007,土地1建物1車位1,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,114.68,2,2,1,有,無,12700000,114376,坡道機械,13.26,1100000,,RPUPMLQLKHIFFHF98CB
中和區,房地(土地+建物)+車位,新北市中和區景新街,14.69,住,,,1010811,土地1建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.83,3,2,2,有,無,17300000,117412,坡道平面,26.52,2000000,,RPWPMLQLKHIFFHF56CB
中和區,房地(土地+建物)+車位,新北市中和區景新街,14.47,住,,,1011013,土地1建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,143.57,3,2,2,有,無,15000000,106669,坡道機械,13.26,1100000,售價包含裝潢62萬或家電。,RPXPMLQLKHIFFHF66CB
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段401巷68號9樓,18.2,住,,,1010924,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.98,3,2,2,有,無,9200000,61547,坡道機械,18.5,800000,,RPPPMLOJLHIFFEF97DB
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段401巷68號10樓,18.2,住,,,1011026,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.98,3,2,2,有,無,8750000,59716,坡道機械,18.5,600000,,RPRPMLOJLHIFFEF18DB
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段401巷72號11樓,25.86,住,,,1010407,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,221.61,4,2,2,有,無,12500000,59221,坡道平面,30.8,1200000,,RPSPMLOJLHIFFEF28DB
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段401巷66號2樓,14.47,住,,,1010719,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,124.43,2,2,2,有,無,6950000,59945,坡道機械,18.5,600000,,RPTPMLOJLHIFFEF38DB
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段401巷66號11樓,15.26,住,,,1010617,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.48,2,2,2,有,無,7500000,60371,坡道機械,20.5,800000,,RPUPMLOJLHIFFEF48DB
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段401巷62號11樓,18.14,住,,,1010916,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.16,3,2,2,有,無,9200000,62976,坡道機械,17.6,600000,,RPVPMLOJLHIFFEF58DB
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段401巷66號12樓,15.25,住,,,1010701,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.48,2,2,2,有,無,7390000,61182,坡道機械,20.5,600000,,RPWPMLOJLHIFFEF68DB
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段401巷68號4樓,17.02,住,,,1010925,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,145.78,3,2,2,有,無,7820000,57232,坡道機械,20.5,650000,,RPXPMLOJLHIFFEF78DB
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段401巷62號7樓,18.39,住,,,1010612,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.06,3,2,2,有,無,9170000,61292,坡道機械,20.5,800000,,RPOQMLOJLHIFFEF97DB
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段401巷62號9樓,19.24,住,,,1010827,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.36,3,2,2,有,無,9460000,60486,坡道平面,30.8,1200000,,RPPQMLOJLHIFFEF08DB
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段401巷66號8樓,16.11,住,,,1010318,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.78,2,2,2,有,無,7600000,58119,坡道平面,30.8,1150000,,RPQQMLOJLHIFFEF18DB
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段401巷70號8樓,24.78,住,,,1011001,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,212.58,4,2,2,有,無,12000000,57708,坡道機械,18.5,800000,,RPRQMLOJLHIFFEF28DB
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段401巷68號5樓,17.69,住,,,1011010,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.98,3,2,2,有,無,8820000,60229,坡道機械,18.5,600000,,RPSQMLOJLHIFFEF38DB
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段401巷68號7樓,18.2,住,,,1011010,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.98,3,2,2,有,無,8800000,60082,坡道機械,18.5,600000,,RPTQMLOJLHIFFEF48DB
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段401巷66號7樓,14.56,住,,,1010503,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,129.48,2,2,2,有,無,7280000,59290,坡道機械,18.5,700000,,RPUQMLOJLHIFFEF58DB
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段401巷62號5樓,18.22,住,,,1010924,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.06,3,2,2,有,無,9100000,60779,坡道機械,18.5,800000,,RPVQMLOJLHIFFEF68DB
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段401巷66號13樓,15.08,住,,,1010505,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,129.48,2,2,2,有,無,7380000,60191,坡道機械,18.5,700000,,RPXQMLOJLHIFFEF88DB
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段401巷66號10樓,14.56,住,,,1010511,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,129.48,2,2,2,有,無,7570000,61002,坡道機械,18.5,800000,,RPPRMLOJLHIFFEF18DB
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段401巷68號6樓,18.13,住,,,1011020,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.08,3,2,2,有,無,8750000,59716,坡道機械,17.6,600000,,RPRRMLOJLHIFFEF38DB
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段401巷70號6樓,25.88,住,,,1010930,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,221.64,4,2,2,有,無,12930000,59893,坡道平面,30.8,1500000,,RPSRMLOJLHIFFEF48DB
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段401巷66號14樓,15.26,住,,,1010701,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.48,2,2,2,有,無,7430000,61543,坡道機械,20.5,600000,,RPURMLOJLHIFFEF68DB
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段401巷68號2樓,17.51,住,,,1010512,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.08,3,2,2,有,無,8230000,57312,坡道機械,30.8,1050000,,RPVRMLOJLHIFFEF78DB
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段401巷68號8樓,18.2,住,,,1010702,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.98,3,2,2,有,無,8620000,58763,坡道機械,18.5,600000,,RPWRMLOJLHIFFEF88DB
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段401巷62號12樓,18.14,住,,,1010916,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.16,3,2,2,有,無,9000000,61511,坡道平面,17.6,600000,,RPXRMLOJLHIFFEF98DB
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段401巷66號3樓,13.95,住,,,1010708,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,124.43,2,2,2,有,無,6940000,59851,坡道機械,18.5,600000,,RPOSMLOJLHIFFEF18DB
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段401巷62號13樓,18.14,住,,,1011023,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,150.16,3,2,2,有,無,9200000,63368,坡道機械,17.6,800000,,RPPSMLOJLHIFFEF28DB
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段401巷70號10樓,23.16,住,,,1011113,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,221.64,4,2,2,有,無,12600000,58164,坡道平面,30.8,1500000,,RPQSMLOJLHIFFEF38DB
淡水區,房地(土地+建物)+車位,新北市淡水區中山北路3段75號10樓,0.14,住,,,1010409,土地1建物1車位1,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,122.07,2,1,1,有,無,6280000,44731,坡道平面,5.15,1050000,,RPRSMLOJLHIFFEF48DB
淡水區,房地(土地+建物)+車位,新北市淡水區中山北路三段75號5樓,14.95,住,,,1010528,土地1建物1車位1,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.07,2,1,1,有,無,6140000,60545,坡道平面,33.0,1050000,,RPTSMLOJLHIFFEF68DB
淡水區,房地(土地+建物)+車位,新北市淡水區中山北路三段79號8樓,25.62,住,,,1010429,土地1建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,192.16,3,2,2,有,無,10580000,60197,坡道平面,38.0,1300000,,RPVSMLOJLHIFFEF88DB
淡水區,房地(土地+建物)+車位,新北市淡水區中山北路三段79號13樓,25.62,住,,,1010518,土地1建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.16,3,2,2,有,無,11110000,84452,坡道平面,38.0,1300000,,RPWSMLOJLHIFFEF98DB
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段401巷68號12樓,18.38,住,,,1010923,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.08,3,2,2,有,無,9200000,61547,坡道機械,17.6,800000,,RPTPMLPJLHIFFEF58EB
淡水區,房地(土地+建物)+車位,新北市淡水區中山北路三段73號4樓,32.19,住,,,1010421,土地1建物1車位1,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,237.21,4,2,2,有,無,12790000,58682,坡道平面,38.0,1100000,,RPUPMLPJLHIFFEF68EB
淡水區,房地(土地+建物)+車位,新北市淡水區中山北路三段73號8樓,32.19,住,,,1010429,土地1建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,237.21,4,2,2,有,無,12950000,59234,坡道平面,38.0,1150000,,RPVPMLPJLHIFFEF78EB
淡水區,房地(土地+建物)+車位,新北市淡水區中山北路三段75號3樓,0.14,住,,,1010423,土地1建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,121.9,2,1,1,有,無,6380000,61740,坡道平面,38.0,1200000,,RPWPMLPJLHIFFEF88EB
中和區,房地(土地+建物),新北市中和區景新街,10.74,住,,,1011018,土地1建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,97.98,2,2,1,有,無,10820000,110431,,0.0,0,,RPWNMLQJLHIFFHF88CB
中和區,房地(土地+建物)+車位,新北市中和區景新街,17.76,住,,,1010909,土地1建物1車位1,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,185.03,4,2,2,有,無,18180000,105230,坡道平面,26.52,1500000,,RPXNMLQJLHIFFHF98CB
中和區,房地(土地+建物),新北市中和區景新街,11.18,住,,,1010818,土地1建物1車位0,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,101.44,2,2,1,有,無,11300000,111396,,0.0,0,,RPOOMLQJLHIFFHF18CB
中和區,房地(土地+建物),新北市中和區景新街,11.18,住,,,1020119,土地1建物1車位0,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,101.44,2,2,1,有,無,11350000,111889,,0.0,0,,RPPOMLQJLHIFFHF28CB
泰山區,房地(土地+建物)+車位,新北市泰山區信華段一小段0024-0000地號等2筆,19.09,住,,,1011120,土地2建物1車位1,四層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.8,2,2,1,有,無,11950000,102185,坡道平面,32.96,1850000,,RPWSMLNKLHIFFBF58CB
新莊區,房地(土地+建物)+車位,新北市泰山區信華段一小段0024-0000地號等2筆,19.26,住,,,1010815,土地2建物1車位1,五層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,133.88,2,2,1,有,無,12600000,108256,坡道平面,35.04,1900000,,RPOTMLNKLHIFFBF87CB
新莊區,房地(土地+建物)+車位,新北市泰山區信華段一小段0024-0000地號等2筆,19.26,住,,,1010820,土地2建物1車位1,六層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,133.88,2,2,1,有,無,12860000,110886,坡道平面,35.04,1900000,,RPPTMLNKLHIFFBF97CB
新莊區,房地(土地+建物)+車位,新北市泰山區信華段一小段0024-0000地號等2筆,19.26,住,,,1011113,土地2建物1車位1,七層,19,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,133.88,2,2,1,有,無,12700000,107750,坡道平面,35.04,2050000,,RPSTMLNKLHIFFBF28CB
新莊區,房地(土地+建物)+車位,新北市泰山區信華段一小段0024-0000地號等2筆,19.26,住,,,1011214,土地2建物1車位1,十三層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.8,2,2,1,有,無,12750000,110279,坡道平面,32.96,1850000,,RPUTMLNKLHIFFBF48CB
新莊區,房地(土地+建物)+車位,新北市泰山區信華段一小段0024-0000地號等2筆,13.71,住,,,1011003,土地2建物1車位1,三層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,109.32,1,0,1,無,無,9580000,104739,坡道平面,35.04,1800000,,RPVTMLNKLHIFFBF58CB
新莊區,房地(土地+建物)+車位,新北市泰山區信華段一小段0024-0000地號等2筆,13.71,住,,,1010622,土地2建物1車位1,五層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.24,1,0,1,無,無,9400000,102989,坡道平面,32.96,1750000,,RPXTMLNKLHIFFBF78CB
新莊區,房地(土地+建物)+車位,新北市泰山區信華段一小段0024-0000地號等2筆,14.04,住,,,1011106,土地2建物1車位1,五層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,109.26,1,0,1,無,無,9500000,102398,坡道平面,35.04,1900000,,RPQUMLNKLHIFFBF18CB
新莊區,房地(土地+建物)+車位,新北市泰山區信華段一小段0024-0000地號等2筆,18.28,住,,,1020111,土地2建物1車位1,二層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.64,2,2,1,有,無,11700000,106213,坡道平面,32.96,1750000,售價包含裝潢或家電。,RPTUMLNKLHIFFBF48CB
新莊區,房地(土地+建物)+車位,新北市泰山區信華段一小段0024-0000地號等2筆,18.28,住,,,1020108,土地2建物1車位1,六層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.74,2,2,1,有,無,11700000,106099,坡道平面,32.96,1750000,,RPUUMLNKLHIFFBF58CB
新莊區,房地(土地+建物)+車位,新北市泰山區信華段一小段0024-0000地號等2筆,18.28,住,,,1011113,土地2建物1車位1,七層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.83,2,2,1,有,無,11580000,103209,坡道平面,35.04,1900000,,RPXUMLNKLHIFFBF88CB
新莊區,房地(土地+建物)+車位,新北市泰山區信華段一小段0024-0000地號等2筆,18.28,住,,,1010815,土地2建物1車位1,八層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.74,2,2,1,有,無,11800000,106870,坡道平面,35.04,2000000,,RPOVMLNKLHIFFBF08CB
新莊區,房地(土地+建物)+車位,新北市泰山區信華段一小段0024-0000地號等2筆,18.28,住,,,1020204,土地2建物1車位1,三層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.74,2,2,1,有,無,11060000,99275,坡道平面,32.96,1750000,,RPRVMLNKLHIFFBF38CB
新莊區,房地(土地+建物)+車位,新北市泰山區信華段一小段0024-0000地號等2筆,18.28,住,,,1011226,土地2建物1車位2,十九層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.87,2,2,1,有,無,13380000,102143,坡道平面,70.08,3800000,,RPSVMLNKLHIFFBF48CB
新莊區,房地(土地+建物)+車位,新北市泰山區信華段一小段0024-0000地號等2筆,14.04,住,,,1011226,土地2建物1車位1,二層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.3,1,0,1,無,無,9970000,111680,坡道平面,35.04,1900000,售價包含裝潢或家電。,RPUVMLNKLHIFFBF68CB
新莊區,房地(土地+建物)+車位,新北市泰山區信華段一小段0024-0000地號等2筆,14.04,住,,,1020210,土地2建物1車位1,三層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,105.22,1,0,1,無,無,9010000,100471,坡道平面,32.96,1750000,,RPVVMLNKLHIFFBF78CB
新莊區,房地(土地+建物)+車位,新北市泰山區信華段一小段0024-0000地號等2筆,14.04,住,,,1010926,土地2建物1車位1,四層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,105.22,1,0,1,無,無,9200000,103100,坡道平面,32.96,1750000,,RPWVMLNKLHIFFBF88CB
新莊區,房地(土地+建物)+車位,新北市泰山區信華段一小段0024-0000地號等2筆,14.04,住,,,1010705,土地2建物1車位1,五層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,105.22,1,0,1,無,無,9160000,102546,坡道平面,32.96,1750000,,RPXVMLNKLHIFFBF98CB
新莊區,房地(土地+建物)+車位,新北市泰山區信華段一小段0024-0000地號等2筆,14.04,住,,,1010830,土地2建物1車位1,八層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.3,1,0,1,無,無,9830000,107667,坡道平面,35.04,2050000,,RPPWMLNKLHIFFBF28CB
新莊區,房地(土地+建物)+車位,新北市泰山區信華段一小段0024-0000地號等3筆,14.04,住,,,1011226,土地2建物1車位1,十層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,105.22,1,0,1,無,無,9510000,106006,坡道平面,32.96,1850000,,RPQWMLNKLHIFFBF38CB
新莊區,房地(土地+建物)+車位,新北市泰山區信華段一小段0024-0000地號等2筆,15.02,住,,,1011106,土地2建物1車位1,八層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,108.79,1,0,1,無,無,9380000,100620,坡道平面,32.96,1750000,,RPRWMLNKLHIFFBF48CB
汐止區,房地(土地+建物),新北市汐止區金龍段322號A2棟8樓,14.32,住,,,1010808,土地1建物1車位0,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,84.91,2,2,1,有,無,8300000,97751,,0.0,0,,RPPQMLPKLHIFFDF08CB
汐止區,房地(土地+建物),新北市汐止區金龍段322號A2棟10樓,14.32,住,,,1010808,土地1建物1車位0,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,84.91,2,2,1,有,無,8350000,98339,,0.0,0,,RPQQMLPKLHIFFDF18CB
林口區,房地(土地+建物)+車位,新北市林口區力行段937地號A2棟12樓,20.69,住,,,1011102,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,174.89,4,2,2,有,無,12500000,71473,坡道平面,0.0,0,,RPSSMLSKLHIFFBF68CB
林口區,房地(土地+建物)+車位,新北市林口區力行段937地號A4棟3樓,17.33,住,,,1010926,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.46,3,2,2,有,無,10700000,72073,坡道平面,0.0,0,,RPTSMLSKLHIFFBF78CB
林口區,房地(土地+建物)+車位,新北市林口區力行段937地號A5棟3樓,19.85,住,,,1010815,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.88,4,2,2,有,無,11780000,70169,坡道平面,0.0,0,,RPPTMLSKLHIFFBF48CB
三重區,房地(土地+建物)+車位,新北市三重區仁義街D棟4樓,22.01,住,,,1010828,土地1建物1車位1,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.62,2,2,1,有,無,12480000,100055,坡道平面,48.38,1650000,,RPROMLSKLHIFFGF88EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街D棟5樓,22.01,住,,,1010819,土地1建物1車位1,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.85,2,2,1,有,無,12500000,101164,坡道平面,41.61,1550000,,RPOPMLSKLHIFFGF68EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街D棟6樓,22.01,住,,,1010826,土地1建物1車位1,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.62,2,2,1,有,無,12850000,102550,坡道平面,48.38,1750000,,RPPPMLSKLHIFFGF78EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街D棟7樓,22.01,住,,,1010729,土地1建物1車位1,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.62,2,2,1,有,無,13000000,104860,坡道平面,48.38,1650000,,RPQPMLSKLHIFFGF88EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街D棟8樓,22.01,住,,,1010904,土地1建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.62,2,2,1,有,無,13300000,106707,坡道平面,48.38,1750000,,RPRPMLSKLHIFFGF98EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街D棟9樓,22.01,住,,,1010827,土地1建物1車位1,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.62,2,2,1,有,無,13100000,105783,坡道平面,48.38,1650000,,RPSPMLSKLHIFFGF09EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街D棟10樓,22.01,住,,,1010816,土地1建物1車位1,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.62,2,2,1,有,無,13020000,105044,坡道平面,48.38,1650000,,RPTPMLSKLHIFFGF56EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街D棟11樓,22.01,住,,,1010728,土地1建物1車位1,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.62,2,2,1,有,無,13150000,105322,坡道平面,48.38,1750000,,RPUPMLSKLHIFFGF66EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街D棟12樓,22.01,住,,,1010731,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.62,2,2,1,有,無,13160000,105414,坡道平面,48.38,1750000,,RPVPMLSKLHIFFGF76EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街D棟13樓,22.01,住,,,1010903,土地1建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.85,2,2,1,有,無,13200000,107169,坡道平面,41.61,1600000,,RPWPMLSKLHIFFGF86EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街D棟14樓,22.01,住,,,1010728,土地1建物1車位1,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.85,2,2,1,有,無,13300000,108093,坡道平面,41.61,1600000,,RPXPMLSKLHIFFGF96EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街C棟2樓,24.99,住,,,1010831,土地1建物1車位1,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,171.89,2,2,1,有,無,15180000,108736,坡道平面,48.38,1750000,,RPOQMLSKLHIFFGF78EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街C棟3樓,21.94,住,,,1010828,土地1建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.19,2,2,1,有,無,13680000,112630,坡道平面,48.38,1650000,,RPPQMLSKLHIFFGF88EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街C棟4樓,21.94,住,,,1010731,土地1建物1車位1,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.19,2,2,1,有,無,12380000,100459,坡道平面,48.38,1650000,,RPQQMLSKLHIFFGF98EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街C棟5樓,21.94,住,,,1010723,土地1建物1車位1,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.42,2,2,1,有,無,12700000,103923,坡道平面,41.61,1600000,,RPRQMLSKLHIFFGF09EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街C棟6樓,21.94,住,,,1010811,土地1建物1車位1,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.42,2,2,1,有,無,13000000,106732,坡道平面,41.61,1600000,,RPSQMLSKLHIFFGF56EB
三重區,房地(土地+建物)+車位,新北市三重區仁義街C棟7樓,21.94,住,,,1010722,土地1建物1車位1,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.19,2,2,1,有,無,13100000,107200,坡道平面,48.38,1650000,,RPTQMLSKLHIFFGF66EB
