鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
板橋區,房地(土地+建物),新北市板橋區新生街53巷16號3樓,21.86,住,,,1011231,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0711004,76.8,3,1,1,有,無,7000000,91146,,0.0,0,價格含增建.,RPWSMLLJKHIFFAF97CA,66.0,0.0,10.8,,
板橋區,房地(土地+建物)+車位,新北市板橋區雨農路58號25樓,7.07,商,,,1011231,土地1建物1車位1,二十五層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860911,151.98000000000002,3,2,2,有,有,16700000,109883,坡道平面,36.03,0,,RPTTMLLJKHIFFAF77CA,79.6,0.81,13.87,,
板橋區,房地(土地+建物)+車位,新北市板橋區文化路二段548巷36號7樓,28.05,住,,,1011231,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860606,151.32999999999998,4,2,2,有,有,18360000,121324,坡道機械,16.09,0,,RPVTMLLJKHIFFAF97CA,95.45,0.0,13.47,,
板橋區,房地(土地+建物)+車位,新北市板橋區文化路二段385之3號8樓,12.18,住,,,1011229,土地1建物1車位1,八層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990209,151.32999999999998,3,2,2,有,有,24000000,158594,坡道平面,23.97,0,內含獨立產權車位未包含在棟數內.,RPPNMLOJKHIFFAF07CA,71.3,5.78,9.37,,
板橋區,房地(土地+建物),新北市板橋區南雅東路8號4樓之7,5.0,商,,,1020125,土地1建物1車位0,四層,十一層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0861121,40.86,1,0,1,有,有,3770000,92266,,0.0,0,,RPQNMLOJKHIFFAF17CA,26.74,0.0,0.0,,
板橋區,土地,公館段1140-1地號,19.95,其他,,,1020123,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7337426,367791,,0.0,0,,RPTNMLOJKHIFFAF47CA,0.0,0.0,0.0,,
土城區,房地(土地+建物),新北市土城區南天母路１３７之８號七樓,34.54,,山坡地保育區,丙種建築用地,1020110,土地1建物1車位0,七層，八層，通道,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790730,138.39,3,2,2,有,有,7000000,50582,,0.0,0,,RPUNMLOJKHIFFAF57CA,107.27,0.0,11.34,,
板橋區,房地(土地+建物),新北市板橋區民生路三段３２３號十九樓之１０,1.35,住,,,1020113,土地1建物1車位0,十九層,三十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0950914,39.42,2,1,1,有,有,5000000,126871,,0.0,0,,RPXOMLOJKHIFFAF97CA,25.53,0.0,0.0,,
板橋區,房地(土地+建物)+車位,新北市板橋區篤行路三段68號6樓,18.27,住,,,1020118,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851018,154.79000000000002,4,1,2,有,有,12600000,81401,坡道平面,0.0,0,,RPOPMLOJKHIFFAF17CA,93.75,0.0,23.95,,
土城區,房地(土地+建物),新北市土城區清水路197巷7號2樓,21.74,商,,,1011227,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710828,81.38,3,2,1,有,無,5750000,70656,,0.0,0,,RPXPMLOJKHIFFAF08CA,65.93,0.0,15.45,,
板橋區,房地(土地+建物),新北市板橋區成都街７１巷１０之４號,22.6,住,,,1011226,土地1建物1車位0,五層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690828,83.95,2,2,1,有,無,7700000,91721,,0.0,0,,RPXQMLOJKHIFFAF18CA,83.95,0.0,0.0,,
板橋區,房地(土地+建物),新北市板橋區重慶路67巷14之4號,9.4,其他,,,1020112,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620509,31.95,2,1,1,有,無,3020000,94523,,0.0,0,,RPSOMLPJKHIFFAF57CA,27.0,0.0,4.95,,
板橋區,房地(土地+建物),新北市板橋區忠孝路２３７號十樓之一,17.56,其他,,,1020104,土地1建物1車位0,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880401,99.36000000000001,3,2,2,有,有,7530000,75785,,0.0,0,,RPXNMLQJKHIFFAF08CA,16.63,70.52,0.0,,
板橋區,房地(土地+建物),新北市板橋區新海路１３５巷５號四樓,8.27,住,,,1020104,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,69.79,2,2,2,有,無,7100000,101734,,0.0,0,,RPVPMLPJKHIFFAF97CA,50.93,0.67,8.93,,
板橋區,房地(土地+建物),新北市板橋區雙十路一段１號四樓,38.2,住,,,1011229,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,130.67,5,0,5,有,無,10600000,81120,,0.0,0,,RPRQMLRJKHIFFAF87CA,120.29,0.0,10.38,,
板橋區,房地(土地+建物),新北市板橋區貴興路85號3樓,30.5,住,,,1011227,土地2建物1車位0,三層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,131.34,4,2,2,有,無,8900000,67763,,0.0,0,,RPWQMLRJKHIFFAF38CA,131.34,0.0,0.0,,
板橋區,房地(土地+建物)+車位,新北市板橋區四維路２４３號七樓,22.62,住,,,1020104,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,166.83,4,2,2,有,有,17400000,104298,坡道平面,0.0,0,,RPXQMLRJKHIFFAF48CA,112.65,0.0,13.39,,
板橋區,房地(土地+建物),新北市板橋區四川路二段２４５巷１９弄２６號九樓之二,15.06,住,,,1011213,土地1建物1車位0,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871110,85.78,3,2,1,有,有,11560000,134763,,0.0,0,,RPVNMLSJKHIFFAF08CA,50.96,0.0,8.25,,
土城區,房地(土地+建物),新北市土城區溪頭路２０巷２弄２號四樓,23.63,住,,,1011221,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720706,92.1,3,1,1,有,無,4800000,52117,,0.0,0,陽台外推.滲漏水及壁癌情形,RPXOMLSJKHIFFAF38CA,74.6,0.0,17.5,,
板橋區,房地(土地+建物)+車位,新北市板橋區漢生東路２３０號二十四樓,7.23,其他,,,1020104,土地1建物1車位1,二十四層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980724,113.93,2,2,1,有,有,23330000,204775,坡道機械,12.7,0,,RPQNMLPKKHIFFAF37CA,59.36,4.82,3.73,,
土城區,房地(土地+建物),新北市土城區中央路一段５２號四樓,17.22,住,,,1011210,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730810,85.03,3,2,1,有,無,6200000,72915,,0.0,0,,RPPNMLRKKHIFFAF47CA,75.64,0.0,9.39,,
土城區,房地(土地+建物),新北市土城區樂利街３巷３２號,9.55,住,,,1011123,土地3建物1車位0,一層,八層,店面(店鋪),見其他登記事項,鋼筋混凝土造,0881015,69.73,0,0,1,有,有,11000000,157751,,0.0,0,,RPVQMLSKKHIFFAF48CA,56.67,0.0,2.43,,
板橋區,土地,大觀段529地號,43.68,住,,,1011228,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2472514,56605,,0.0,0,親友、員工或其他特殊關係間之交易。,RPQNMLTKKHIFFAF77CA,0.0,0.0,0.0,,
