鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
南投市,房地(土地+建物),南投縣南投巿彰南路三段１１４７巷２３號,187.26,住,,,1020124,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,0690828,105.7,3,2,4,有,無,3200000,30274,,0.0,0,,RPWNMLOJKHIFFAM48CA,105.7,0.0,0.0,,
名間鄉,房地(土地+建物),南投縣名間鄉大老巷１１之１５號,1269.97,,特定農業區,農牧用地,1011215,土地0建物1車位0,一層,一層,農舍,農舍,見其他登記事項,1000725,12.0,1,0,0,有,無,3000000,,,0.0,0,此建物為小型農舍尚無建物格局。,RPROMLOJKHIFFAM08CA,12.0,0.0,0.0,,
南投市,土地,福助段297地號,87.57,,山坡地保育區,丙種建築用地,1020111,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,980000,11191,,0.0,0,,RPQNMLPJKHIFFAM97CA,0.0,0.0,0.0,,
南投市,房地(土地+建物),南投縣南投巿三和二路８２巷１１號,84.0,住,,,1020122,土地2建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0650113,75.6,3,2,2,有,無,2250000,29762,,0.0,0,為尊重權利人隱私權主張，地政士無法入屋現場勘查，由仲介人員提供建物現況格局實際資訊，供地政士申報登錄。,RPRNMLPJKHIFFAM08CA,75.6,0.0,0.0,,
名間鄉,房地(土地+建物),南投縣名間鄉埔中村埔中巷76之1號,2383.03,,一般農業區,農牧用地,1020123,土地1建物1車位0,一層，二層，三層,三層,農舍,農舍,鋼筋混凝土造,0910124,281.69,3,2,2,有,無,13260000,,,0.0,0,,RPUNMLPJKHIFFAM38CA,262.19,0.0,19.5,,
南投市,房地(土地+建物),南投縣南投巿光榮東路６８巷７號,137.0,,鄉村區,乙種建築用地,1020121,土地2建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0681229,128.31,3,2,2,有,無,5850000,45593,,0.0,0,,RPPNMLRJKHIFFAM08CA,128.31,0.0,0.0,,
南投市,房地(土地+建物),南投縣南投巿中興路３０６之１４號,93.43,,鄉村區,乙種建築用地,1020117,土地1建物1車位0,二層，騎樓，一層,二層,店面(店鋪),住商用,鋼筋混凝土加強磚造,0690801,118.92,3,3,2,有,無,3050000,25647,,0.0,0,,RPQNMLRJKHIFFAM18CA,118.92,0.0,0.0,,
南投市,房地(土地+建物),南投縣南投巿彰南路三段２７４巷３０號,88.2,商,,,1011228,土地5建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0850724,171.48,4,3,3,有,無,3300000,19244,,0.0,0,,RPPOMLSJKHIFFAM28CA,159.04,3.6,8.84,,
南投市,房地(土地+建物),南投縣南投巿復興路５９０巷８號,129.0,住,,,1020103,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0780420,131.18,2,2,1,有,無,3800000,28968,,0.0,0,,RPVNMLKLKHIFFAM18CA,116.21,14.97,0.0,,
南投市,房地(土地+建物),南投縣南投巿平和里中興路４４６號１３樓之１,21.36,住,,,1011226,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821110,148.43,4,2,3,無,無,2120000,14283,,0.0,0,,RPTOMLLLKHIFFAM18CA,128.67,0.0,19.76,,
草屯鎮,房地(土地+建物),南投縣草屯鎮山腳里正義街154號,85.0,,,,1020121,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,0650412,122.04,2,2,2,有,無,4000000,32776,,0.0,0,,RPSNMLPJKHIFFBM28CA,122.04,0.0,0.0,,
草屯鎮,土地,新僑光段137地號,1016.01,,特定農業區,農牧用地,1020117,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6400000,6299,,0.0,0,,RPTNMLRJKHIFFBM58CA,0.0,0.0,0.0,,
草屯鎮,土地,新永安段95地號,3464.06,農,,,1011225,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,17980000,5190,,0.0,0,,RPQOMLQJKHIFFBM28CA,0.0,0.0,0.0,,
草屯鎮,土地,新光段1474地號,1471.0,農,特定農業區,農牧用地,1020111,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8800000,5982,,0.0,0,含增建或未登記建物。,RPXNMLMLKHIFFBM68CA,0.0,0.0,0.0,,
草屯鎮,土地,北投埔段1759地號,2830.0,農,特定農業區,農牧用地,1020111,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12488000,4413,,0.0,0,瑕疵物件之交易。,RPROMLMLKHIFFBM18CA,0.0,0.0,0.0,,
仁愛鄉,土地,望洋段580地號,0.0,,森林區,林業用地,1020122,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,45000,0,,0.0,0,於民國101年04月15日雙方口頭交易,RPUOMLOJKHIFFCM58CA,0.0,0.0,0.0,,
國姓鄉,房地(土地+建物),南投縣國姓鄉中正路一段１５９巷４８號,108.0,,鄉村區,乙種建築用地,1020113,土地1建物1車位0,全,三層,透天厝,住家用,見其他登記事項,0930818,155.73,4,2,2,有,無,2680000,17209,,0.0,0,,RPPPMLOJKHIFFCM18CA,129.6,10.23,15.9,,
埔里鎮,房地(土地+建物),南投縣埔里鎮樹人二街３１２號,68.0,住,,,1011127,土地2建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土造,0761209,90.96,3,2,2,有,無,2500000,27485,,0.0,0,親友、員工或其他特殊關係間之交易。,RPVNMLPJKHIFFCM68CA,90.96,0.0,0.0,,
埔里鎮,土地,牛尾段141-1地號,2175.16,,山坡地保育區,農牧用地,1011221,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7904950,3634,,0.0,0,,RPRNMLRJKHIFFCM48CA,0.0,0.0,0.0,,
魚池鄉,土地,大雁段63-74地號,3790.0,,山坡地保育區,林業用地,1020118,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1288600,340,,0.0,0,,RPSNMLRJKHIFFCM58CA,0.0,0.0,0.0,,
魚池鄉,土地,大雁段63-271地號,9961.0,,山坡地保育區,林業用地,1020118,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3401696,342,,0.0,0,,RPTNMLRJKHIFFCM68CA,0.0,0.0,0.0,,
埔里鎮,房地(土地+建物),南投縣埔里鎮南興街３１５巷３號五樓之２,18.91,住,,,1020118,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0840717,79.15,3,2,1,有,無,1500000,18951,,0.0,0,,RPPNMLRJKHIFFCM28CA,68.3,0.0,10.85,,
魚池鄉,土地,大雁段63-283地號,4198.0,,山坡地保育區,林業用地,1011228,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1007520,240,,0.0,0,,RPQPMLRJKHIFFCM58CA,0.0,0.0,0.0,,
埔里鎮,土地,溪南段663地號,986.77,農,山坡地保育區,農牧用地,1011219,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1600000,1621,,0.0,0,,RPWPMLRJKHIFFCM56CA,0.0,0.0,0.0,,
