鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
東區,房地(土地+建物),臺中市東區十甲東二街７５號,91.68,住,,,1021009,土地3建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0871216,171.3,3,2,3,有,無,11460000,66900,,0.0,0,,RPVOMLLJJIIFFAB07CA,152.39,3.78,12.23,,
東區,房地(土地+建物)+車位,臺中市東區旱溪東路一段９號１５樓之７,17.76,住,,,1021011,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810825,146.92,3,1,2,有,有,3200000,21781,坡道平面,0.0,0,,RPSPMLLJJIIFFAB86CA,73.77,0.0,18.55,,
南區,房地(土地+建物)+車位,台中市南區新榮里復興路三段１４２號１５樓之３,8.73,住,,,1020914,土地3建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0840817,110.13,3,2,2,有,有,4030000,36593,坡道機械,0.0,0,,RPQOMLOJJIIFFAB86CA,64.68,0.0,6.89,,
西區,房地(土地+建物),臺中市西區大全街８４號四樓,16.24,住,,,1021002,土地2建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780427,102.92,3,2,2,有,有,3530000,34298,,0.0,0,,RPTSMLOJJIIFFAB57CA,85.37,1.59,7.51,,
西區,房地(土地+建物)+車位,臺中市西區三民路一段３６號１２樓之３,8.23,住,,,1021004,土地2建物1車位1,十二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840113,102.88999999999999,3,1,1,有,有,4000000,38876,坡道機械,0.0,0,,RPUSMLOJJIIFFAB67CA,59.33,1.1,7.49,,
西區,房地(土地+建物)+車位,臺中市西區美村路一段８０６號１２樓之１０,14.23,住,,,1021010,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830630,132.69,3,2,2,有,有,6900000,52001,坡道平面,0.0,0,,RPRSMLPJJIIFFAB47CA,78.3,2.95,11.78,,
西區,土地,公館段55-31地號,27.0,住,,,1020814,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,648000,24000,,0.0,0,,RPVPMLQJJIIFFAB67CA,0.0,0.0,0.0,,
東區,房地(土地+建物)+車位,臺中市東區一心街245號三樓之7,13.6,住,,,1021004,土地1建物1車位1,三層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1020205,100.47,3,2,2,有,有,4350000,43297,坡道機械,0.0,0,,RPXPMLQJJIIFFAB87CA,57.18,0.0,4.75,,
南區,房地(土地+建物),臺中市南區學府路１３５巷５號９樓之７,10.84,住,,,1021006,土地2建物1車位0,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851211,99.18,3,2,1,有,有,3700000,37306,,0.0,0,,RPOOMLSJJIIFFAB07CA,62.43,0.0,7.19,,
