編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPROMLPLJHOFFDF48CA,24,79.62,住家用,鋼筋混凝土造,84年4月14日,十七層,四層 陽臺 雨遮,全筆移轉
RPROMLPLJHOFFDF48CA,24,8.89,共有部分,鋼筋混凝土造,84年4月14日,十七層,,持分移轉
RPPOMLPKJHOFFDF38EA,23,97.38,住家用,鋼筋混凝土造,85年4月10日,十一層,八層 陽臺,全筆移轉
RPPOMLPKJHOFFDF38EA,23,9.54,樓電梯間、蓄水池、機械室、台電配電場、管理員室、屋頂突出物。,鋼筋混凝土造,85年4月10日,十一層,,持分移轉
RPPOMLPKJHOFFDF38EA,23,34.18,地下二層停車埸、地下一層防空避難室兼停車場。,鋼筋混凝土造,85年4月10日,十一層,,持分移轉
RPXOMLPLJHOFFAF88DA,26,100.96,住家用,鋼筋混凝土造,81年10月19日,七層,三層 陽臺,全筆移轉
RPXOMLPLJHOFFAF88DA,26,6.26,共有部分,鋼筋混凝土造,81年10月19日,七層,,持分移轉
RPXOMLPLJHOFFAF88DA,26,31.72,見使用執照,鋼筋混凝土造,81年10月19日,七層,,持分移轉
RPTNMLLKJHOFFCF08DA,22,39.22,共有部分,鋼筋混凝土造,85年7月19日,十六層,,持分移轉
RPUNMLKMJHOFFBF08CA,19,118.53,住家用,鋼筋混凝土造,89年4月5日,九層,五層 陽臺,全筆移轉
RPUNMLKMJHOFFBF08CA,19,16.60,共有部分,鋼筋混凝土造,89年4月5日,九層,,持分移轉
RPUNMLKMJHOFFBF08CA,19,48.78,共有部分,鋼筋混凝土造,89年4月5日,九層,,持分移轉
RPSOMLLKJHOFFAF87DA,,27.43,住家用,加強磚造,,四層,一層 平台,持分移轉
RPWNMLTKJHOFFDF76EA,37,7.96,商業用,鋼筋混凝土造,71年6月4日,二層,二層 騎樓,持分移轉
RPQNMLQKJHOFFFF48CA,25,85.41,住家用,鋼筋混凝土造,83年7月2日,五層,一層 平台,全筆移轉
RPQNMLQKJHOFFFF48CA,25,2.33,水箱。樓梯間,鋼筋混凝土造,83年7月2日,五層,,持分移轉
RPVOMLLMJHOFFCF48CA,6,87.74,住家用,鋼骨構造、鋼筋混凝土構造,101年11月14日,二十四層,二十四層 陽臺,全筆移轉
RPVOMLLMJHOFFCF48CA,6,1.14,本共有部分之項目有地下一層之俱樂部泵浦機房、俱樂部泵浦蓄水池、第四層之過濾機房、第五層之管委會使用空間、屋頂突出物之冰水主機房、屋頂突出物(二層)之水箱等６項。,鋼骨構造、鋼筋混凝土構造,101年11月14日,二十九層,,持分移轉
RPVOMLLMJHOFFCF48CA,6,22.06,本共有部分之項目有梯廳、中繼水箱、消防水箱、水箱室、機房、電梯機房等六項。,鋼骨構造、鋼筋混凝土構造,101年11月14日,二十四層,,持分移轉
RPVOMLLMJHOFFCF48CA,6,2.64,本共有部分之項目有停車空間１項。,鋼骨構造、鋼筋混凝土構造,101年11月14日,二十八層,,持分移轉
