編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPXOMLKKQHPFFGH37EA,42,90.70,住家用,加強磚造,67年10月18日,二層,一層 二層,全筆移轉
RPPNMLRJQHPFFCH56DA,6,86.23,集合住宅,鋼筋混凝土造,103年2月7日,六層,一層,全筆移轉
RPPNMLRJQHPFFCH56DA,6,62.86,集合住宅（附屬防空避難室兼停車場、管委會服務空間、樓梯間、機械房、水箱）,鋼筋混凝土造,103年2月7日,七層,,持分移轉
RPRNMLRJQHPFFCH76DA,1,291.77,住宅、住宅（附屬停車空間）,鋼筋混凝土造,108年5月22日,四層,一層 二層 三層 四層 陽台 雨遮,全筆移轉
RPTNMLSJRHPFFEH47EA,14,64.06,住家用,鋼筋混凝土造,95年6月2日,十一層,三層 陽台 雨遮,全筆移轉
RPTNMLSJRHPFFEH47EA,14,22.02,共有部份,鋼筋混凝土造,95年6月2日,十一層,,持分移轉
RPPNMLKKQHPFFDH68DA,15,20.10,住家用,鋼筋混凝土造,94年2月23日,四層,四層 雨遮,全筆移轉
RPPNMLKKQHPFFDH68DA,15,5.24,店舖、集合住宅、梯間,鋼筋混凝土造,94年2月23日,四層,,持分移轉
RPRNMLKKRHPFFDH98DA,27,18.17,住家用,鋼筋混凝土造,83年3月16日,七層,,持分移轉
RPRNMLKKRHPFFDH98DA,27,63.36,住家用,鋼筋混凝土造,83年3月16日,七層,五層 陽台,全筆移轉
RPPNMLTJQHPFFGH17DA,2,231.35,住宅、梯間,鋼筋混凝土造,107年11月30日,四層,一層 二層 三層 四層 陽台 見其他登記事項,全筆移轉
RPPNMLTJQHPFFGH17DA,2,91.28,共有部份,鋼筋混凝土造,107年11月30日,四層,,持分移轉
RPPNMLTJQHPFFGH17DA,2,8.76,共有部份,鋼筋混凝土造,107年11月30日,四層,,持分移轉
RPQNMLTJQHPFFGH27DA,2,264.44,住宅、梯間,鋼筋混凝土造,107年11月30日,四層,一層 二層 三層 四層 陽台 見其他登記事項,全筆移轉
RPQNMLTJQHPFFGH27DA,2,99.12,共有部份,鋼筋混凝土造,107年11月30日,四層,,持分移轉
RPQNMLTJQHPFFGH27DA,2,10.12,共有部份,鋼筋混凝土造,107年11月30日,四層,,持分移轉
RPQOMLNJQHPFFGH76DA,,23.42,辦公室,鋼筋混凝土造,86年6月14日,十二層,六層 陽台,全筆移轉
RPQOMLNJQHPFFGH76DA,,4.17,共有部份,鋼筋混凝土造,86年6月14日,十二層,,持分移轉
