鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
沙鹿區,土地,明德段456地號,512.37,農,,,1190811,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10075000,19664,,0.0,0,農作物；,RPUOMLQLQHPFFFB07EA,0.0,0.0,0.0,無,
大里區,房地(土地+建物)+車位,中興路二段７２７號七樓之１,23.72,住,,,1090901,土地5建物1車位1,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1090619,115.21000000000001,2,1,1,有,有,7080000,61453,坡道平面,25.15,0,預售屋、或土地及建物分件登記案件；,RPVQMLNJQHPFFIB07DA,48.25,7.2,0.0,有,
西屯區,土地,惠順段64地號,3369.32,住,,,1090901,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2199475249,652795,,0.0,0,,RPTOMLLJRHPFFCB58DA,0.0,0.0,0.0,無,
南區,房地(土地+建物),五權南路６８０巷９６弄２８號,81.0,住,,,1090905,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,1090122,277.19,5,3,6,有,無,27000000,97406,,0.0,0,其他增建；,RPXOMLSKQHPFFAB86DA,255.28,0.0,21.91,無,
清水區,土地,社口段社口小段44地號,76.0,住,,,1090902,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4180000,55000,,0.0,0,包含公共設施保留地用地；協議價購；,RPXRMLMJRHPFFFB07DA,0.0,0.0,0.0,無,
清水區,房地(土地+建物),忠孝路１１０巷２８號,63.47,住,,,1090901,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1090521,143.92,5,2,3,有,無,9830000,68302,,0.0,0,,RPUNMLLJRHPFFFB88DA,134.68,9.24,0.0,無,
清水區,房地(土地+建物),忠孝路１１０巷３０號,60.47,住,,,1090901,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1090521,143.92,5,2,3,有,無,9780000,67954,,0.0,0,,RPTNMLLJRHPFFFB78DA,134.68,9.24,0.0,無,
龍井區,房地(土地+建物),藝術街８１巷２號四樓之４,7.02,都市：其他:住,,,1090801,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0781030,27.369999999999997,1,0,1,有,有,990000,36171,,0.0,0,,RPPNMLRJQHPFFKB76DA,19.35,3.42,0.0,無,
石岡區,土地,新長庚段1106-1地號,54.18,商,,,1090804,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2000000,36914,,0.0,0,,RPVNMLRJQHPFFGB96DA,0.0,0.0,0.0,無,
大安區,土地,三塊厝段55-1地號,254.0,,鄉村區,乙種建築用地,1090803,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,900000,3543,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLNJQHPFFEB58DA,0.0,0.0,0.0,無,
南屯區,土地,豐樂段1166-1地號,372.4,,,,1090804,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,23656710,63525,,0.0,0,,RPPNMLPJQHPFFCB38DA,0.0,0.0,0.0,無,
西屯區,房地(土地+建物),黎明路三段３１８號七樓之９,3.12,商,,,1090802,土地1建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840220,23.450000000000003,0,0,0,無,有,1700000,72495,,0.0,0,,RPTQMLNJQHPFFCB88DA,14.25,2.3,0.0,有,
潭子區,房地(土地+建物),勝利路２５６號四樓之１,7.15,住,,,1090803,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900112,57.53,1,1,1,有,有,3300000,57361,,0.0,0,,RPUNMLKKQHPFFHB09EA,38.9,4.22,0.0,有,
