鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
三芝區,土地,舊小基隆段八連溪小段198地號,1038.25,,山坡地保育區,農牧用地,1090901,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3150000,3034,,0.0,0,,RPTNMLOJRHPFFEF86EA,0.0,0.0,0.0,無,
三峽區,車位,復興路４２巷７號,1.96,住,,,1090903,土地1建物1車位1,一層,十八層,其他,住家用,鋼筋混凝土造,0831115,36.24,0,0,0,有,有,1450000,,坡道平面,0.0,1450000,僅車位交易；,RPQNMLSJRHPFFIF37EA,0.0,0.0,0.0,有,
新店區,房地(土地+建物),安泰路４４號,990.26,都市：其他:已開發建築密集地區,,,1090901,土地1建物1車位0,全,一層,透天厝,住家用,磚造,0351001,103.04,4,1,1,有,無,113830000,1104717,,0.0,0,具重建或重劃、都更等效益；,RPPPMLOJRHPFFCF98DA,103.04,0.0,0.0,無,
中和區,土地,南勢段872地號,26.01,住,,,1090901,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,15000000,576701,,0.0,0,,RPQNMLSJRHPFFHF27EA,0.0,0.0,0.0,無,
樹林區,房地(土地+建物),和平街５３號四樓,27.75,住,,,1090902,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,71.41,2,1,1,有,無,4000000,56015,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTOMLTJRHPFFIF87EA,71.41,0.0,0.0,無,
中和區,土地,秀峰段73地號,0.32,住,,,1090902,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,28000,0,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；具重建或重劃、都更等效益；,SPSPMLSJRHPFFHF67DA,0.0,0.0,0.0,無,
淡水區,房地(土地+建物),英專路２１巷１５號三樓,25.4,住,,,1090901,土地2建物1車位0,三層，走廊,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0630925,68.1,2,1,1,有,無,6650000,97651,,0.0,0,,RPUNMLSJRHPFFEF37EA,68.1,0.0,0.0,無,
新店區,房地(土地+建物)+車位,中興路二段１７３號二十四樓,19.67,住,,,1090902,土地1建物1車位1,二十四層,二十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1060324,225.3,4,2,2,有,有,35000000,173251,坡道平面,29.63,1100000,含裝潢費；,RPPNMLLKRHPFFCF58DA,116.71,8.74,8.06,有,
中和區,土地,秀峰段74地號,23.42,住,,,1090902,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1982400,84646,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；具重建或重劃、都更等效益；,TPSPMLSJRHPFFHF77DA,0.0,0.0,0.0,無,
泰山區,土地,文程段1040-2地號,9.85,都市：其他:道路用地,,,1090901,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1050000,106599,,0.0,0,包含公共設施保留地用地；,RPOTMLRJRHPFFBF96EA,0.0,0.0,0.0,無,
石碇區,土地,蓬菜寮段湳子小段36地號,233.0,,山坡地保育區,丙種建築用地,1090803,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1210241,5194,,0.0,0,買方一人為地上權人建土地共有人，另外一人為土地共有人地清或未辦繼承標售；,RPWOMLPJQHPFFCF07EA,0.0,0.0,0.0,無,
新莊區,車位,民安西路１３５號等,0.35,,,,1090803,土地1建物1車位1,四層,十三層,其他,住家用,鋼筋混凝土造,0890728,30.39,0,0,0,有,有,1800000,,坡道平面,30.22,1800000,僅車位交易；,RPRPMLQJQHPFFBF66EA,0.0,0.0,0.0,有,
八里區,土地,下罟段1535-1地號,27.58,農,,,1090803,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,175140,6350,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLQJQHPFFEF07EA,0.0,0.0,0.0,無,
