編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPOSMLSJOHGGFBH68EA,2,36.37,Ｈ２工業社區（社區住宅）,鋼筋混凝土造,108年7月30日,七層,二層 陽台,全筆移轉
RPOSMLSJOHGGFBH68EA,2,21.83,本共有部分之項目有：防空避難室兼停車空間、樓梯間、電梯間、機械室、水箱、台電配電室、汙水機房、電信室、消防泵浦室、緊急發電機室、管理委員會使用空間、機房、梯廳、Ａ梯、Ｂ梯及走廊等１６項。,鋼筋混凝土造,108年7月30日,七層,,持分移轉
RPWNMLTKMHGGFBH88DA,23,164.61,店舖、儲藏室,鋼筋混凝土造,87年7月1日,七層,一層 陽台 騎樓 地下一層,全筆移轉
RPWNMLTKMHGGFBH88DA,23,8.77,共有部分,鋼筋混凝土造,87年7月1日,七層,,持分移轉
RPWNMLTKMHGGFBH88DA,23,11.14,共有部分,鋼筋混凝土造,87年7月1日,七層,,持分移轉
RPQQMLKKNHGGFBH77DA,37,20.88,商業用,鋼筋混凝土造,73年5月29日,五層,一層 騎樓,全筆移轉
RPQQMLKKNHGGFBH77DA,37,1.88,共有部份,鋼筋混凝土造,73年5月29日,五層,,持分移轉
RPQQMLKKNHGGFBH77DA,37,.62,共有部份,鋼筋混凝土造,73年5月29日,五層,,持分移轉
RPQQMLKKNHGGFBH77DA,37,3.53,共有部份,鋼筋混凝土造,73年5月29日,五層,,持分移轉
RPQQMLKKNHGGFBH77DA,37,.73,共有部份,鋼筋混凝土造,73年5月29日,五層,,持分移轉
RPQQMLKKNHGGFBH77DA,37,.35,共有部份,鋼筋混凝土造,73年5月29日,五層,,持分移轉
RPUNMLKKNHGGFHH58EA,37,77.35,住家用,鋼筋混凝土造,73年3月20日,五層,四層 陽台,全筆移轉
RPWNMLKKNHGGFCH18DA,23,31.64,住家用,鋼筋混凝土造,87年4月7日,十四層,十四層 陽台,全筆移轉
RPWNMLKKNHGGFCH18DA,23,.36,共有部份,鋼筋混凝土造,87年4月7日,十四層,,持分移轉
RPWNMLKKNHGGFCH18DA,23,10.14,共有部份,鋼筋混凝土造,87年4月7日,十四層,,持分移轉
RPWNMLKKNHGGFCH18DA,23,4.61,共同使用，停車空間,鋼筋混凝土造,87年4月7日,十四層,,持分移轉
RPQNMLLKNHGGFGH08DA,23,75.29,住家用,鋼筋混凝土造,87年3月31日,九層,八層 陽台,全筆移轉
RPQNMLLKNHGGFGH08DA,23,16.99,共有部份,鋼筋混凝土造,87年3月31日,九層,,持分移轉
RPQNMLLKNHGGFGH08DA,23,21.62,共有部份,鋼筋混凝土造,87年3月31日,十層,,持分移轉
RPTPMLPJNHGGFBH38DA,20,74.33,住家用,鋼筋混凝土造,90年3月1日,九層,六層 陽台 雨遮,全筆移轉
RPTPMLPJNHGGFBH38DA,20,13.17,共有部份,鋼筋混凝土造,90年3月1日,九層,,持分移轉
RPTPMLPJNHGGFBH38DA,20,11.05,樓梯間、機械室、水箱、電梯間,鋼筋混凝土造,90年3月1日,九層,,持分移轉
