編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPPNMLRJOHGGFIB18DA,13,175.62,店舖．住宅,鋼筋混凝土造,97年1月11日,四層,一層 二層 三層 四層 陽台 雨遮,全筆移轉
RPSPMLRKNHGGFAB87DA,,532.79,人行道、住宅、停車空間、樓梯間、電梯間,鋼筋混凝土造,109年12月14日,五層,一層 二層 三層 四層 五層 陽台 騎樓 見其他登記事項,全筆移轉
RPTNMLOJNHGGFCB67EA,10,277.27,機電設備空間、附屬停車空間、住宅、水箱室,鋼筋混凝土造,100年7月6日,四層,一層 二層 三層 四層 地下一層 見其他登記事項,全筆移轉
RPTNMLOJNHGGFCB67EA,10,31.47,本共有部份係依使用執照之建築概要表記載項目有：附屬停車空間、機電設備空間等二項,鋼筋混凝土造,100年7月6日,四層,,持分移轉
RPVUMLRJNHGGFCB78DA,26,21.98,住家用,鋼筋混凝土造,84年1月21日,十九層,十七層 陽台,全筆移轉
RPVUMLRJNHGGFCB78DA,26,4.57,共有部分,鋼筋混凝土造,84年1月21日,十九層,,持分移轉
RPUUMLRJNHGGFCB68DA,26,26.64,住家用,鋼筋混凝土造,84年1月21日,十九層,三層 陽台 露台,全筆移轉
RPVUMLRJNHGGFCB78DA,26,5.46,共有部分,鋼筋混凝土造,84年1月21日,十九層,,持分移轉
RPUUMLRJNHGGFCB68DA,26,4.57,共有部分,鋼筋混凝土造,84年1月21日,十九層,,持分移轉
RPUUMLRJNHGGFCB68DA,26,5.71,共有部分,鋼筋混凝土造,84年1月21日,十九層,,持分移轉
RPPSMLNJNHGGFBB47DA,22,29.75,住家用,鋼筋混凝土造,88年1月19日,十三層,五層 陽台,全筆移轉
RPPSMLNJNHGGFBB47DA,22,4.51,共有部分,鋼筋混凝土造,88年1月19日,十三層,,持分移轉
RPPSMLNJNHGGFBB47DA,22,16.82,共有部分,鋼筋混凝土造,88年1月19日,十三層,,持分移轉
RPTNMLNKNHGGFKB38DA,28,91.65,住家用,鋼筋混凝土造,82年10月10日,七層,五層 陽台,全筆移轉
RPTNMLNKNHGGFKB38DA,28,37.59,住家用,鋼筋混凝土造,82年10月10日,七層,,持分移轉
RPOOMLNKNHGGFKB97DA,32,18.90,住家用,鋼筋混凝土造,78年10月30日,五層,三層 陽台,全筆移轉
RPOOMLNKNHGGFKB97DA,32,2.86,防空避難室,鋼筋混凝土造,78年10月30日,五層,,持分移轉
RPOOMLNKNHGGFKB97DA,32,4.60,走道、水塔、梯間、瞭望台,鋼筋混凝土造,78年10月30日,五層,,持分移轉
RPRNMLLKNHGGFEB37DA,16,145.03,住家用,鋼筋混凝土造,94年10月21日,三層,一層 二層 三層 陽台,全筆移轉
RPPPMLNKNHGGFIB97DA,33,136.76,住家用,鋼筋混凝土造,77年9月9日,三層,一層 二層 三層 陽台 平台 屋頂突出物 花台,全筆移轉
RPXOMLNKNHGGFIB68DA,25,43.45,集合住宅,鋼筋混凝土造,84年11月22日,三層,三層 花台,全筆移轉
RPXOMLNKNHGGFIB68DA,25,20.80,共有部分,鋼筋混凝土造,84年11月22日,七層,,持分移轉
RPPNMLQJNHGGFFB67DA,1,210.99,停車空間、住宅,鋼筋混凝土造,109年8月29日,四層,一層 二層 三層 四層 陽台,全筆移轉
RPRNMLPJNHGGFBB37DA,29,211.22,商業用,鋼骨造,81年8月29日,二十六層,十一層 陽台,全筆移轉
RPRNMLPJNHGGFBB37DA,29,107.01,共有部分,鋼骨造,81年8月29日,二十六層,,持分移轉
RPXOMLRKNHGGFKB66DA,41,52.08,住家用,鋼筋混凝土造,69年5月9日,四層,三層 電梯樓梯間,全筆移轉
RPXPMLKKNHGGFBB77DA,28,86.02,住家用,鋼筋混凝土造,82年5月7日,六層,六層 陽台 花台,全筆移轉
RPXPMLKKNHGGFBB77DA,28,11.25,共有部分,鋼筋混凝土造,82年5月7日,六層,,持分移轉
