鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
樹林區,土地,南園段563地號,78.64,,一般農業區,農牧用地,1090102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,970000,12335,,0.0,0,親友、員工或其他特殊關係間之交易。；,RPSOMLNJJHPFFIF98EA,0.0,0.0,0.0,,
八里區,房地(土地+建物)+車位,新北市八里區文昌七街１７１號,27.25,住,,,1090101,土地1建物1車位1,一層，見其他登記事項,十一層,店面(店鋪),商業用,鋼筋混凝土造,1080729,132.76,0,0,1,有,有,11840000,104840,坡道平面,33.18,1400000,,RPQOMLPKMHPFFEF98EA,65.17,0.0,3.84,,
新店區,土地,大豐段372地號,3.64,住,,,1090103,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,200000,54945,,0.0,0,,RPTNMLNKJHPFFCF38DA,0.0,0.0,0.0,,
汐止區,土地,崇德段182地號,190.8,都市：其他:道路,,,1090102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,28744000,150650,,0.0,0,含增建或未登記建物。；建商與地主合建案。；包含公共設施保留地之交易。；,RPXOMLPKJHPFFDF09CA,0.0,0.0,0.0,,
三重區,房地(土地+建物)+車位,新北市三重區重新路一段１２０號十七樓,6.27,,,,1090102,土地1建物1車位1,十七層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011220,130.65,2,2,1,有,有,16362000,146641,坡道機械,27.8,1280000,捷運局標售案向政府機關承購之案件。；,RPQONLPJKHPFFGF78CA,64.86,0.81,7.42,,
新莊區,房地(土地+建物)+車位,新北市新莊區榮華路一段５５號１１樓,34.9,住,,,1090103,土地1建物1車位1,十一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1060113,235.29999999999998,4,2,2,有,有,28000000,132316,坡道平面,38.8,2000000,含增建或未登記建物。；,RPPRMLOKJHPFFBF38DA,109.84,5.33,13.56,,
土城區,房地(土地+建物),新北市土城區裕民路１６０巷２號三樓,6.47,住,,,1090102,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0741015,64.08,3,2,1,有,無,2200000,34332,,0.0,0,親友、員工或其他特殊關係間之交易。；,RPOOMLTKKHPFFAF58EA,57.31,0.0,6.78,,
中和區,房地(土地+建物),新北市中和區中山路二段３０１號八樓之十二,5.84,工,,,1090106,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),商辦用,鋼筋混凝土造,0970114,49.160000000000004,1,1,1,有,無,6900000,140358,,0.0,0,含增建或未登記建物。；,RPUPMLOKJHPFFHF56CA,30.3,0.0,5.58,,
三芝區,房地(土地+建物),新北市三芝區淡金路二段８７巷１號５樓之７,3.86,住,,,1090101,土地1建物1車位0,五層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0870304,28.73,1,0,1,有,有,930000,32370,,0.0,0,,RPTSMLRKJHPFFEF76CA,20.21,0.0,1.84,,
三重區,房地(土地+建物),新北市三重區重新路一段１５０號十八樓,4.87,,,,1090102,土地1建物1車位0,十八層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011220,89.66,2,1,1,有,有,13058889,145649,,0.0,0,向政府機關承購之案件。；,RPXPMLPKJHPFFGF86CA,57.54,0.6,4.42,,
泰山區,車位,新北市泰山區明志路三段１４２巷８號地下一樓之３９,0.15,住,,,1090102,土地0建物0車位2,地下一層,八層,其他,見其他登記事項,鋼筋混凝土造,0871003,61.2,0,0,0,有,有,2500000,,坡道平面,0.0,2500000,本案車位為子母車位。本案車位共2位，故價格無法拆分。,RPRTMLRKJHPFFBF98CA,0.0,0.0,0.0,,
淡水區,土地,興仁段171地號,35.73,,特定農業區,農牧用地,1090108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,157225,4400,,0.0,0,,RPRRMLNKJHPFFEF88EA,0.0,0.0,0.0,,
五股區,車位,新北市五股區西雲路８８巷１７號地下一層,1.06,住,,,1090106,土地0建物0車位1,地下層,七層,其他,見其他登記事項,鋼筋混凝土造,0810317,19.23,0,0,0,有,無,570000,,坡道機械,19.23,570000,親友、員工或其他特殊關係間之交易。；,RPTRMLNKJHPFFBF78EA,0.0,0.0,0.0,,
三重區,土地,大仁段564地號,13.7,住,,,1090102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1877567,137049,,0.0,0,建商與地主合建案。；,RPWNMLLLJHPFFGF09EA,0.0,0.0,0.0,,
永和區,房地(土地+建物),新北市永和區民生路４６巷１４號三樓,16.36,住,,,1090102,土地1建物1車位0,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841021,110.27,3,2,2,有,有,15800000,143285,,0.0,0,,RPQPMLQKJHPFFHF98CA,93.59,0.41,9.5,,
新店區,土地,安坑段四城小段233-1地號,518.92,,山坡地保育區,林業用地,1090103,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,942000,1815,,0.0,0,買方付增值稅,RPWNMLTKLHPFFCF76CA,0.0,0.0,0.0,,
鶯歌區,土地,鳳鳴段64地號,1269.55,住,,,1090103,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,172800000,136111,,0.0,0,,RPPSMLQKJHPFFIF76DA,0.0,0.0,0.0,,
新店區,房地(土地+建物),新北市新店區二十張路７７號三樓,22.0,住,,,1090103,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640812,65.45,2,1,1,有,無,6600000,100840,,0.0,0,,RPUOMLQKJHPFFCF88DA,60.48,0.0,4.97,,
新莊區,土地,新知段54-1地號,3000.0,工,,,1090109,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,759759000,253253,,0.0,0,向政府機關承購之案件。；,RPWNMLSKJHPFFBF98CA,0.0,0.0,0.0,,
新店區,土地,安坑段四城小段233-1地號,2644.63,,山坡地保育區,林業用地,1090102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4800000,1815,,0.0,0,,RPUNMLRKJHPFFCF78CA,0.0,0.0,0.0,,
汐止區,車位,新北市汐止區康寧街８３巷４號等公共設施,0.0,,,,1090109,土地0建物0車位1,,,其他,,,,39.31,0,0,0,有,有,1200000,,坡道平面,39.31,1200000,,RPVNMLNJKHPFFDF58CA,0.0,0.0,0.0,,
淡水區,房地(土地+建物),新北市淡水區學府路１２６號三樓,6.66,住,,,1090106,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0800314,30.47,0,0,0,無,有,1858000,60978,,0.0,0,,RPVPMLQKJHPFFEF56CA,18.55,0.0,1.22,,
三芝區,房地(土地+建物),新北市三芝區淺水灣街１４之１１號七樓,37.63,,山坡地保育區,丙種建築用地,1090103,土地2建物1車位0,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860508,81.84,2,1,1,有,有,4500000,54985,,0.0,0,,RPOUMLLKKHPFFEF58CA,50.74,1.87,10.41,,
汐止區,房地(土地+建物),新北市汐止區忠孝東路４２６號４樓,10.89,住,,,1090101,土地1建物1車位0,四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851009,80.49000000000001,2,2,1,有,有,7950000,98770,,0.0,0,,RPOPMLRJKHPFFDF48CA,53.59,2.02,6.91,,
三峽區,土地,麻園段溪墘寮小段69-9地號,89.0,,一般農業區,甲種建築用地,1090104,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8000000,89888,,0.0,0,含增建或未登記建物。；,RPOQMLQKJHPFFIF98CA,0.0,0.0,0.0,,
鶯歌區,土地,昌福段210地號,112.27,住,,,1090102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6792000,60497,,0.0,0,,RPSTMLQKJHPFFIF07CA,0.0,0.0,0.0,,
板橋區,房地(土地+建物),新北市板橋區南雅東路８號六樓之１２,5.44,商,,,1090106,土地1建物1車位0,六層,十一層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0861121,44.230000000000004,1,1,1,有,有,4250000,96089,,0.0,0,,RPQOMLQKJHPFFAF18CA,29.48,0.0,0.0,,
瑞芳區,房地(土地+建物),新北市瑞芳區中山路１５３之１號三樓,28.44,,鄉村區,乙種建築用地,1090106,土地2建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,,57.47,3,2,1,有,無,1000000,17400,,0.0,0,含增建或未登記建物。；,RPVNMLPKJHPFFFF98CA,57.47,0.0,0.0,,
新莊區,土地,忠孝段660地號,94.95,都市：其他:道路用地,,,1090109,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9039200,95200,,0.0,0,包含公共設施保留地之交易。；,RPQOMLQKJHPFFBF38DA,0.0,0.0,0.0,,
土城區,房地(土地+建物),新北市土城區裕生路１７號三樓,23.58,住,,,1090103,土地2建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690724,85.8,3,2,2,有,無,9600000,111888,,0.0,0,,RPQPMLOKKHPFFAF18CA,85.8,0.0,0.0,,
淡水區,房地(土地+建物)+車位,新北市淡水區坪頂路３９之２號九樓,47.36,住,,,1090103,土地1建物1車位1,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070927,218.71,1,2,2,有,無,14060000,65070,坡道機械,14.93,800000,親友、員工或其他特殊關係間之交易。；土地及建物分次登記案件。前案土地登記收件字號：；,RPPTMLMKKHPFFEF68CA,128.24,5.75,14.63,,
林口區,土地,小南灣段頂福小段1267-1地號,70.33,,,,1090107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2657500,37786,,0.0,0,,RPOONLQKJHPFFBF18CA,0.0,0.0,0.0,,
三峽區,房地(土地+建物)+車位,新北市三峽區大學路１０７號二樓,29.63,住,,,1090102,土地1建物1車位1,二層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1071018,159.72,3,2,2,有,有,14680000,108869,坡道平面,36.82,1300000,,RPUVMLPKJHPFFIF37CA,65.6,12.27,3.73,,
瑞芳區,房地(土地+建物),新北市瑞芳區明燈路１段瑞柑新村８號,70.0,,鄉村區,乙種建築用地,1090108,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,,84.48,4,2,2,有,無,1800000,21307,,0.0,0,,RPSNMLPKJHPFFFF78DA,70.08,7.2,7.2,,
土城區,房地(土地+建物),新北市土城區中正路１號七樓之３,11.71,商,,,1090106,土地1建物1車位0,七層,十六層,辦公商業大樓,商業用,鋼筋混凝土造,0840608,129.62,0,0,0,無,有,11250000,86792,,0.0,0,增值稅122087元及隨課109年度房屋稅9304元由買方負擔。,RPUPMLKLJHPFFAF38EA,91.19,0.0,0.0,,
中和區,房地(土地+建物),新北市中和區景平路６１之６號九樓,20.16,住,,,1090105,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790508,152.67000000000002,4,2,2,有,有,19100000,125106,,0.0,0,,RPWPMLPKJHPFFHF07EA,115.6,0.0,12.65,,
土城區,車位,新北市土城區學成路７０巷８號,0.0,,,,1090106,土地0建物0車位1,,,其他,,,,34.42,0,0,0,有,有,1400000,,坡道平面,34.41,1400000,,RPPNMLQKJHPFFAF97CA,0.0,0.0,0.0,,
泰山區,房地(土地+建物)+車位,新北市泰山區明志路二段２３２巷６號十樓之一,12.26,商,,,1090108,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070927,120.19,2,2,1,有,有,9250000,76961,坡道平面,35.81,0,,RPTQMLMLJHPFFBF48CA,50.46,3.17,4.28,,
新莊區,房地(土地+建物),新北市新莊區成德街１６號,16.67,住,,,1090101,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830913,81.50999999999999,3,2,1,有,有,15500000,190161,,0.0,0,含增建或未登記建物。；,RPRPMLLLJHPFFBF08CA,62.32,8.9,0.0,,
鶯歌區,土地,昌福段213地號,299.3,住,,,1090102,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,18107650,60500,,0.0,0,,RPUTMLQKJHPFFIF27CA,0.0,0.0,0.0,,
新莊區,房地(土地+建物),新北市新莊區建國一路６５號之１五樓,17.53,工,,,1090106,土地1建物1車位0,五層,十層,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,0830204,141.94,3,2,2,有,有,10000000,70452,,0.0,0,,RPURMLLLJHPFFBF58CA,92.67,0.0,4.99,,
新莊區,建物,新北市新莊區壽山路１３號,0.0,,,,1090101,土地0建物1車位0,全,二層,透天厝,工業用,加強磚造,0570304,126.0,5,2,3,有,無,2200000,17460,,0.0,0,親友、員工或其他特殊關係間之交易。；含增建或未登記建物。；,RPUNMLNKKHPFFBF38CA,126.0,0.0,0.0,,
新店區,房地(土地+建物),新北市新店區安光路７５號十四樓,13.88,住,,,1090107,土地1建物1車位0,十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1071015,99.96,2,2,1,有,有,11580000,115846,,0.0,0,,RPUQMLRKJHPFFCF09CA,58.72,1.41,7.94,,
三重區,房地(土地+建物),新北市三重區三和路四段２１１號三樓之二十二,13.6,住,,,1090101,土地1建物1車位0,三層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680926,61.0,2,2,2,有,無,6800000,111475,,0.0,0,含增建或未登記建物。；,RPTPMLRKJHPFFGF66CA,61.0,0.0,0.0,,
三重區,房地(土地+建物),新北市三重區重新路一段１１６號１４樓,5.92,,,,1090108,土地1建物1車位0,十四層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011220,103.73,2,2,1,有,有,15550002,149908,,0.0,0,向政府機關承購之案件。；,RPQOMLQJLHPFFGF88CA,64.8,1.06,6.87,,
永和區,房地(土地+建物),新北市永和區中和路４２１巷３弄１７號九樓,3.19,商,,,1090101,土地2建物1車位0,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850701,46.88,1,1,1,有,有,7720000,164676,,0.0,0,,RPTQMLQKJHPFFHF76CA,35.16,0.45,7.2,,
新店區,房地(土地+建物)+車位,新北市新店區安光路５７號五樓,21.98,住,,,1090107,土地1建物1車位1,五層,二十二層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1071015,175.67000000000002,3,2,2,有,有,18270000,108816,坡道平面,27.53,2150000,,RPRQMLRKJHPFFCF78CA,88.57,3.35,9.55,,
汐止區,房地(土地+建物)+車位,新北市汐止區樟樹二路２５３之１號,24.66,住,,,1090102,土地1建物1車位1,一層，二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890819,195.89,4,2,2,有,有,13850000,70703,坡道平面,31.85,0,,RPOPMLOJKHPFFDF18CA,112.8,1.66,13.57,,
淡水區,房地(土地+建物),新北市淡水區學府路１３６巷５５號七樓之１７,7.3,住,,,1090101,土地1建物1車位0,七層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0961002,34.57,0,0,0,無,有,2450000,70871,,0.0,0,陽台外推,RPQNMLRKJHPFFEF58CA,20.01,0.0,3.01,,
泰山區,房地(土地+建物),新北市泰山區明志路三段１４２巷８號六樓之二,2.5,住,,,1090103,土地2建物1車位0,六層,九層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0871003,17.9,1,0,1,有,有,1250000,69832,,0.0,0,,RPTWMLQKJHPFFBF76CA,9.42,0.0,0.0,,
鶯歌區,土地,昌福段211地號,134.15,住,,,1090102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10233224,76282,,0.0,0,,RPTTMLQKJHPFFIF17CA,0.0,0.0,0.0,,
泰山區,土地,中山段994地號,19.43,工,,,1090109,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2233382,114945,,0.0,0,,RPONNLQKJHPFFBF28EA,0.0,0.0,0.0,,
新莊區,車位,新北市新莊區中港路３３８號等,1.52,商,,,1090106,土地0建物0車位1,,,其他,,,,31.01,0,0,0,有,有,1838000,,坡道平面,31.01,1838000,,RPQOMLKMJHPFFBF87CA,0.0,0.0,0.0,,
汐止區,建物,新北市汐止區汐碇路１７號７樓,0.0,,,,1090102,土地0建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070705,166.67,3,2,2,有,有,7893449,48918,坡道機械,16.92,568037,建商與地主合建案。；,RPVPNLKKKHPFFDF68CA,91.92,2.11,9.32,,
三重區,房地(土地+建物),新北市三重區重新路一段１３６號十五樓,5.22,,,,1090103,土地1建物1車位0,十五層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011220,92.41,2,1,1,有,有,14900001,161238,,0.0,0,向政府機關承購之案件。；,RPRNMLKMJHPFFGF38CA,57.14,1.31,6.79,,
淡水區,房地(土地+建物),新北市淡水區北新路１６９巷１６號十一樓之５,6.19,住,,,1090106,土地2建物1車位0,十一層,十八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0851228,39.2,1,1,1,有,有,2120000,54082,,0.0,0,陽台外推,RPSPMLRKJHPFFEF98CA,28.09,0.0,1.36,,
新店區,房地(土地+建物)+車位,新北市新店區安光路７５號十一樓,15.04,住,,,1090107,土地1建物1車位1,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1071015,125.61999999999999,2,2,1,有,有,13080000,110833,坡道平面,25.65,2000000,,RPTQMLRKJHPFFCF98CA,58.72,1.41,7.94,,
新店區,房地(土地+建物),新北市新店區僑愛七路１５號,68.73,都市：其他:已開發建築密集地區,,,1090110,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0790313,160.36,4,2,2,有,有,9250000,57683,,0.0,0,含增建或未登記建物。；,RPVNMLKLJHPFFCF28CA,147.21,7.67,5.48,,
新莊區,土地,瓊林段801-4地號,270.19,住,,,1090107,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12680000,46930,,0.0,0,,RPWRMLRKJHPFFBF66CA,0.0,0.0,0.0,,
新店區,車位,新北市新店區北宜路二段１３９號,5.76,住,,,1090107,土地0建物0車位1,一層,十二層,其他,見其他登記事項,鋼筋混凝土造,0870112,31.36,0,0,0,有,有,1350000,,一樓平面,30.47,1350000,本案係車位買賣單獨車位交易。；,RPUOMLKLKHPFFCF38CA,0.0,0.0,0.0,,
