編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPRTMLRKJHPFFBF98CA,21,1.14,管理員室,鋼筋混凝土造,87年10月3日,八層,地下一層,持分移轉
RPRTMLRKJHPFFBF98CA,21,18.64,共有部分,鋼筋混凝土造,87年10月3日,八層,,持分移轉
RPRTMLRKJHPFFBF98CA,21,41.42,共有部分,鋼筋混凝土造,87年10月3日,九層,,持分移轉
RPUPMLOKJHPFFHF56CA,12,35.88,一般商業設施〈一般事務所〉,鋼筋混凝土造,97年1月14日,十二層,八層 陽臺,全筆移轉
RPUPMLOKJHPFFHF56CA,12,13.28,共有部分,鋼筋混凝土造,97年1月14日,十二層,,持分移轉
RPOOMLTKKHPFFAF58EA,34,64.08,住家用,鋼筋混凝土造,74年10月15日,五層,三層 陽臺,持分移轉
RPQOMLPKMHPFFEF98EA,,69.01,店舖,鋼筋混凝土造,108年7月29日,十一層,一層 陽臺 見其他登記事項,全筆移轉
RPQOMLPKMHPFFEF98EA,,63.75,管委會使用空間、門廳、自行車停車區、梯廳、梯間、消防專用屋頂水箱、自來水箱、電梯機房、停車空間、台電配電場所、發電機房、電信機房、垃圾暫存空間、垃圾車暫停車位、裝卸位、汽車坡道、消防機房、水箱、雨水機房、噴灌機房等２０項,鋼筋混凝土造,108年7月29日,十一層,,持分移轉
RPTRMLNKJHPFFBF78EA,28,16.52,防空避難室兼停車場,鋼筋混凝土造,81年3月17日,七層,地下層,持分移轉
RPTRMLNKJHPFFBF78EA,28,2.71,商業用,鋼筋混凝土造,81年3月17日,七層,地下層,持分移轉
RPQPMLQKJHPFFHF98CA,24,6.77,共有部分,鋼筋混凝土造,84年10月21日,十六層,,持分移轉
RPQPMLQKJHPFFHF98CA,24,103.50,住家用,鋼筋混凝土造,84年10月21日,十六層,三層 陽臺 花台,全筆移轉
RPUOMLQKJHPFFCF88DA,44,65.45,住家用,鋼筋混凝土造,64年8月12日,四層,三層 陽臺,全筆移轉
RPXPMLPKJHPFFGF86CA,7,62.56,住家用,鋼骨鋼筋混凝土造,101年12月20日,二十七層,十八層 陽臺 雨遮,全筆移轉
RPXPMLPKJHPFFGF86CA,7,1.17,本共有部分項目有：公益設施出入口、緩衝空間、緊急發電機室、電信機房、公用電錶、及台電配電場所等６項。,鋼骨鋼筋混凝土造,101年12月20日,二十七層,,持分移轉
RPXPMLPKJHPFFGF86CA,7,25.93,本共有部分項目有：蓄水池、雨水儲存池、機械房、消防水池、消防泵浦室、排煙室、梯間、管道間、機車停車空間、管理員室、垃圾處理中心、水箱、梯廳、走道、中繼機房、視聽室、交誼室、集合住宅大廳、閱覽室、污水處理設施、社區中心、信箱室、樓梯間、電梯間、電梯機房雨遮及陽台等２７項。,鋼骨鋼筋混凝土造,101年12月20日,二十七層,,持分移轉
RPTSMLRKJHPFFEF76CA,22,6.14,共有部分,鋼筋混凝土造,87年3月4日,十二層,,持分移轉
RPTSMLRKJHPFFEF76CA,22,22.05,住家用,鋼筋混凝土造,87年3月4日,十二層,五層 陽臺,全筆移轉
RPTSMLRKJHPFFEF76CA,22,.55,共有部分,鋼筋混凝土造,87年3月4日,十二層,,持分移轉
RPQONLPJKHPFFGF78CA,7,73.09,住家用,鋼骨鋼筋混凝土造,101年12月20日,二十七層,十七層 陽臺 雨遮,全筆移轉
RPQONLPJKHPFFGF78CA,7,1.36,本共有部分項目有：公益設施出入口、緩衝空間、緊急發電機室、電信機房、公用電錶、及台電配電場所等６項。,鋼骨鋼筋混凝土造,101年12月20日,二十七層,,持分移轉
RPQONLPJKHPFFGF78CA,7,28.40,本共有部分項目有：蓄水池、雨水儲存池、機械房、消防水池、消防泵浦室、排煙室、梯間、管道間、機車停車空間、管理員室、垃圾處理中心、水箱、梯廳、走道、中繼機房、視聽室、交誼室、集合住宅大廳、閱覽室、污水處理設施、社區中心、信箱室、樓梯間、電梯間、電梯機房雨遮及陽台等２７項。,鋼骨鋼筋混凝土造,101年12月20日,二十七層,,持分移轉
RPQONLPJKHPFFGF78CA,7,27.80,本共有部分項目有：停車空間、防空避難室兼停車空間及車道等３項。,鋼骨鋼筋混凝土造,101年12月20日,二十七層,,持分移轉
RPVNMLNJKHPFFDF58CA,24,39.31,見使用執照,鋼筋混凝土造,84年10月21日,十四層,,持分移轉
RPPRMLOKJHPFFBF38DA,3,128.73,集合住宅,鋼骨鋼筋混凝土造,106年1月13日,十七層,十一層 陽臺 雨遮,全筆移轉
RPPRMLOKJHPFFBF38DA,3,20.21,本共有部分之項目有入口大廳、管委會使用空間、防災中心、自行車停車位、電信室、排煙室、梯間、機房、機車停車位、垃圾車暫停車位、垃圾資源回收空間、發電機房、台電配電場所、水箱、停車空間、消防泵浦機房、進排風機房等１７項,鋼骨鋼筋混凝土造,106年1月13日,十七層,,持分移轉
RPPRMLOKJHPFFBF38DA,3,47.56,本共有部分之項目有梯廳、排煙室、機房、樓梯間、昇降機房、水箱室等６項,鋼骨鋼筋混凝土造,106年1月13日,十七層,,持分移轉
RPPRMLOKJHPFFBF38DA,3,38.80,本共有部分之項目有防空避難室兼停車空間、停車空間等２項,鋼骨鋼筋混凝土造,106年1月13日,十七層,,持分移轉
RPOPMLRJKHPFFDF48CA,23,62.52,住家用,鋼筋混凝土造,85年10月9日,十七層,四層 陽臺 花台,全筆移轉
RPOPMLRJKHPFFDF48CA,23,17.97,停車空間、防空避難室兼停車空間、頂蓋型開放空間、電樓梯間、屋頂突出物、通道、門廳、梯間、中繼水箱,鋼筋混凝土造,85年10月9日,十八層,,持分移轉
RPSNMLPKJHPFFFF78DA,,84.48,住家用,加強磚造,,二層,一層 二層 陽臺 平台,全筆移轉
RPOUMLLKKHPFFEF58CA,23,63.02,住家用,鋼筋混凝土造,86年5月8日,十一層,七層,全筆移轉
RPOUMLLKKHPFFEF58CA,23,18.82,共有部分,鋼筋混凝土造,86年5月8日,十一層,,持分移轉
RPVNMLPKJHPFFFF98CA,,57.47,住家用,加強磚造,,三層,三層,全筆移轉
RPVPMLQKJHPFFEF56CA,29,19.77,住家用,鋼筋混凝土造,80年3月14日,五層,三層 陽臺,全筆移轉
RPVPMLQKJHPFFEF56CA,29,4.12,共有部分,鋼筋混凝土造,80年3月14日,五層,,持分移轉
RPVPMLQKJHPFFEF56CA,29,.77,共有部分,鋼筋混凝土造,80年3月14日,五層,,持分移轉
RPVPMLQKJHPFFEF56CA,29,.92,共有部分,鋼筋混凝土造,80年3月14日,五層,,持分移轉
RPVPMLQKJHPFFEF56CA,29,1.46,共有部分,鋼筋混凝土造,80年3月14日,五層,,持分移轉
RPVPMLQKJHPFFEF56CA,29,2.64,共有部分,鋼筋混凝土造,80年3月14日,七層,,持分移轉
RPVPMLQKJHPFFEF56CA,29,.79,共有部分,鋼筋混凝土造,80年3月14日,五層,,持分移轉
RPUPMLKLJHPFFAF38EA,25,91.19,商業用,鋼筋混凝土造,84年6月8日,十六層,七層,全筆移轉
RPUPMLKLJHPFFAF38EA,25,17.45,共有部分,鋼筋混凝土造,84年6月8日,十六層,,持分移轉
RPUPMLKLJHPFFAF38EA,25,20.98,共有部分,鋼筋混凝土造,84年6月8日,十六層,,持分移轉
RPPTMLMKKHPFFEF68CA,1,148.62,住家用,鋼筋混凝土造,107年9月27日,十層,九層 陽臺 雨遮,全筆移轉
RPPTMLMKKHPFFEF68CA,1,70.09,本共有部分之項目有外廊、梯廳、管委會、客貨兩用梯機車昇降機、電梯機房、水箱、發電機房、電信機房、資源回收室、消防機房、臨時停車位、防空避難室兼停車空間、台電配電場所等１３項。,鋼筋混凝土造,107年9月27日,十層,,持分移轉
RPRPMLLLJHPFFBF08CA,25,71.22,住家用,鋼筋混凝土造,83年9月13日,七層,一層 平台,全筆移轉
RPRPMLLLJHPFFBF08CA,25,10.29,共有部分,鋼筋混凝土造,83年9月13日,七層,,持分移轉
RPUQMLRKJHPFFCF09CA,1,14.69,本共有部分之項目有梯廳、消防機房、消防中繼水箱、樓梯間、陽台、水箱、電梯機房等７項。,鋼筋混凝土構造,107年10月15日,二十四層,,持分移轉
RPUQMLRKJHPFFCF09CA,1,68.07,集合住宅,鋼筋混凝土構造,107年10月15日,二十四層,十四層 陽臺 雨遮,全筆移轉
RPUQMLRKJHPFFCF09CA,1,17.21,本共有部分之項目有管委會使用空間、管理員室、樓梯、梯廳、機車停車空間、梯間、防空避難室兼供公共使用之公共停車空間、垃圾儲存空間、台電管道間、台電配電場所、防災中心、停車空間、水景水箱、電信機房、機房、水箱、發電機房、消防機房、陽台等１９項。,鋼筋混凝土構造,107年10月15日,二十四層,,持分移轉
RPURMLLLJHPFFBF58CA,26,97.66,工業用,鋼筋混凝土造,83年2月4日,十層,五層 陽臺,全筆移轉
RPURMLLLJHPFFBF58CA,26,44.28,共有部分,鋼筋混凝土造,83年2月4日,十層,,持分移轉
RPTQMLQKJHPFFHF76CA,24,42.81,住家用,鋼筋混凝土造,85年7月1日,十六層,九層 陽臺 雨遮,全筆移轉
RPTQMLQKJHPFFHF76CA,24,4.07,共有部分,鋼筋混凝土造,85年7月1日,十六層,,持分移轉
RPUVMLPKJHPFFIF37CA,1,81.60,集合住宅,鋼筋混凝土造,107年10月18日,十層,二層 陽臺 雨遮,全筆移轉
