編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPPOMLOJOHIFFAW96DC,1,100.00,住家用,鋼筋混凝土造,101年10月18日,三層,
RPPNMLSKPHIFFAW47DC,1,85.13,集合住宅,鋼筋混凝土造,101年11月28日,十層,
RPTNMLMKPHIFFAW27DC,1,92.54,集合住宅,鋼筋混凝土造,101年12月7日,三層,
RPSOMLSLOHIFFAW87DC,5,85.13,集合住宅,鋼筋混凝土造,97年12月11日,五層,
