編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPPNMLNJNHIFFBK87CA,1,559.98,店舖，停車空間，住宅,鋼筋混凝土造,101年4月2日,四層,一層 二層 三層 四層 陽台 雨遮
SPPNMLNJNHIFFBK97CA,1,559.98,店舖，停車空間，住宅,鋼筋混凝土造,101年4月2日,四層,一層 二層 三層 四層 陽台 雨遮
RPVNMLMJNHIFFBK38CA,21,116.86,住家用,鋼筋混凝土造,81年4月1日,六層,
RPWNMLMJNHIFFDK68CA,6,158.91,店舖、住宅、停車空間,鋼筋混凝土造,96年8月10日,三層,一層 二層 三層 陽台 平台 雨遮 見其他登記事項
RPXNMLMJNHIFFDK78CA,33,107.30,住家用,鋼筋混凝土造,69年3月6日,四層,四層
RPXNMLMJNHIFFDK78CA,33,5.04,見其他登記事項,鋼筋混凝土造,69年3月6日,四層,
RPXNMLMJNHIFFDK78CA,33,4.72,見其他登記事項,鋼筋混凝土造,69年3月6日,,
RPQOMLMJNHIFFDK18CA,,233.14,見其他登記事項,鋼筋混凝土造,101年11月22日,四層,一層 二層 三層 四層
RPPOMLMJNHIFFDK08CA,18,111.42,住家用,鋼筋混凝土造,84年7月14日,六層,二層 陽台
RPPOMLMJNHIFFDK08CA,18,7.53,樓梯間,鋼筋混凝土造,84年7月14日,,
RPPOMLMJNHIFFDK08CA,18,19.01,防空避難室,鋼筋混凝土造,84年7月14日,六層,
RPSNMLTJNHIFFDK98CA,20,96.95,住家用,鋼筋混凝土造,82年6月18日,七層,二層
RPSNMLTJNHIFFDK98CA,20,35.20,見其他登記事項,鋼筋混凝土造,82年6月18日,,
RPROMLMLNHIFFDK48CA,25,1595.74,工業用,鋼造,76年12月26日,一層,一層
RPQNMLMLNHIFFEK38CA,,164.51,住家用,鋼筋混凝土造,80年11月1日,三層,一層 二層 三層 陽台 平台
