編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPWNMLMJNHIFFBM68CA,19,146.04,住家用,鋼筋混凝土造,83年9月5日,三層,一層 二層 三層 陽台 電梯樓梯間
RPQNMLMJNHIFFCM18CA,,32.69,農舍,鋼鐵造有牆,101年12月7日,一層,一層
RPSOMLSJNHIFFBM98CA,28,108.78,住家用,鋼筋混凝土造,74年4月30日,二層,一層 二層 陽台 平台
RPTNMLRJNHIFFCM98CA,50,890.45,住工用,鐵筋加強磚造、Ａ﹕磚木造、Ｂ﹕鐵架蓋水泥板,52年8月1日,二層,一層 二層
SPQNMLQJNHIFFCM68CA,9,37.06,防空避難室兼停車空間、梯廳、梯間、水箱,鋼筋混凝土造,93年10月5日,十層,
SPQNMLQJNHIFFCM68CA,9,103.18,集合住宅,鋼筋混凝土造,93年10月5日,十層,五層 陽台
RPUOMLSJNHIFFCM66CA,,231.61,住宅、樓梯間,鋼筋混凝土造,102年2月4日,二層,一層 二層 陽台 見其他登記事項
RPWOMLSJNHIFFCM86CA,,181.97,住宅、樓梯間,鋼筋混凝土造,102年2月4日,二層,一層 二層 陽台 見其他登記事項
RPQNMLQJNHIFFCM58CA,9,37.06,防空避難室兼停車空間、梯廳、梯間、水箱,鋼筋混凝土造,93年10月5日,十層,
RPQNMLQJNHIFFCM58CA,9,103.18,集合住宅,鋼筋混凝土造,93年10月5日,十層,五層 陽台
RPTNMLQKNHIFFDM09CA,7,188.17,住宅、停車空間,鋼筋混凝土造,95年7月11日,四層,一層 二層 三層 四層 陽台
RPQNMLSKNHIFFCM88CA,26,163.56,住家用,鋼筋混凝土造,76年9月30日,三層,一層 二層 三層
RPQNMLLJNHIFFEM28CA,4,221.24,店舖，住宅,ＲＣ造,98年7月16日,四層,一層 二層 三層 四層 陽台 騎樓 雨遮
RPQNMLSJNHIFFCM88DA,14,53.08,農舍,鋼筋混凝土造,87年12月29日,一層,一層
RPTNMLQJNHIFFAM68CA,,194.72,住宅、樓梯間、水箱間,鋼筋混凝土造,101年10月8日,三層,一層 二層 三層 陽台 屋頂突出物
RPSNMLQJNHIFFCM88DA,17,137.25,住家用,鋼筋混凝土造,84年12月30日,四層,一層 二層 三層 四層 陽台 平台 花台
RPQNMLRKNHIFFAM68DA,19,129.55,住宅、人行道,鋼筋混凝土造,83年5月24日,三層,一層 二層 三層 屋頂突出物 騎樓
RPTNMLNJNHIFFDM68CA,16,257.38,住家用,鋼筋混凝土造,86年9月23日,四層,一層 二層 三層 四層 陽台 電梯樓梯間
RPQNMLQKNHIFFCM68CA,10,191.94,住家用,鋼骨造、鋼鐵造有牆,91年10月17日,二層,一層 二層
RPWNMLSKNHIFFBM76CA,1,162.31,住家用,鋼筋混凝土造,101年7月19日,四層,一層 二層 三層 四層 陽台
RPWNMLSKNHIFFBM76CA,,12.88,住家用,鋼架造有牆,101年12月13日,一層,
SPWNMLSKNHIFFBM86CA,1,162.31,住家用,鋼筋混凝土造,101年7月19日,四層,一層 二層 三層 四層 陽台
SPWNMLSKNHIFFBM86CA,,12.88,住家用,鋼架造有牆,101年12月13日,一層,
RPQNMLOKNHIFFBM38CA,17,79.98,住家用,鋼筋混凝土造,85年6月13日,九層,二層 陽台 花台
RPQNMLOKNHIFFBM38CA,17,27.87,停車空間、防空避難室、梯間、機械室、水塔、門廳,鋼筋混凝土造,85年6月13日,九層,
RPQNMLOKNHIFFBM38CA,17,.10,警衛室,鋼筋混凝土造,85年6月13日,九層,
RPUNMLRJNHIFFAM88CA,35,89.46,住家用,鋼筋混凝土加強磚造,66年12月31日,二層,一層 二層
RPTNMLSJNHIFFBM98CA,8,204.20,住家用,鋼筋混凝土造,93年10月18日,四層,一層 二層 三層 四層 陽台
RPRNMLRJNHIFFCM78CA,17,84.59,集合住宅,鋼筋混凝土造,85年2月9日,十五層,五層 陽台
RPRNMLQJNHIFFCM68CA,7,231.38,住家用,鋼筋混凝土造,95年7月3日,四層,一層 二層 三層 四層 陽台
RPRNMLTJNHIFFDM56DA,32,102.15,住商用,鋼筋混凝土加強磚造,70年2月2日,二層,一層 二層 騎樓
RPWNMLKKNHIFFCM68CA,11,216.79,騎樓、店舖、住宅,鋼筋混凝土造,91年9月13日,三層,一層 二層 三層 陽台 屋頂突出物 騎樓
RPQNMLTJNHIFFBM78CA,24,126.79,住家用,鋼筋混凝土造,78年1月16日,三層,一層 二層 三層
RPWNMLLLNHIFFAM68CA,26,163.02,住商用,鋼筋混凝土造,75年11月4日,二層,一層 二層
RPSNMLQKNHIFFAM68CA,29,30.03,住家用,加強磚造,73年6月22日,一層,一層
RPROMLRJNHIFFAM68CA,33,86.46,住家用,加強磚造,69年3月24日,二層,一層 二層
RPWNMLNKNHIFFAM78CA,9,175.44,住家用,鋼筋混凝土造,92年10月13日,三層,一層 二層 三層 陽台 屋頂突出物
RPTNMLOKNHIFFAM58CA,3,197.38,住家用,鋼筋混凝土造,99年1月22日,四層,一層 二層 三層 四層 陽台 屋頂突出物 雨遮
RPSNMLNKNHIFFAM38CA,,205.05,住家用,鋼筋混凝土造,101年11月15日,四層,一層 二層 三層 四層 陽台
RPQNMLTJNHIFFEM09CA,43,41.20,住家用,磚造,59年2月15日,二層,一層 二層
RPUNMLSJNHIFFBM09CA,8,242.19,補習班、住宅,鋼筋混凝土造,94年9月8日,四層,一層 二層 三層 四層 陽台 平台 騎樓 雨遮
RPPOMLRKNHIFFBM68CA,2,203.78,住家用,鋼筋混凝土造,100年1月11日,四層,一層 二層 三層 四層 雨遮
RPXNMLSJNHIFFCM86CA,33,96.88,住家用,鋼筋混凝土加強磚造,69年3月25日,二層,一層 二層
RPOOMLTJNHIFFCM78CA,36,103.98,住家用,鋼筋混凝土加強磚造,66年8月31日,二層,一層 二層 騎樓
RPTNMLNLNHIFFCM78CA,30,95.70,住家用,鋼筋混凝土造,71年10月30日,二層,一層 二層
RPSNMLSJNHIFFDM09CA,17,82.07,集合住宅,鋼筋混凝土造,85年3月21日,八層,三層 陽台 花台
RPPNMLOKNHIFFDM48CA,22,248.52,住家用,鋼筋混凝土造,79年11月5日,三層,一層 二層 三層 騎樓
RPVNMLSJNHIFFCM76DA,58,103.62,住商用,木造,44年7月1日,一層,
RPQNMLTJNHIFFCM98DA,17,170.60,住家用,鋼筋混凝土造,84年12月30日,三層,一層 二層 三層 陽台 平台 屋頂突出物 花台
RPPNMLSJNHIFFCM78DA,34,128.61,住家用,鋼筋混凝土加強磚造,68年3月26日,三層,一層 二層 三層
RPRNMLTJNHIFFBM98DA,,164.51,住宅、樓梯間,鋼筋混凝土造,102年1月2日,三層,一層 二層 三層 陽台 見其他登記事項
RPPNMLTJNHIFFBM78DA,19,68.97,住家用,鋼筋混凝土造,83年10月29日,八層,三層 陽台
RPPNMLTJNHIFFBM78DA,19,25.54,防空避難室、停車場、梯間、機械間、水箱,鋼筋混凝土造,83年10月29日,八層,
RPOOMLKKNHIFFCM08DA,24,80.19,人行道、店鋪、住宅,鋼筋混凝土造,78年8月21日,四層,一層 二層 三層 四層 陽台 騎樓
RPPNMLNKNHIFFDM38CA,23,151.10,住家用,鋼筋混凝土造,78年12月4日,三層,一層 二層 三層
RPQOMLKLNHIFFCM28CA,19,207.45,住家用,鋼筋混凝土造,83年10月19日,四層,一層 二層 三層 四層 露台 地下層
RPSNMLMLNHIFFCM58CA,10,148.50,農業設施,鋼鐵造有牆,91年12月17日,一層,一層
RPXNMLOKNHIFFCM56CA,12,124.63,住家用,鋼骨造,89年12月5日,二層,一層 二層
RPSOMLKLNHIFFCM48CA,19,81.78,集合住宅,鋼筋混凝土造,83年1月14日,十一層,四層 陽台 花台
RPWNMLTJNHIFFCM86CA,9,95.91,集合住宅,鋼筋混凝土造,93年10月5日,十層,二層 陽台
RPTNMLTJNHIFFCM56CA,24,146.84,住家用,鋼筋混凝土造,78年4月21日,二層,一層 二層
RPUNMLOKNHIFFBM78CA,31,109.78,住商用,鋼筋混凝土加強磚造,71年2月27日,二層,一層 二層 騎樓
