編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPWOMLQJNHIFFAO66CA,30,286.97,住家用,加強磚造,71年11月29日,四層,一層 二層 三層 四層
RPXPMLQJNHIFFAO86CA,,135.63,住家用,鋼筋混凝土造,,三層,一層 二層 三層 騎樓
RPPOMLMJNHIFFAO18CA,15,88.15,住家用,鋼筋混凝土造,86年10月30日,七層,一層 陽台
RPPOMLMJNHIFFAO18CA,15,26.85,避難室兼停車空間,鋼筋混凝土造,86年10月30日,八層,
RPPOMLMJNHIFFAO18CA,15,11.44,梯間,鋼筋混凝土造,86年10月30日,七層,
RPROMLMJNHIFFAO38CA,18,86.29,住家用,鋼筋混凝土造,84年1月27日,七層,三層 陽台
RPROMLMJNHIFFAO38CA,18,7.41,共有部分,鋼筋混凝土造,84年1月27日,七層,
RPROMLMJNHIFFAO38CA,18,10.87,共有部分,鋼筋混凝土造,84年1月27日,七層,
RPRQMLMJNHIFFAO58CA,,54.66,住家用,鋼筋混凝土造,,九層,七層 陽台
RPRQMLMJNHIFFAO58CA,,21.25,共有部分,鋼筋混凝土造,,九層,
RPUPMLKKNHIFFAO68CA,4,107.87,商務住宅、機電空間,鋼筋混凝土造,98年7月21日,十五層,十層 陽台
RPUPMLKKNHIFFAO68CA,4,20.51,樓梯間、水箱、昇降機房,鋼筋混凝土造,98年7月21日,十五層,
RPUPMLKKNHIFFAO68CA,4,23.35,防空避難室兼停車空間、消防機械室、污水機房、台電配電室、電信室、開放空間、發電機室,鋼筋混凝土造,98年7月21日,十五層,
RPUPMLKKNHIFFAO68CA,4,.02,守衛室,鋼筋混凝土造,98年7月21日,十五層,
RPUPMLKKNHIFFAO68CA,4,.00,樓梯間、水箱、昇降機房,鋼筋混凝土造,98年7月21日,十五層,
RPUPMLKKNHIFFAO68CA,4,23.30,防空避難室兼停車空間、消防機械室、污水機房、台電配電室、電信室、開放空間、發電機室,鋼筋混凝土造,98年7月21日,十五層,
RPVNMLOJNHIFFAO88CA,5,27.40,辦公室,鋼筋混凝土造,97年7月30日,十層,三層 雨遮
RPVNMLOJNHIFFAO88CA,5,16.18,防空避難室、停車空間、水箱、梯間、機械室,鋼筋混凝土造,97年7月30日,十層,
RPXNMLQJNHIFFAO66CA,13,42.75,住家用,鋼筋混凝土造,89年4月17日,十四層,十一層 陽台
RPXNMLQJNHIFFAO66CA,13,12.15,共有部分,鋼筋混凝土造,89年4月17日,十四層,
RPVNMLRJNHIFFAO56CA,21,29.79,住家用,鋼筋混凝土造,81年6月1日,五層,二層 陽台
RPVNMLRJNHIFFAO56CA,21,13.12,共有部分,鋼筋混凝土造,81年6月1日,五層,
RPXQMLKKNHIFFAO09CA,17,192.58,住家用,鋼筋混凝土造,85年7月13日,三層,一層 二層 三層 陽台 雨遮 地下層
RPXQMLKKNHIFFAO09CA,17,13.95,共有部分,鋼筋混凝土造,85年7月13日,三層,
RPXNMLNKNHIFFAO09CA,1,.06,辦公室,鋼筋混凝土造,100年11月21日,二十四層,一層
RPXNMLNKNHIFFAO09CA,1,57.00,共有部分,鋼筋混凝土造,100年11月21日,二十四層,
SPXNMLNKNHIFFAO56CA,1,145.08,集合住宅,鋼筋混凝土造,100年11月21日,二十四層,二十層 陽台 雨遮
SPXNMLNKNHIFFAO56CA,1,25.16,共有部分,鋼筋混凝土造,100年11月21日,二十四層,
SPXNMLNKNHIFFAO56CA,1,38.96,共有部分,鋼筋混凝土造,100年11月21日,二十四層,
RPSOMLOKNHIFFAO78CA,15,.85,社區活動中心,鋼筋混凝土造,87年6月23日,二十一層,
RPSOMLOKNHIFFAO78CA,15,.17,社區活動中心,鋼筋混凝土造,87年6月23日,二十一層,
RPSOMLOKNHIFFAO78CA,15,53.52,住家用,鋼筋混凝土造,87年7月18日,二十一層,十八層 陽台 花台
RPSOMLOKNHIFFAO78CA,15,16.96,防空避難室、停車空間,鋼筋混凝土造,87年7月18日,二十二層,
RPRNMLMJNHIFFAO38DA,6,88.09,集合住宅,鋼筋混凝土造,95年10月12日,十三層,十三層 陽台 雨遮
RPRNMLMJNHIFFAO38DA,6,17.44,防空避難室、停車空間、開放空間,鋼筋混凝土造,95年10月12日,十三層,
RPRNMLMJNHIFFAO38DA,6,12.27,樓梯間、機械室、水箱,鋼筋混凝土造,95年10月12日,十三層,
RPRNMLMJNHIFFAO38DA,6,.08,管理員室,鋼筋混凝土造,95年10月12日,十三層,
RPRNMLMJNHIFFAO38DA,6,24.05,防空避難室、停車空間、開放空間,鋼筋混凝土造,95年10月12日,十三層,
RPTNMLMJNHIFFAO58DA,3,124.14,集合住宅,鋼筋混凝土造,99年8月9日,十五層,八層 陽台 雨遮
RPTNMLMJNHIFFAO58DA,3,56.05,共有部分,鋼筋混凝土造,99年8月9日,十五層,
RPTNMLMJNHIFFAO58DA,3,24.44,共有部分,鋼筋混凝土造,99年8月9日,十五層,
RPWNMLMJNHIFFAO88DA,6,276.87,停車空間、住宅,鋼筋混凝土造,96年5月1日,四層,一層 二層 三層 四層 陽台 地下一層
RPWNMLMJNHIFFAO88DA,6,223.97,停車空間、住宅,鋼筋混凝土造,96年5月1日,四層,一層 二層 三層 四層 陽台 地下一層
RPWNMLMJNHIFFAO88DA,5,.61,辦公室,鋼筋混凝土造,97年2月1日,一層,
RPRNMLNJNHIFFAO58EA,5,127.18,集合住宅,鋼筋混凝土造,97年1月31日,十五層,五層 陽台 雨遮
RPRNMLNJNHIFFAO58EA,5,83.72,梯間水箱機械室防空避難室兼停車空間及開放空間受電室,鋼筋混凝土造,97年1月31日,十五層,
RPUNMLOJNHIFFAO88DA,17,49.38,住家用,鋼骨造,84年11月30日,五層,四層 陽台
