鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
斗六市,房地(土地+建物),雲林縣斗六市育英北街１１２巷１號,96.0,住,,,1020321,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0840718,170.61,4,2,4,有,無,5980000,35051,,0.0,0,,RPQOMLMJNHIFFAP38CA,164.03,4.47,2.11,,
斗六市,土地,林子頭段番子溝小段12-6地號,387.67,,一般農業區,水利用地,1020315,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,410410,1059,,0.0,0,,RPPNMLKKNHIFFAP08CA,0.0,0.0,0.0,,
斗南鎮,土地,溫厝角段1089-3地號,2032.0,,特定農業區,農牧用地,1020424,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3000000,1476,,0.0,0,,RPQNMLMJNHIFFBP38CA,0.0,0.0,0.0,,
大埤鄉,土地,西鎮段70地號,49.27,,特定農業區,農牧用地,1020314,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,43200,877,,0.0,0,,RPQNMLQJNHIFFBP78CA,0.0,0.0,0.0,,
大埤鄉,土地,西鎮段70地號,98.55,,特定農業區,農牧用地,1020314,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,86200,875,,0.0,0,,RPSNMLQJNHIFFBP98CA,0.0,0.0,0.0,,
大埤鄉,土地,西鎮段70地號,98.55,,特定農業區,農牧用地,1020314,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,86400,877,,0.0,0,,RPTNMLQJNHIFFBP09CA,0.0,0.0,0.0,,
斗南鎮,土地,興國段1190地號,13.09,住,,,1020415,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,106265,8118,,0.0,0,親友、員工或其他特殊關係間之交易。撤銷原序號A1PB10205030004。,RPUNMLQJNHIFFBP56CA,0.0,0.0,0.0,,
斗南鎮,土地,明昌段1675-17地號,13.0,住,,,1020418,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,240000,18462,,0.0,0,本土地係狹小畸零地,RPVNMLQJNHIFFBP66CA,0.0,0.0,0.0,,
西螺鎮,房地(土地+建物),雲林縣西螺鎮菜市街１９巷３號,85.0,住,,,1020417,土地1建物1車位0,全,三層,透天厝,住商用,見其他登記事項,0720530,156.79,5,2,2,有,無,2500000,15945,,0.0,0,,RPQNMLMJNHIFFCP48CA,156.79,0.0,0.0,,
