編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPTRMLNJNHIFFAH28CA,30,122.15,住家用,鋼筋混凝土造,72年5月16日,五層,五層 陽台
RPTRMLNJNHIFFAH28CA,30,5.34,共有部份,鋼筋混凝土造,72年5月16日,五層,
RPUUMLNJNHIFFAH68CA,19,97.71,住家用,鋼筋混凝土造,83年4月11日,十三層,九層 陽台 花台
RPUUMLNJNHIFFAH68CA,19,2.78,共有部份,鋼筋混凝土造,83年4月11日,十三層,
RPUUMLNJNHIFFAH68CA,19,9.04,共有部份,鋼筋混凝土造,83年4月11日,十六層,
RPQTMLNJNHIFFAH18CA,16,114.73,騎樓、店舖、集合住宅,鋼筋混凝土造,86年5月27日,七層,一層 平台 騎樓
RPQTMLNJNHIFFAH18CA,16,320.14,共有部份,鋼筋混凝土造,86年5月27日,七層,
RPUNMLQJNHIFFAH28CA,41,132.86,住商用,加強磚造,60年12月3日,二層,一層 二層 騎樓
RPPNMLOJNHIFFAH57CA,7,.06,管理員室,鋼筋混凝土造,95年9月13日,十層,地下二層
RPPNMLOJNHIFFAH57CA,7,67.93,住家用,鋼筋混凝土造,95年9月13日,十層,五層 陽台 雨遮
RPQTMLQJNHIFFAH48CA,10,33.10,住家用,鋼筋混凝土造,92年8月20日,十層,七層 陽台
RPQTMLQJNHIFFAH48CA,10,4.65,共有部份,鋼筋混凝土造,92年8月20日,十層,
RPQTMLQJNHIFFAH48CA,10,8.81,共有部份,鋼筋混凝土造,92年8月20日,十層,
SPPNMLOJNHIFFAH67CA,7,67.93,住家用,鋼筋混凝土造,95年9月13日,十層,五層 陽台 雨遮
RPPNMLPJNHIFFAH67CA,19,26.34,共有部份,鋼筋混凝土造,83年7月13日,十七層,
RPPNMLPJNHIFFAH67CA,19,129.85,住家用,鋼筋混凝土造,83年7月13日,十七層,十四層 陽台 花台
RPSPMLRJNHIFFAH38CA,2,318.05,住家用,鋼骨鋼筋混凝土造、鋼筋混凝土造,101年11月2日,三十八層,二十五層 陽台 雨遮
RPSPMLRJNHIFFAH38CA,2,130.80,本共有部分之項目有附屬防空避難室兼停車場、停車空間、通廊、車道、頂蓋型開放空間、管委會使用空間、樓梯間、機械室、水箱及門廳等１０項。,鋼骨鋼筋混凝土造、鋼筋混凝土造,101年11月2日,三十八層,
RPSPMLRJNHIFFAH38CA,2,50.56,本共有部分之項目有附屬樓梯間、機械室、水箱及中繼機房等４項。,鋼骨鋼筋混凝土造、鋼筋混凝土造,101年11月2日,三十八層,
RPORMLRJNHIFFAH18CA,18,19.52,共有部份,鋼筋混凝土造,84年7月4日,十三層,
RPRPMLSJNHIFFAH38CA,20,121.09,住家用,鋼筋混凝土造,82年5月18日,四層,三層 陽台
RPRPMLSJNHIFFAH38CA,20,3.97,共有部份,鋼筋混凝土造,82年5月18日,四層,
RPTQMLSJNHIFFAH68CA,20,110.56,住家用,鋼筋混凝土造,82年6月30日,八層,三層 陽台
