編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPSNMLNJNHIFFAI87CA,12,549.81,見其他登記事項,鋼筋混凝土造,89年11月21日,二層,
RPWNMLNJNHIFFAI28CA,,166.86,住家用,鋼筋混凝土構造,101年12月24日,三層,一層 二層 三層 陽台
RPQNMLQJNHIFFAI97CA,21,144.65,住商用,鋼筋混凝土造,81年8月27日,四層,一層 二層 三層 四層 陽台 平台
RPSNMLRJNHIFFAI28CA,,217.51,停車空間、住宅,鋼筋混凝土構造,102年1月23日,三層,一層 二層 三層 陽台 見其他登記事項
RPTNMLRJNHIFFAI38CA,,177.22,住宅、樓梯間,鋼筋混凝土構造,102年1月23日,三層,一層 二層 三層 陽台 見其他登記事項
RPUNMLNJNHIFFAI08CA,2,219.47,住宅、樓梯間,鋼筋混凝土構造,99年12月20日,三層,一層 二層 三層 陽台 見其他登記事項
RPVNMLNJNHIFFAI18CA,8,127.58,住家用,鋼筋混凝土造,93年10月28日,十四層,十一層 陽台
RPRNMLQJNHIFFAI08CA,50,41.18,住家用,竹造,52年5月9日,一層,一層
RPWNMLRJNHIFFAI68CA,,181.88,住宅、樓梯間,鋼筋混凝土構造,102年1月23日,三層,一層 二層 三層 陽台 見其他登記事項
RPUNMLOKNHIFFAI28CA,30,83.73,住家用,鋼筋混凝土加強磚造,71年11月16日,二層,一層 二層 電梯樓梯間
RPXNMLRJNHIFFAI78CA,,181.18,住宅、樓梯間,鋼筋混凝土構造,102年1月23日,三層,一層 二層 三層 陽台 見其他登記事項
RPSNMLLKNHIFFAI77CA,22,60.43,住家用,鋼筋混凝土造,79年11月10日,八層,三層 陽台
RPSNMLLKNHIFFAI77CA,22,9.21,共有部份,鋼筋混凝土造,79年11月10日,八層,
RPWNMLPKNHIFFAI58CA,18,78.61,住家用,鋼筋混凝土造,84年10月4日,十一層,三層 陽台 花台
RPWNMLPKNHIFFAI58CA,18,16.63,共有部份,鋼筋混凝土造,84年10月4日,十一層,
RPWNMLPKNHIFFAI58CA,18,9.45,共有部份,鋼筋混凝土造,84年10月4日,十一層,
RPWOMLRJNHIFFAI78CA,,180.39,住宅、樓梯間,鋼筋混凝土構造,102年1月30日,三層,一層 二層 三層 陽台 見其他登記事項
RPWNMLRLNHIFFAI88CA,22,183.65,住商用,鋼筋混凝土造,79年10月15日,七層,一層 二層 花台 走廊 地下層
RPWNMLRLNHIFFAI88CA,22,12.61,共有部份,鋼筋混凝土造,79年10月15日,七層,
RPPOMLSJNHIFFAI38EA,19,71.13,住家用,鋼筋混凝土造,83年2月3日,十二層,十一層 陽台
RPPOMLSJNHIFFAI38EA,19,13.24,共有部份,鋼筋混凝土造,83年2月3日,十二層,
RPQOMLRLNHIFFAI38CA,15,59.97,住家用,鋼筋混凝土造,87年3月19日,二十二層,五層
RPQOMLRLNHIFFAI38CA,15,11.52,共有部份,鋼筋混凝土造,87年3月19日,二十二層,
RPQOMLRLNHIFFAI38CA,15,12.92,共有部份,鋼筋混凝土造,87年3月19日,二十二層,
RPWNMLMJNHIFFAI38EA,1,250.45,住家用,鋼筋混凝土構造,102年1月22日,三層,一層 二層 三層 陽台
RPXNMLMJNHIFFAI48EA,,250.50,住家用,鋼筋混凝土構造,102年1月22日,三層,一層 二層 三層 陽台
RPPNMLNJNHIFFAI67DA,22,1324.84,避難室、辦公室、營業廳、會議室,鋼筋混凝土造,80年7月30日,五層,一層 二層 三層 四層 五層 騎樓 電梯樓梯間 地下層
RPVNMLPJNHIFFAI38CA,20,154.88,住商用,鋼筋混凝土造,81年11月11日,四層,一層 二層 三層 四層 地下層
RPXNMLPJNHIFFAI58CA,21,73.53,住家用,鋼筋混凝土造,81年5月13日,七層,四層 陽台
RPXNMLPJNHIFFAI58CA,21,33.67,共有部份,鋼筋混凝土造,81年5月13日,七層,
RPWNMLQJNHIFFAI58CA,27,97.66,住家用,鋼筋混凝土造,74年11月29日,五層,一層 陽台 地下層
RPWNMLQJNHIFFAI58CA,27,17.65,共有部份,鋼筋混凝土造,74年11月29日,五層,
RPWNMLQJNHIFFAI58CA,27,6.91,共有部份,鋼筋混凝土造,74年11月29日,五層,
RPWNMLQJNHIFFAI58CA,27,6.05,停車場,鋼筋混凝土造,74年11月29日,五層,
RPWNMLQJNHIFFAI58CA,27,7.81,停車場,鋼筋混凝土造,74年11月29日,五層,
RPWNMLQJNHIFFAI58CA,27,9.93,停車場,鋼筋混凝土造,74年11月29日,五層,
RPTOMLQJNHIFFAI38CA,1,203.14,住家用,鋼筋混凝土構造,101年8月8日,四層,一層 二層 三層 四層 陽台
RPPNMLRJNHIFFAI97CA,1,211.43,停車空間、住宅,鋼筋混凝土構造,101年1月19日,四層,一層 二層 三層 四層 陽台
RPVNMLTJNHIFFAI78CA,18,78.61,住家用,鋼筋混凝土造,84年10月4日,十一層,一層 平台 花台
RPVNMLTJNHIFFAI78CA,18,16.63,共有部份,鋼筋混凝土造,84年10月4日,十一層,
RPVNMLTJNHIFFAI78CA,18,9.45,共有部份,鋼筋混凝土造,84年10月4日,十一層,
RPWNMLTJNHIFFAI88CA,18,112.96,住家用,鋼筋混凝土造,84年10月4日,十一層,一層 平台
RPWNMLTJNHIFFAI88CA,18,21.45,共有部份,鋼筋混凝土造,84年10月4日,十一層,
