編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPRNMLPJRHJGFFH09DA,40,90.00,住家用,鋼筋混凝土造,73年3月10日,四層,二層 陽台,全筆移轉
RPSNMLMKQHJGFCH68EA,31,65.24,住家用,鋼筋混凝土造,82年8月2日,三層,一層 二層 三層 陽台 平台 花台 雨遮 地下層,持分移轉
RPTRMLTJQHJGFAH86DA,28,39.89,共有部分,鋼筋混凝土造,85年7月13日,十五層,,持分移轉
RPTSMLTJQHJGFAH96DA,21,64.90,住家用,鋼筋混凝土造,92年9月18日,十四層,二層 陽台 雨遮,全筆移轉
RPTSMLTJQHJGFAH96DA,21,8.48,共有部分,鋼筋混凝土造,92年9月18日,十四層,,持分移轉
RPTSMLTJQHJGFAH96DA,21,16.23,共有部分,鋼筋混凝土造,92年9月18日,十四層,,持分移轉
RPUPMLOKQHJGFBH09DA,23,39.44,共有部分,鋼筋混凝土造,90年8月30日,二十二層,,持分移轉
RPRNMLNKQHJGFFH88DA,51,14.91,住工用,加強磚造,62年11月30日,二層,一層 二層 騎樓,持分移轉
RPRNMLTJQHJGFHH96DA,23,24.47,住家用,鋼筋混凝土造,90年4月25日,五層,三層 陽台,全筆移轉
RPRNMLTJQHJGFHH96DA,23,5.67,共有部分,鋼筋混凝土造,90年4月25日,五層,,持分移轉
SPRNMLNKQHJGFFH98DA,51,14.91,住工用,加強磚造,62年11月30日,二層,一層 二層 騎樓,持分移轉
RPSNMLNKQHJGFBH68EA,44,177.52,住商用,加強磚造,69年8月25日,二層,一層 二層 騎樓,全筆移轉
RPXPMLRJQHJGFBH96DA,35,5.28,共有部份,鋼筋混凝土造,78年5月29日,五層,,持分移轉
RPXPMLRJQHJGFBH96DA,35,15.40,住家用,鋼筋混凝土造,78年5月29日,五層,二層,全筆移轉
RPTNMLMKQHJGFCH78EA,27,.05,社區遊憩設施,鋼筋混凝土造,86年6月26日,十五層,地下一層 地下二層 地下三層,持分移轉
RPTNMLMKQHJGFCH78EA,27,.01,共同使用（防空避難室，停車場）,鋼筋混凝土造,86年6月26日,十八層,,持分移轉
RPTNMLMKQHJGFCH78EA,27,.00,共有部分,鋼筋混凝土造,86年6月26日,一層,,持分移轉
RPTNMLMKQHJGFCH78EA,28,140.95,住家用,鋼筋混凝土造,86年1月30日,十八層,七層 陽台 花台,全筆移轉
RPTNMLMKQHJGFCH78EA,28,4.36,社區遊憩設施,鋼筋混凝土造,86年1月30日,十四層,地下一層 地下二層,持分移轉
RPTNMLMKQHJGFCH78EA,28,6.92,共有部分,鋼筋混凝土造,86年1月30日,十八層,,持分移轉
RPTNMLMKQHJGFCH78EA,28,3.21,共有部分,鋼筋混凝土造,86年1月30日,十八層,,持分移轉
RPTNMLMKQHJGFCH78EA,28,.41,共有部分,鋼筋混凝土造,86年1月30日,十八層,,持分移轉
RPTNMLMKQHJGFCH78EA,28,41.68,共有部分,鋼筋混凝土造,86年1月30日,十八層,,持分移轉
RPTNMLMKQHJGFCH78EA,28,.00,共有部分,鋼筋混凝土造,86年1月30日,一層,,持分移轉
RPTNMLMKQHJGFCH78EA,28,.07,共有部分,鋼筋混凝土造,86年1月30日,一層,,持分移轉
RPXNMLOKQHJGFCH66DA,28,53.70,住家用,鋼筋混凝土造,85年6月26日,六層,一層 陽台 花台,全筆移轉
RPXNMLOKQHJGFCH66DA,28,9.51,共有部份,鋼筋混凝土造,85年6月26日,六層,,持分移轉
RPXNMLOKQHJGFCH66DA,28,10.69,共有部份,鋼筋混凝土造,85年6月26日,六層,,持分移轉
RPPOMLMKQHJGFHH88DA,2,57.24,一般事務所,鋼筋混凝土造,111年4月26日,十五層,六層 陽台 雨遮,全筆移轉
