編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPPNMLPKNHJGFDN09CC,16,24.93,集合住宅,鋼筋混凝土造,97年8月6日,五層,,
RPPNMLPKNHJGFDN09CC,16,8.72,走廊、樓梯間、水箱、機械室,鋼筋混凝土造,97年8月6日,五層,,
RPPNMLQKNHJGFDN56CC,2,144.14,住宅,鋼筋混凝土造,111年3月2日,四層,,
RPPNMLOKNHJGFHN76CC,38,28.00,住家用,加強磚造,75年3月10日,二層,,
RPPNMLRKNHJGFAN98CC,1,80.67,集合住宅,鋼筋混凝土造,112年7月27日,十三層,,
RPPNMLOKNHJGFAN68CC,26,60.53,住家用,鋼筋混凝土造,87年4月22日,七層,,
RPPNMLRKNHJGFAN98CC,1,62.78,停車空間、汙水機房、水箱、防空避難室兼停車空間、台電配電室、發電機房、電信機房、管委會使用空間、梯廳、戶外安全梯、樓梯間、電梯機房等１２項,鋼筋混凝土造,112年7月27日,十三層,,
RPPNMLPKNHJGFAN78CC,31,82.05,住家用,鋼筋混凝土造,82年9月23日,七層,,
RPQNMLRKNHJGFAN09CC,31,82.05,住家用,鋼筋混凝土造,82年9月23日,七層,,
RPPNMLOKNHJGFAN68CC,26,18.82,避難室、停車空間、機械室、梯間、水箱,鋼筋混凝土造,87年4月22日,七層,,
RPPNMLPKNHJGFAN78CC,31,22.68,停車空間、避難室、通道、梯間,鋼筋混凝土造,82年9月23日,七層,,
RPQNMLRKNHJGFAN09CC,31,21.89,停車空間、避難室、通道、梯間,鋼筋混凝土造,82年9月23日,七層,,
RPQNMLOKNHJGFAN78CC,18,18.67,住家用,鋼筋混凝土造,95年5月22日,五層,,
RPQNMLOKNHJGFAN78CC,18,2.30,機房,鋼筋混凝土造,95年5月22日,五層,,
RPPNMLKLNHJGFAN38CC,45,97.24,住商用,鋼筋混凝土加強磚造,67年12月22日,二層,,
RPRNMLRKNHJGFAN56CC,47,114.71,診所，停車空間，住宅，樓梯間,鋼筋混凝土造,66年9月19日,四層,,
RPQNMLOKNHJGFAN78CC,18,11.20,走廊、梯廳、停車空間、發電機室,鋼筋混凝土造,95年5月22日,五層,,
RPPNMLNKNHJGFAN58CC,31,100.85,住家用,鋼筋混凝土造,81年12月12日,二層,,
RPRNMLOKNHJGFAN88CC,1,57.16,集合住宅,鋼筋混凝土造,112年7月27日,十二層,,
RPRNMLOKNHJGFAN88CC,1,50.92,停車空間、汙水機房、水箱、防空避難室兼停車空間、台電配電室、發電機房、電信機房、管委會使用空間、梯廳、戶外安全梯、樓梯間、電梯機房等１２項,鋼筋混凝土造,112年7月27日,十三層,,
RPPNMLLLNHJGFAN48CC,35,107.48,住家用,鋼筋混凝土造,78年3月2日,五層,,
RPPNMLMLNHJGFAN58CC,2,26.41,住宅、法定停車空間,鋼筋混凝土造,111年3月23日,四層,,
RPQNMLLLNHJGFDN88CC,12,27.39,住家用,鋼筋混凝土造,101年5月25日,五層,,
RPQNMLLLNHJGFDN88CC,12,20.38,停車空間、住宅、樓梯間、水箱、機房,鋼筋混凝土造,101年5月25日,五層,,
RPPNMLMLNHJGFDN88CC,33,26.45,住家用,鋼筋混凝土造,80年11月16日,九層,,
RPPNMLMLNHJGFDN88CC,33,25.39,住家用,鋼筋混凝土造,80年11月16日,九層,,
RPPNMLMLNHJGFDN88CC,33,15.84,共同使用部份,鋼筋混凝土造,80年11月16日,九層,,
RPPNMLMLNHJGFDN88CC,33,19.17,共同使用部份,鋼筋混凝土造,80年11月16日,九層,,
