編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPUNMLNKNHJGFAI58CC,30,89.07,住家用,鋼筋混凝土造,83年6月6日,十層,,
RPPNMLLKNHJGFAI87CC,27,112.11,住家用,鋼筋混凝土加強磚造,86年10月30日,四層,,
RPQNMLOKNHJGFAI28CC,31,298.43,住商用,鋼筋混凝土造,82年4月15日,五層,,
RPUNMLNKNHJGFAI58CC,30,11.14,共有部份,鋼筋混凝土造,83年6月6日,十層,,
RPRNMLLKNHJGFAI08CC,30,194.77,住家用,鋼筋混凝土造,83年5月6日,五層,,
RPUNMLNKNHJGFAI58CC,30,4.52,共有部份,鋼筋混凝土造,83年6月6日,十層,,
RPRNMLLKNHJGFAI08CC,30,32.24,共有部份,鋼筋混凝土造,83年5月6日,五層,,
RPQNMLNKNHJGFAI18CC,30,283.01,住商用,鋼筋混凝土造,83年8月24日,五層,,
RPSNMLNKNHJGFAI38CC,29,61.91,住家用,鋼筋混凝土造,83年12月31日,十二層,,
RPRNMLNKNHJGFAI28CC,2,62.92,集合住宅,鋼筋混凝土構造,111年10月20日,五層,,
RPPNMLNKNHJGFAI08CC,33,57.76,住家用,鋼筋混凝土造,80年7月26日,六層,,
RPSNMLNKNHJGFAI38CC,29,23.60,共有部份,鋼筋混凝土造,83年12月31日,十二層,,
RPRNMLNKNHJGFAI28CC,2,14.02,本共有部分之項目有昇降機、電信室、樓梯間、戶外安全梯、梯廳、水塔空間及管理維護使用空間等７項,鋼筋混凝土構造,111年10月20日,五層,,
RPPNMLNKNHJGFAI08CC,33,11.97,住家用,鋼筋混凝土造,80年7月26日,六層,,
RPRNMLNKNHJGFAI28CC,2,11.23,本共有部分之項目有門廊、梯廳、電信室、台電配電室、停車空間及戶外安全梯等６項,鋼筋混凝土構造,111年10月20日,五層,,
RPTNMLNKNHJGFAI48CC,31,32.83,住家用,鋼筋混凝土造,82年2月9日,七層,,
RPQNMLLKNHJGFAI97CC,31,86.85,住家用,鋼筋混凝土造,82年5月11日,七層,,
RPTNMLNKNHJGFAI48CC,31,7.34,共有部份,鋼筋混凝土造,82年2月9日,七層,,
RPQNMLLKNHJGFAI97CC,31,28.69,共有部份,鋼筋混凝土造,82年5月11日,七層,,
RPTNMLNKNHJGFAI48CC,31,7.24,共有部份,鋼筋混凝土造,82年2月9日,七層,,
RPQNMLLKNHJGFAI97CC,31,13.53,共有部份,鋼筋混凝土造,82年5月11日,七層,,
RPTNMLOKNHJGFAI58CC,35,94.86,住家用,鋼筋混凝土造,77年11月8日,五層,,
RPTNMLOKNHJGFAI58CC,35,7.48,共有部份,鋼筋混凝土造,77年11月8日,五層,,
RPTNMLOKNHJGFAI58CC,35,9.73,共有部份,鋼筋混凝土造,77年11月8日,五層,,
RPSNMLOKNHJGFAI48CC,29,22.69,住家用,鋼筋混凝土造,84年4月6日,七層,,
RPSNMLOKNHJGFAI48CC,29,13.52,共有部份,鋼筋混凝土造,84年4月6日,七層,,
RPRNMLOKNHJGFAI38CC,32,37.29,住家用,鋼筋混凝土造,81年8月24日,七層,,
RPRNMLOKNHJGFAI38CC,32,8.95,共有部份,鋼筋混凝土造,81年8月24日,七層,,
RPRNMLPKNHJGFAI48CC,36,104.95,住家用,鋼筋混凝土造,77年9月5日,五層,,
RPPNMLRKNHJGFAI48CC,16,8.36,辦公室,鋼筋混凝土造,97年3月3日,四層,,
RPPNMLRKNHJGFAI48CC,16,5.66,共有部份,鋼筋混凝土造,97年3月3日,四層,,
RPPNMLPKNHJGFAI28CC,30,130.73,住商用,鋼筋混凝土造,83年6月6日,十層,,
RPPNMLPKNHJGFAI28CC,30,15.89,共有部份,鋼筋混凝土造,83年6月6日,十層,,
RPQNMLQKNHJGFAI48CC,34,53.90,住家用,鋼筋混凝土造,79年5月22日,五層,,
RPPNMLPKNHJGFAI28CC,30,7.27,共有部份,鋼筋混凝土造,83年6月6日,十層,,
RPRNMLQKNHJGFAI58CC,8,95.44,集合住宅,鋼筋混凝土構造,105年5月10日,十四層,,
RPQNMLQKNHJGFAI48CC,34,22.75,共有部份,鋼筋混凝土造,79年5月22日,五層,,
RPRNMLQKNHJGFAI58CC,8,16.15,本共有部分之項目有停車空間、消防機房、排風機房、排煙室、機房、電錶室、樓梯間、防空避難室兼停車空間、水箱、台電受電室、緊急發電機房、電信室、外廊管委會使用空間、門廳等１４項,鋼筋混凝土構造,105年5月10日,十四層,,
RPQNMLPKNHJGFAI38CC,28,76.31,住家用,鋼筋混凝土造,85年3月11日,二十層,,
RPPNMLQKNHJGFAI38CC,31,33.55,住家用,鋼筋混凝土造,82年6月9日,十六層,,
RPQNMLPKNHJGFAI38CC,28,19.58,共有部份,鋼筋混凝土造,85年3月11日,二十層,,
RPRNMLQKNHJGFAI58CC,8,29.50,本共有部份之項目計有：梯廳兼排煙室、樓梯間、水箱、水錶室、電梯機房等五項。,鋼筋混凝土構造,105年5月10日,十四層,,
RPPNMLQKNHJGFAI38CC,31,5.50,共有部份,鋼筋混凝土造,82年6月9日,十六層,,
RPPNMLQKNHJGFAI38CC,31,7.27,共有部份,鋼筋混凝土造,82年6月9日,十六層,,
RPQNMLRKNHJGFAI58CC,16,8.36,辦公室,鋼筋混凝土造,97年3月3日,四層,,
RPQNMLRKNHJGFAI58CC,16,5.66,共有部份,鋼筋混凝土造,97年3月3日,四層,,
RPUNMLRKNHJGFAI98CC,6,9.50,集合住宅,鋼筋混凝土構造,107年8月2日,五層,,
RPUNMLRKNHJGFAI98CC,6,3.27,本共有部分之項目有機械室、樓梯間及水箱等３項,鋼筋混凝土構造,107年8月2日,五層,,
RPSNMLKLNHJGFAI18CC,33,33.44,住家用,鋼筋混凝土造,79年12月8日,八層,,
RPVNMLRKNHJGFAI09CC,26,104.66,住家用,鋼筋混凝土造,87年3月19日,二十二層,,
RPSNMLKLNHJGFAI18CC,33,8.10,住家用,鋼筋混凝土造,79年12月8日,八層,,
RPVNMLRKNHJGFAI09CC,26,19.62,共有部份,鋼筋混凝土造,87年3月19日,二十二層,,
RPVNMLRKNHJGFAI09CC,26,23.26,共有部份,鋼筋混凝土造,87年3月19日,二十二層,,
RPXNMLKLNHJGFAI68CC,25,54.98,住家用,鋼筋混凝土造,88年4月21日,十四層,,
RPXNMLKLNHJGFAI68CC,25,24.01,共有部份,鋼筋混凝土造,88年4月21日,十四層,,
RPSNMLRKNHJGFAI78CC,16,8.36,辦公室,鋼筋混凝土造,97年3月3日,四層,,
