編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPQNMLPKNHJGFDK88CC,8,63.61,商業用,鋼筋混凝土造,105年4月21日,十層,,
RPPNMLOKNHJGFDK68CC,37,70.55,住家用,鋼筋混凝土造,75年11月24日,五層,,
RPQNMLPKNHJGFDK88CC,8,56.00,共有部分,鋼筋混凝土造,105年4月21日,十層,,
RPPNMLOKNHJGFDK68CC,37,4.67,防空避難室,鋼筋混凝土造,75年11月24日,五層,,
RPPNMLOKNHJGFDK68CC,37,10.33,樓梯間,鋼筋混凝土造,75年11月24日,五層,,
RPQNMLOKNHJGFDK78CC,20,15.79,住家用,鋼筋混凝土造,93年6月23日,三層,,
RPQNMLOKNHJGFDK78CC,20,4.62,樓梯間、走廊,鋼筋混凝土造,93年6月23日,三層,,
RPRNMLQKNHJGFDK09CC,9,69.74,集合住宅,鋼筋混凝土造,104年8月14日,五層,,
RPRNMLQKNHJGFDK09CC,9,16.27,共有部分,鋼筋混凝土造,104年8月14日,五層,,
RPSNMLQKNHJGFFK76CC,35,167.69,住家用,加強磚造,78年4月21日,二層,,
RPPNMLQKNHJGFFK09CC,29,173.33,住家用,鋼筋混凝土造,84年3月31日,十三層,,
RPPNMLQKNHJGFFK09CC,29,17.58,停車空間，防空避難室，樓梯，走道,鋼筋混凝土造,84年3月31日,十三層,,
RPPNMLQKNHJGFFK09CC,29,9.91,樓梯，電梯，樓梯間，機械房，水箱,鋼筋混凝土造,84年3月31日,十三層,,
RPQNMLQKNHJGFFK56CC,29,90.37,住家用,鋼筋混凝土造,83年12月6日,十一層,,
RPQNMLQKNHJGFFK56CC,29,19.39,防空避難室、停車場,鋼筋混凝土造,83年12月6日,十一層,,
RPQNMLQKNHJGFFK56CC,29,1.09,樓梯、電梯、樓梯間、機械房、水箱,鋼筋混凝土造,83年12月6日,十一層,,
RPQNMLOKNHJGFFK98CC,,50.66,集合住宅,鋼筋混凝土造,112年11月3日,十五層,,
RPQNMLOKNHJGFFK98CC,,44.02,防空避難室兼停車空間、管委會使用空間,鋼筋混凝土造,112年11月3日,十五層,,
RPQNMLOKNHJGFFK98CC,,12.43,樓梯間、梯廳,鋼筋混凝土造,112年11月3日,十五層,,
