編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPPNMLOKNHJGFCT86CC,25,92.66,集合住宅,鋼筋混凝土造,88年4月26日,五層,,
RPPNMLOKNHJGFCT86CC,25,11.73,梯間、水箱、機械室,鋼筋混凝土造,88年4月26日,五層,,
RPPNMLPKNHJGFCT96CC,9,33.19,集合住宅,鋼筋混凝土構造,103年12月17日,七層,,
RPSNMLQKNHJGFAT17CC,32,124.14,住家用,鋼筋混凝土造,80年11月1日,七層,,
RPSNMLQKNHJGFAT17CC,32,35.01,共同部份,鋼筋混凝土造,80年11月1日,七層,,
RPPNMLQKNHJGFAT86CC,36,125.61,住家用,加強磚造,76年11月27日,二層,,
RPQNMLQKNHJGFAT96CC,30,48.48,集合住宅,鋼筋混凝土造,83年6月23日,七層,,
RPRNMLQKNHJGFAT07CC,26,59.57,集合住宅，國民住宅,鋼筋混凝土造,87年8月25日,十四層,,
RPQNMLQKNHJGFAT96CC,30,11.47,車廊，公共設施，防空避難室，停車空間,鋼筋混凝土造,83年6月23日,七層,,
RPPNMLNKNHJGFAT56CC,24,63.19,集合住宅,鋼筋混凝土造,88年12月4日,十四層,,
RPPNMLOKNHJGFAT66CC,28,84.60,住家用,鋼筋混凝土造,84年11月25日,十二層,,
RPRNMLQKNHJGFAT07CC,26,17.53,防空避難室，停車空間，梯間，機械室，水箱，門廊,鋼筋混凝土造,87年8月25日,十四層,,
RPPNMLNKNHJGFAT56CC,24,23.05,走廊、辦公室、管理員室梯間、俱樂部梯間、公共空間、停車空間、防空避難室、屋頂突出物、陽台,鋼筋混凝土造,88年12月4日,十四層,,
RPPNMLOKNHJGFAT66CC,28,32.20,防空避難室兼停車空間梯間,鋼筋混凝土造,84年11月25日,十二層,,
RPQNMLNKNHJGFAT66CC,29,83.21,集合住宅,鋼筋混凝土造,84年6月13日,九層,,
RPRNMLNKNHJGFAT76CC,49,119.20,住商用,加強磚造,63年12月20日,二層,,
RPQNMLNKNHJGFAT66CC,29,29.14,集合住宅，停車空間，防空避難室,鋼筋混凝土造,84年6月13日,九層,,
RPQNMLPKNHJGFAT86CC,24,98.05,集合住宅,鋼筋混凝土造,88年12月4日,十四層,,
RPQNMLPKNHJGFAT86CC,24,52.81,走廊、辦公室、管理員室梯間、俱樂部梯間、公共空間、停車空間、防空避難室、屋頂突出物、陽台,鋼筋混凝土造,88年12月4日,十四層,,
RPSNMLQKNHJGFCT37CC,9,18.93,集合住宅,鋼筋混凝土構造,103年12月17日,七層,,
RPSNMLQKNHJGFCT37CC,9,14.96,本共有部分之項目有停車空間、樓梯間、水箱間及電梯機械室等四項。,鋼筋混凝土構造,103年12月17日,七層,,
RPQNMLQKNHJGFCT17CC,9,33.19,集合住宅,鋼筋混凝土構造,103年12月17日,七層,,
RPWNMLQKNHJGFCT77CC,9,33.50,集合住宅,鋼筋混凝土構造,103年12月17日,七層,,
RPVNMLQKNHJGFCT67CC,9,33.40,集合住宅,鋼筋混凝土構造,103年12月17日,七層,,
RPTNMLQKNHJGFCT47CC,9,33.27,集合住宅,鋼筋混凝土構造,103年12月17日,七層,,
RPRNMLQKNHJGFCT27CC,9,33.50,集合住宅,鋼筋混凝土構造,103年12月17日,七層,,
RPPNMLQKNHJGFCT07CC,9,33.80,集合住宅,鋼筋混凝土構造,103年12月17日,七層,,
RPUNMLQKNHJGFCT57CC,9,29.52,集合住宅,鋼筋混凝土構造,103年12月17日,七層,,
