鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
湖口鄉,租賃房屋,新竹縣湖口鄉大智路６６巷１１號四樓之３,0.0,,,,1130524,土地0建物0車位0,四層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100730,21.54,3,0,3,有,無,有,8800,409,,0.0,0,租金總額含水費；租賃建物部分範圍，且未計入共有部分面積；,RPPNMLPLNHJGFDJ78CC,分租套房,無,1130620~1140619,有,冷氣、熱水器、冰箱,一般代管
竹北市,租賃房屋,新竹縣竹北市勝利六街１１１號１樓,0.0,,,,1130524,土地0建物1車位0,全,1,透天厝,Ｇ３店舖、Ｇ２辦公室、Ｈ２住宅、樓梯間、機房,鋼筋混凝土造,1080912,67.49,0,0,0,無,無,無,34000,504,,0.0,0,,RPPNMLQLNHJGFBJ68CC,,無,1130701~1150630,無,冷氣、熱水器,
新豐鄉,租賃房屋,新竹縣新豐鄉圓山子１１６之１號５樓,0.0,,,,1130526,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830126,79.88,4,2,2,有,無,有,16000,200,,0.0,0,,RPPNMLQLNHJGFDJ88CC,整棟(戶)出租,無,1120601~1140531,無,冷氣、熱水器,
竹北市,租賃房屋,新竹縣竹北市縣政三街２３巷２號３樓,0.0,,,,1130521,土地0建物0車位0,三層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950403,30.0,4,0,4,有,無,無,17000,567,,0.0,0,租金總額含管理費；水費；瓦斯費；網路費；其他共享公寓所產生費用；含增建或未登記建物；租賃建物部分範圍，且未計入共有部分面積；續租案件；,RPPNMLRLNHJGFBJ78CC,分租套房,無,1130707~1140706,有,冷氣、熱水器、洗衣機、電視機、網路,一般轉租
竹北市,租賃房屋,新竹縣竹北市縣政三街２３巷２號４樓,0.0,,,,1130526,土地0建物0車位0,四層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950403,30.0,4,0,4,有,無,有,17000,567,,0.0,0,租金總額含管理費；水費；瓦斯費；網路費；其他共享公寓空間；含增建或未登記建物；租賃建物部分範圍，且未計入共有部分面積；續租案件；,RPQNMLRLNHJGFBJ88CC,分租套房,無,1130715~1140714,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路,一般轉租
竹北市,租賃房屋,新竹縣竹北市民族街４１號三樓,0.0,,,,1130525,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830519,113.07,3,2,2,有,無,有,22000,195,,0.0,0,租金總額含管理費；,RPRNMLRLNHJGFBJ98CC,分層出租,有,1130601~1140531,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
竹北市,租賃房屋,新竹縣竹北市勝利八街一段２３１號４F之７,0.0,,,,1130513,土地0建物1車位0,四層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050608,128.14,3,2,2,有,有,有,46000,359,,0.0,0,租金總額含管理費；其他5%發票稅；,RPPNMLSLNHJGFBJ88CC,整棟(戶)出租,有,1130607~1140606,有,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租
竹北市,租賃房屋,新竹縣竹北市聯發街２９號１３F,0.0,,,,1130515,土地0建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040519,143.98000000000002,3,2,2,有,有,有,48000,333,,0.0,0,租金總額含管理費；其他5%發票稅；,RPQNMLSLNHJGFBJ98CC,整棟(戶)出租,有,1130609~1140608,有,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租
竹北市,租賃房屋,新竹縣竹北市縣政十街８號五樓之２,5.0,商,,,1120423,土地1建物1車位0,五層,10,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0950908,38.06,1,1,1,有,有,有,11000,289,,0.0,0,,RPRNMLSLNHJGFBJ09CC,整棟(戶)出租,有,1120507~1130506,有,熱水器、電視機、冰箱,社會住宅代管
竹北市,租賃房屋,新竹縣竹北市文義街１３６號三樓之７,9.14,住,,,1120919,土地1建物1車位0,三層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0950821,39.86,1,1,1,有,有,有,10500,263,,0.0,0,,RPSNMLSLNHJGFBJ56CC,整棟(戶)出租,有,1120920~1130919,有,冷氣、洗衣機、電視機、冰箱,社會住宅代管
