編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPSNMLPKNHJGFBJ78CC,23,99.72,住家用,鋼筋混凝土造,90年9月3日,十層,,
RPRNMLPKNHJGFBJ68CC,9,23.10,工業用,鋼筋混凝土造,103年11月20日,四層,,
RPSNMLPKNHJGFBJ78CC,23,10.34,共有部分,鋼筋混凝土造,90年9月3日,十層,,
RPSNMLPKNHJGFBJ78CC,23,12.56,共有部分,鋼筋混凝土造,90年9月3日,十層,,
RPPNMLOKNHJGFCJ48CC,3,63.46,集合住宅,鋼筋混凝土造,110年1月28日,十三層,,
RPQNMLPKNHJGFBJ58CC,9,23.10,工業用,鋼筋混凝土造,103年11月20日,四層,,
RPPNMLOKNHJGFCJ48CC,3,26.76,共有部分主要用途項目有：停車空間、開放空間、公共服務空間、梯間、機房、水箱等６項,鋼筋混凝土造,110年1月28日,十三層,,
RPPNMLPKNHJGFCJ58CC,31,85.63,住家用,鋼筋混凝土造,82年10月26日,六層,,
RPPNMLOKNHJGFBJ38CC,1,38.08,集合住宅,鋼筋混凝土造,111年12月1日,七層,,
RPPNMLPKNHJGFCJ58CC,31,20.10,共有部分,鋼筋混凝土造,82年10月26日,六層,,
RPPNMLPKNHJGFCJ58CC,31,10.46,共有部分,鋼筋混凝土造,82年10月26日,六層,,
RPPNMLOKNHJGFBJ38CC,1,85.93,本共有部分之項目有停車空間、梯間、蓄水池、消防泵浦室、雨水回收機房兼汙水機房、機房、溫泉機房、台電配電室、發電機室、垃圾處理室、管委會使用空間、交誼室、游泳池、電信機房、警衛室、水箱等十六項。,鋼筋混凝土造,111年12月1日,七層,,
RPPNMLPKNHJGFBJ48CC,8,42.49,住家用,鋼筋混凝土造,105年9月21日,二十一層,,
RPPNMLPKNHJGFBJ48CC,8,43.80,本共有部分之項目有防空避難室兼停車空間、排煙室、緊急昇降機、門廳、外廊、環保資源室、防災中心、梯廳、梯間、樓梯間、機械室、消防機房、水箱、楊水泵機房、汙水機房、消防中繼水箱、消防中繼機房、緊急發電機房、電信機房、景觀機房、台電配電室、機電機房、電梯等二十三項。,鋼筋混凝土造,105年9月21日,二十一層,,
RPPNMLQKNHJGFBJ58CC,9,23.10,工業用,鋼筋混凝土造,103年11月20日,四層,,
RPRNMLQKNHJGFBJ78CC,2,47.65,集合住宅,鋼筋混凝土造,111年3月31日,十一層,,
RPRNMLQKNHJGFBJ78CC,2,28.75,本共有部分之項目有停車空間兼防空避難室、停車空間、門廳、機房、水箱、電梯機房、公共服務空間等七項。,鋼筋混凝土造,111年3月31日,十一層,,
RPQNMLQKNHJGFBJ68CC,19,23.30,商業用,鋼筋混凝土造,94年2月15日,七層,,
RPQNMLQKNHJGFBJ68CC,19,12.37,共有部分,鋼筋混凝土造,94年2月15日,八層,,
RPPNMLRKNHJGFBJ68CC,29,88.22,商業用,鋼筋混凝土造,84年10月11日,六層,,
RPPNMLRKNHJGFBJ68CC,29,27.70,共有部分,鋼筋混凝土造,84年10月11日,六層,,
RPPNMLRKNHJGFBJ68CC,29,9.45,共有部分,鋼筋混凝土造,84年10月11日,六層,,
