編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPURMLTJNHLFFAH66CA,21,26.69,住家用,鋼筋混凝土造,84年7月14日,十三層,四層 陽台
RPURMLTJNHLFFAH66CA,21,3.55,共有部份,鋼筋混凝土造,84年7月14日,十三層,
RPURMLTJNHLFFAH66CA,21,3.24,共有部份,鋼筋混凝土造,84年7月14日,十三層,
RPURMLTJNHLFFAH66CA,21,1.03,共有部份,鋼筋混凝土造,84年7月14日,十三層,
RPURMLTJNHLFFAH66CA,21,.09,共有部份,鋼筋混凝土造,84年7月14日,十三層,
RPQNMLKKNHLFFAH67CA,36,80.35,住家用,鋼筋混凝土造,69年7月24日,五層,一層 騎樓
RPQNMLKKNHLFFAH67CA,36,97.57,住家用,鋼筋混凝土造,69年7月24日,五層,二層
RPTQMLNJNHLFFAH48CA,8,111.42,住家用,鋼筋混凝土造,97年3月31日,十四層,十三層 陽台 雨遮
RPTQMLNJNHLFFAH48CA,8,71.39,共有部份,鋼筋混凝土造,97年3月31日,十四層,
RPSQMLNJNHLFFAH38CA,9,98.16,共有部份,鋼筋混凝土造,95年10月11日,十二層,
RPSQMLNJNHLFFAH38CA,9,87.12,住家用,鋼筋混凝土造,95年10月11日,十二層,七層 陽台 雨遮
RPPRMLPJNHLFFAH38CA,41,49.00,住家用,磚造,64年1月15日,一層,一層
RPWOMLNJNHLFFAH58CA,11,32.30,一般事務所,鋼筋混凝土造,94年8月5日,九層,五層 陽台 雨遮
RPWOMLNJNHLFFAH58CA,11,9.33,共有部份,鋼筋混凝土造,94年8月5日,十一層,
RPWOMLNJNHLFFAH58CA,11,4.87,共有部份,鋼筋混凝土造,94年8月5日,十一層,
RPWNMLKKNHLFFAH28CA,12,86.71,住家用,鋼筋混凝土造,92年11月21日,十四層,五層 陽台 雨遮
RPWNMLKKNHLFFAH28CA,12,16.72,共有部份,鋼筋混凝土造,92年11月21日,十四層,
RPWNMLKKNHLFFAH28CA,12,11.23,共有部份,鋼筋混凝土造,92年11月21日,十四層,
RPWNMLKKNHLFFAH28CA,12,.02,警衛室,鋼筋混凝土造,92年11月21日,十四層,
RPWNMLKKNHLFFAH28CA,12,23.02,共有部份,鋼筋混凝土造,92年11月21日,十四層,
RPWSMLKKNHLFFAH78CA,2,69.39,住家用,鋼筋混凝土造,103年9月15日,十四層,十二層 陽台 雨遮
RPWSMLKKNHLFFAH78CA,2,18.31,本共有部份之項目有附屬（公共服務空間、梯間、水箱、機械室）等４項。,鋼筋混凝土造,103年9月15日,十四層,
